clusterID	N	coord	gene	annotation	FDR
clu_127853_-	28	chr1:121942044-122094311	.	annotated	9.14e-06
clu_46915_+	2	chr12:103947430-103953386	HSP90B1	annotated	9.39e-06
clu_163648_-	4	chr4:151226086-151325241	SH3D19	annotated	9.54e-06
clu_145094_+	14	chr14:41608562-41886606	LRFN5	cryptic	9.63e-06
clu_22661_-	7	chr10:73345114-73353556	CFAP70	cryptic	1.02e-05
clu_75300_-	8	chr20:28600461-28602609	FRG1CP	cryptic	1.02e-05
clu_78321_-	21	chr14:104942925-104952331	.	annotated	1.05e-05
clu_109306_+	3	chr6:87210807-87213902	.	annotated	1.06e-05
clu_155902_+	3	chr17:36579419-36585300	GGNBP2	cryptic	1.07e-05
clu_160306_-	3	chr7:102488598-102493116	RASA4B	annotated	1.1e-05
clu_51047_-	12	chr2:94072677-94157962	.	annotated	1.16e-05
clu_43480_-	4	chr9:122148273-122159627	NDUFA8	cryptic	1.16e-05
clu_107470_+	4	chr6:3137422-3140386	BPHL	annotated	1.17e-05
clu_124326_-	22	chr1:485208-743286	RP4-669L17.10	cryptic	1.18e-05
clu_133371_+	10	chr15:22516990-22537453	HERC2P2	cryptic	1.24e-05
clu_86971_+	21	chr3:141066798-141260123	PXYLP1	cryptic	1.24e-05
clu_79047_+	11	chr9:42852877-42861684	ANKRD20A7P	cryptic	1.24e-05
clu_164129_-	8	chr21:6230951-6267135	CH507-24F1.2	annotated	1.39e-05
clu_176532_+	4	chr7:73693669-73697605	WBSCR22	annotated	1.6e-05
clu_53950_+	21	chr1:2106504-2106896	.	annotated	1.61e-05
clu_116510_-	15	chr12:3303403-3307290	RP5-1063M23.3	cryptic	1.7e-05
clu_60306_+	33	chr1:224967514-225082549	DNAH14	cryptic	1.75e-05
clu_131298_+	5	chr10:35337207-35516523	CCNY	cryptic	1.75e-05
clu_50467_-	4	chr2:73058596-73071604	SFXN5	annotated	1.77e-05
clu_85963_+	8	chr3:66220858-66262051	SLC25A26	cryptic	1.78e-05
clu_63066_-	4	chr19:221205-229636	LINC01002	annotated	1.79e-05
clu_51383_-	3	chr2:101054336-101059421	TBC1D8	cryptic	1.79e-05
clu_56558_+	4	chr1:81306509-81445021	ADGRL2	cryptic	1.84e-05
clu_135328_+	10	chr15:82355324-82404612	UBE2Q2P2	cryptic	1.91e-05
clu_119921_+	5	chr19:537147-541346	CDC34	cryptic	1.98e-05
clu_142374_-	3	chr6:33301771-33304128	TAPBP	cryptic	1.98e-05
clu_58329_+	4	chr1:151107222-151117957	GABPB2	cryptic	2.07e-05
clu_95736_-	5	chr18:23506642-23533355	NPC1	annotated	2.07e-05
clu_149987_+	7	chr11:61393976-61400254	TMEM216	cryptic	2.29e-05
clu_144750_+	11	chr14:23955212-23967211	DHRS4	cryptic	2.29e-05
clu_92654_-	7	chr17:75891347-75892267	TRIM65	cryptic	2.29e-05
clu_65662_-	3	chr19:40333929-40336110	C19orf47	annotated	2.43e-05
clu_36912_+	6	chr13:114236896-114239350	CDC16	cryptic	2.47e-05
clu_133713_+	6	chr15:28838822-28856133	PDCD6IPP2	cryptic	2.47e-05
clu_145015_+	22	chr14:35898095-36165745	RP11-116N8.1	cryptic	2.52e-05
clu_114538_+	8	chr8:24351286-24354384	ADAM28	cryptic	2.62e-05
clu_133389_+	3	chr15:22564532-22569149	HERC2P2	cryptic	2.64e-05
clu_177665_+	3	chr7:122044568-122051428	PTPRZ1	cryptic	2.85e-05
clu_137048_+	8	chr2:5932921-5969149	LINC01105	cryptic	2.87e-05
clu_16137_-	6	chr8:143928447-143928676	.	annotated	3.28e-05
clu_144751_+	4	chr14:23970332-23990182	DHRS4L2	cryptic	3.36e-05
clu_22914_-	3	chr10:87288495-87326630	NUTM2A-AS1	annotated	3.48e-05
clu_50724_-	2	chr2:86100172-86105700	POLR1A	cryptic	3.53e-05
clu_143869_-	3	chr6:125292909-125300538	HDDC2	annotated	3.58e-05
clu_84292_+	10	chr3:3799919-4002429	LRRN1	cryptic	3.61e-05
clu_60524_+	4	chr1:232950744-232956347	NTPCR	annotated	3.67e-05
clu_72348_+	5	chr5:69975852-70473448	RP11-497H16.7	cryptic	3.68e-05
clu_108176_+	3	chr6:34757551-34762595	SNRPC	annotated	3.75e-05
clu_121551_+	15	chr19:21498349-21530589	ZNF429	cryptic	3.76e-05
clu_176147_+	3	chr7:65170361-65647267	INTS4P1	cryptic	3.87e-05
clu_50916_-	11	chr2:93015170-93095131	.	annotated	3.92e-05
clu_41641_-	5	chr9:5361888-5436569	PLGRKT	cryptic	3.92e-05
clu_1922_-	2	chrX:154354039-154354151	FLNA	cryptic	4.06e-05
clu_92642_-	3	chr17:75847609-75848570	WBP2	annotated	4.13e-05
clu_133643_+	5	chr15:25204728-25211607	SNHG14	annotated	4.17e-05
clu_59361_+	6	chr1:177171732-177229801	BRINP2	cryptic	4.36e-05
clu_20953_-	4	chr3:195345317-195381009	ACAP2	annotated	4.41e-05
clu_6194_-	14	chr11:74848462-74907145	XRRA1	cryptic	4.43e-05
clu_4047_-	12	chr11:502181-507113	RNH1	cryptic	4.51e-05
clu_18100_-	3	chr3:42263551-42264697	CCK	cryptic	4.78e-05
clu_165415_+	9	chr16:4944965-4959273	SEC14L5	cryptic	4.88e-05
clu_109792_+	2	chr6:125153970-125220078	TPD52L1	annotated	4.91e-05
clu_121495_+	8	chr19:21098910-21124961	ZNF714	cryptic	5.1e-05
clu_78106_-	2	chr14:100545066-100546501	BEGAIN	annotated	5.4e-05
clu_86751_+	3	chr3:129249746-129252281	COPG1	cryptic	5.77e-05
clu_144501_-	4	chr6:166946739-166952488	RNASET2	cryptic	5.9e-05
clu_17124_+	2	chr18:56696462-56717964	WDR7	cryptic	6.04e-05
clu_105299_?	18	chr1:120823360-120840350	.	cryptic	6.05e-05
clu_42252_-	36	chr9:39818924-40106358	RP11-204M4.3	cryptic	6.05e-05
clu_58020_+	2	chr1:146691102-146692892	HYDIN2	cryptic	6.51e-05
clu_139204_+	5	chr2:108758548-108766165	RANBP2	cryptic	6.58e-05
clu_148929_+	13	chr11:777695-783530	AP006621.5	cryptic	6.97e-05
clu_79835_+	5	chr9:105299309-105335563	SLC44A1	cryptic	6.99e-05
clu_117604_-	2	chr12:49992133-49992245	RACGAP1	cryptic	7.12e-05
clu_69636_?	14	chr19:20056594-20661444	ZNF626	cryptic	7.17e-05
clu_31918_-	3	chr16:15104408-15104548	.	annotated	7.56e-05
clu_79000_+	5	chr9:40267026-40273999	RP11-146D12.2	cryptic	7.56e-05
clu_72793_+	3	chr5:80445405-80449591	ZFYVE16	annotated	8.31e-05
clu_29731_+	2	chr20:10284772-10293161	SNAP25	annotated	8.52e-05
clu_32434_-	4	chr16:29566249-29613103	SMG1P2	cryptic	8.55e-05
clu_59544_+	13	chr1:184054863-184095703	TSEN15	cryptic	8.68e-05
clu_137761_+	4	chr2:38779118-38781543	GEMIN6	cryptic	8.98e-05
clu_83246_-	8	chr13:32527532-32538778	N4BP2L2	cryptic	9.16e-05
clu_29732_+	2	chr20:10292999-10296925	SNAP25	annotated	9.18e-05
clu_50751_-	12	chr2:86953005-87016302	PLGLB1	cryptic	9.19e-05
clu_142619_-	25	chr6:40491479-40492066	.	annotated	9.19e-05
clu_25075_-	3	chr5:69625900-70139127	GUSBP3	cryptic	9.44e-05
clu_53670_-	5	chr2:240726940-240737063	KIF1A	annotated	0.000101
clu_94555_?	4	chr5:131162676-131165095	HINT1	cryptic	0.000102
clu_58008_+	8	chr1:146985756-146994332	NBPF12	cryptic	0.000105
clu_146156_+	5	chr14:91167378-91173289	C14orf159	annotated	0.000106
clu_146391_+	2	chr14:100829749-100831421	MEG3	cryptic	0.000106
clu_77715_-	7	chr14:77343823-77351673	TMED8	cryptic	0.000106
clu_93154_-	5	chr17:82183932-82188219	CCDC57	cryptic	0.000106
clu_2564_-	7	chr22:17791301-17808844	MICAL3	cryptic	0.000106
clu_115345_+	16	chr8:70669018-70706933	XKR9	cryptic	0.000106
clu_16410_+	3	chr18:3993202-3995217	DLGAP1-AS4	cryptic	0.000107
clu_66409_-	2	chr19:50968591-50969490	KLK6	cryptic	0.000108
clu_142967_-	2	chr6:61678947-61681009	RP1-240B8.3	cryptic	0.00011
clu_111102_+	3	chr4:15478806-15480704	CC2D2A	annotated	0.000113
clu_73454_+	6	chr5:134738792-134750759	CAMLG	cryptic	0.000117
clu_133776_+	4	chr15:30474512-30479024	CTD-3092A11.1	cryptic	0.000122
clu_117846_-	5	chr12:54950390-54962431	TESPA1	cryptic	0.000126
clu_6271_-	3	chr11:78101195-78103980	ALG8	annotated	0.000127
clu_157389_+	4	chr17:73203793-73206154	COG1	cryptic	0.000132
clu_124481_-	3	chr1:1721711-1722708	CDK11A	annotated	0.000134
clu_9435_-	11	chr15:20439123-20439508	HERC2P3	cryptic	0.000142
clu_51848_-	19	chr2:131472182-131492992	MZT2A	cryptic	0.000143
clu_142677_-	2	chr6:42188731-42208858	MRPS10	cryptic	0.000143
clu_176942_+	4	chr7:90300059-90304744	CFAP69	cryptic	0.000143
clu_44467_+	6	chr12:2679796-2682550	CACNA1C	cryptic	0.000144
clu_36136_+	5	chr13:42271764-42286300	AKAP11	cryptic	0.000146
clu_157662_+	3	chr17:76872963-76902555	MGAT5B	cryptic	0.000149
clu_107504_+	6	chr6:5431172-5545180	FARS2	cryptic	0.000149
clu_133695_+	3	chr15:26940077-26943457	GABRA5	cryptic	0.000151
clu_131997_+	4	chr10:78037304-78040204	RPS24	annotated	0.000152
clu_11180_-	3	chr15:82664943-82665457	AP3B2	annotated	0.000161
clu_30829_+	9	chr20:58701158-58707123	NPEPL1	cryptic	0.000171
clu_25957_-	3	chr5:132765529-132777758	SEPT8	annotated	0.000178
clu_164119_-	3	chr21:5134120-5135089	CH507-9B2.5	annotated	0.000182
clu_7381_-	4	chr11:134251308-134252840	THYN1	cryptic	0.000185
clu_33021_-	9	chr16:67178504-67183262	KIAA0895L	cryptic	0.000185
clu_42499_-	4	chr9:65288015-65289658	CBWD4P	cryptic	0.000185
clu_149606_+	6	chr11:36610239-36648016	C11orf74	cryptic	0.00019
clu_113974_+	32	chr8:1375106-1376133	.	annotated	0.000193
clu_51919_-	3	chr2:135933990-135943378	DARS	cryptic	0.000194
clu_30303_+	9	chr20:36198041-36212272	EPB41L1	cryptic	0.000209
clu_162692_-	8	chr4:75603956-75625821	CDKL2	cryptic	0.000214
clu_146509_+	2	chr14:101762970-101786018	PPP2R5C	annotated	0.000216
clu_111644_+	22	chr4:65668430-65874115	EPHA5-AS1	cryptic	0.000216
clu_158938_-	4	chr7:44013679-44016434	POLR2J4	cryptic	0.000216
clu_114688_+	3	chr8:28162078-28189649	ELP3	annotated	0.000221
clu_133419_+	2	chr15:23309735-23310188	RP11-228M15.1	cryptic	0.000223
clu_57473_+	9	chr1:121850804-121919773	.	annotated	0.000229
clu_96193_-	8	chr18:63391076-63400048	VPS4B	cryptic	0.00023
clu_81617_?	3	chr15:40037018-40038282	SRP14	annotated	0.000239
clu_142603_-	5	chr6:39578159-39596054	KIF6	cryptic	0.000239
clu_134210_+	5	chr15:43185607-43189199	CCNDBP1	annotated	0.000244
clu_142165_-	15	chr6:25097201-25108576	CMAHP	cryptic	0.000256
clu_151217_+	3	chr11:86250448-86255222	EED	cryptic	0.000257
clu_82948_-	8	chr13:19423164-19432473	TPTE2	cryptic	0.000258
clu_96246_-	5	chr18:70176842-70188108	RTTN	cryptic	0.000258
clu_11109_-	12	chr15:79192102-79283649	ANKRD34C-AS1	cryptic	0.000271
clu_50194_-	13	chr2:58165874-58241218	FANCL	cryptic	0.000272
clu_132797_+	3	chr10:110130486-110133326	ADD3	annotated	0.000277
clu_112186_+	4	chr4:113311399-113317722	ANK2	cryptic	0.000282
clu_15790_-	7	chr8:132638107-132656830	LRRC6	cryptic	0.000283
clu_72254_+	8	chr5:66054951-66076316	ERBIN	cryptic	0.000285
clu_16270_-	42	chr8:144556552-144557771	.	annotated	0.000295
clu_53695_-	19	chr2:241090044-241102253	MTERF4	cryptic	0.000298
clu_41270_+	13	chr21:42893381-43004326	NDUFV3	cryptic	0.000308
clu_1269_-	5	chrX:103478212-103517374	RAB40A	cryptic	0.000308
clu_60582_+	3	chr1:236524061-236525968	LGALS8	annotated	0.000314
clu_108507_+	6	chr6:42879951-42883454	RPL7L1	cryptic	0.000321
clu_139059_+	3	chr2:101006071-101018998	RPL31	annotated	0.000332
clu_163809_-	8	chr4:167000463-167233985	SPOCK3	annotated	0.000338
clu_47692_+	5	chr12:123687035-123690533	TCTN2	cryptic	0.00034
clu_156452_+	7	chr17:45137988-45143443	ACBD4	cryptic	0.000346
clu_128986_-	3	chr1:160283109-160285055	PEX19	annotated	0.000353
clu_26433_-	3	chr5:150447735-150449703	RPS14	annotated	0.000355
clu_11027_-	5	chr15:76733384-76764961	SCAPER	cryptic	0.000362
clu_31001_+	18	chr20:62813200-62813561	.	annotated	0.000387
clu_161899_-	14	chr4:9214838-9271800	.	annotated	0.000387
clu_45274_+	7	chr12:28307749-28450161	CCDC91	cryptic	0.000413
clu_110504_+	3	chr6:167891029-167896878	AFDN	annotated	0.000428
clu_134144_+	2	chr15:42322020-42326298	GANC	cryptic	0.000435
clu_86276_+	3	chr3:100348881-100352404	NIT2	cryptic	0.000435
clu_141734_+	50	chr2:241572760-241573326	.	annotated	0.000446
clu_119757_-	3	chr12:132140907-132141275	DDX51	cryptic	0.000447
clu_126020_-	3	chr1:35716326-35718707	C1orf216	annotated	0.000448
clu_114163_+	3	chr8:10477283-10477761	LINCR-0001	cryptic	0.000467
clu_14259_-	3	chr8:19439931-19458426	CSGALNACT1	annotated	0.000467
clu_167708_+	4	chr16:83978552-83981030	NECAB2	cryptic	0.00047
clu_114016_+	22	chr8:1785281-1785732	.	annotated	0.000476
clu_75406_-	6	chr20:34105545-34190621	EIF2S2	cryptic	0.00049
clu_77426_-	6	chr14:67685165-67695630	RDH11	annotated	0.000504
clu_17229_+	8	chr18:62348248-62349812	TNFRSF11A	cryptic	0.000504
clu_161650_-	11	chr4:1096839-1113356	RNF212	cryptic	0.000504
clu_32431_-	4	chr16:29446922-29454016	RP11-345J4.5	annotated	0.000511
clu_62948_+	5	chrX:154399941-154400702	RPL10	cryptic	0.000513
clu_110740_+	2	chr4:1799800-1801367	FGFR3	cryptic	0.000517
clu_59283_+	2	chr1:173486401-173499322	PRDX6	cryptic	0.000522
clu_24056_-	12	chr5:682406-774751	.	annotated	0.000522
clu_149577_+	7	chr11:34915938-34947506	PDHX	cryptic	0.000533
clu_118234_-	5	chr12:63560662-63570758	DPY19L2	cryptic	0.000533
clu_120624_+	4	chr19:8257985-8261930	CERS4	cryptic	0.000533
clu_49093_-	8	chr2:6914255-6918402	RNF144A-AS1	cryptic	0.000558
clu_58444_+	2	chr1:153630662-153631698	S100A1	annotated	0.00056
clu_162255_-	4	chr4:36058143-36080216	ARAP2	cryptic	0.000571
clu_152163_+	5	chr11:132314703-132335046	NTM	annotated	0.000576
clu_137875_+	5	chr2:44704343-44707399	CAMKMT	cryptic	0.000582
clu_15521_-	3	chr8:108241913-108248613	EIF3E	annotated	0.000589
clu_60584_+	3	chr1:236542787-236543560	LGALS8	annotated	0.000648
clu_9725_-	4	chr15:34553956-34588391	GOLGA8B	annotated	0.00065
clu_133648_+	7	chr15:25184322-25249215	.	annotated	0.000659
clu_160376_-	11	chr7:102689048-102822040	FBXL13	cryptic	0.000673
clu_118895_-	7	chr12:109561104-109561780	MMAB	cryptic	0.000678
clu_3290_-	7	chr22:36233455-36239441	APOL2	cryptic	0.000699
clu_71353_+	24	chr5:14347039-14347397	.	annotated	0.000711
clu_14013_-	29	chr8:7255277-7324297	FAM66B	cryptic	0.00074
clu_129169_-	23	chr1:172370311-172456389	PIGC	cryptic	0.000741
clu_140409_+	11	chr2:189719813-189741342	ANKAR	cryptic	0.000741
clu_38496_?	3	chr2:97202230-97206063	ANKRD36	cryptic	0.000741
clu_142965_-	6	chr6:61546443-61652255	RP1-240B8.3	cryptic	0.000771
clu_60169_+	2	chr1:218307632-218330948	RRP15	cryptic	0.000785
clu_143417_-	3	chr6:96891391-96896744	NDUFAF4	annotated	0.000806
clu_21388_-	3	chr10:3147737-3149621	PITRM1	annotated	0.000814
clu_130300_-	6	chr1:234450566-234457667	TARBP1	cryptic	0.000822
clu_57042_+	5	chr1:109689325-109693206	GSTM1	annotated	0.000843
clu_15347_-	8	chr8:98222600-98252463	NIPAL2	cryptic	0.000865
clu_15360_-	8	chr8:99878265-99893639	COX6C	cryptic	0.000865
clu_15374_-	7	chr8:100288267-100312344	RNF19A	annotated	0.000866
clu_128302_-	3	chr1:148569427-148573230	NBPF14	annotated	0.000868
clu_158503_-	2	chr7:14478225-14574212	DGKB	cryptic	0.000868
clu_3790_-	28	chr22:45134797-45163667	NUP50-AS1	cryptic	0.000883
clu_55764_+	3	chr1:43438817-43438994	SZT2	cryptic	0.000899
clu_125790_-	10	chr1:31668855-31671615	COL16A1	cryptic	0.000913
clu_140440_+	3	chr2:190649360-190659158	NAB1	annotated	0.000948
clu_114758_+	4	chr8:32024848-32029379	NRG1-IT1	cryptic	0.000948
clu_122579_+	6	chr19:38619223-38624077	EIF3K	cryptic	0.000953
clu_162816_-	3	chr4:82355401-82356796	HNRNPD	annotated	0.000957
clu_159691_-	4	chr7:76610215-76618183	POMZP3	annotated	0.000963
clu_67381_+	16	chr22:26646959-26665531	MIAT	cryptic	0.000965
clu_141905_-	3	chr6:4133701-4135511	ECI2	annotated	0.000983
clu_87342_+	20	chr3:170423327-170708044	CLDN11	cryptic	0.00101
clu_165951_+	14	chr16:20900535-20920122	LYRM1	cryptic	0.00102
clu_33005_-	2	chr16:66826780-66830847	NAE1	annotated	0.00102
clu_127836_-	43	chr1:121946462-122211075	.	annotated	0.00103
clu_124042_+	2	chr19:56494342-56495048	ZNF667-AS1	cryptic	0.00103
clu_58551_+	3	chr1:155131634-155133730	EFNA1	annotated	0.00105
clu_55010_+	14	chr1:27872665-27885295	THEMIS2	cryptic	0.00106
clu_44393_+	9	chr12:862270-878215	WNK1	cryptic	0.00106
clu_22231_-	3	chr10:49922419-49932100	PARG	annotated	0.00114
clu_167293_+	11	chr16:68311099-68324683	PRMT7	cryptic	0.00114
clu_158873_-	10	chr7:38249572-38276259	TRGC1	cryptic	0.00114
clu_86589_+	6	chr3:122384299-122402764	FAM162A	cryptic	0.00115
clu_16934_+	5	chr18:36138426-36141137	ELP2	annotated	0.00118
clu_116574_-	16	chr12:6448737-6464894	CD27-AS1	cryptic	0.00121
clu_162747_-	4	chr4:76379404-76383662	CCDC158	cryptic	0.00121
clu_74818_-	10	chr20:2467758-2492699	ZNF343	cryptic	0.00127
clu_92411_-	4	chr17:69140748-69149033	ABCA10	cryptic	0.00129
clu_115811_+	6	chr8:104093643-104148607	RIMS2	cryptic	0.00129
clu_53844_+	5	chr1:1450758-1478644	ATAD3C	cryptic	0.00134
clu_67455_+	16	chr22:27331938-27379186	CTA-929C8.8	cryptic	0.00134
clu_63264_-	5	chr19:1880061-1881262	ABHD17A	cryptic	0.00136
clu_14850_-	4	chr8:51785240-51831444	PCMTD1	cryptic	0.00137
clu_23980_-	5	chr5:205958-218093	CCDC127	cryptic	0.00138
clu_145172_+	3	chr14:49725769-49729490	KLHDC1	cryptic	0.00139
clu_155325_+	6	chr17:20391768-20400521	CCDC144CP	cryptic	0.0014
clu_167710_+	2	chr16:83994402-83994609	NECAB2	cryptic	0.00142
clu_144359_-	3	chr6:158146913-158150453	SERAC1	cryptic	0.00149
clu_115908_+	2	chr8:119419345-119422840	NOV	cryptic	0.00149
clu_50847_-	2	chr2:92205871-92599630	.	annotated	0.00153
clu_77351_-	2	chr14:63539689-63542779	PPP2R5E	cryptic	0.00159
clu_20951_-	3	chr3:195308837-195320701	ACAP2	annotated	0.00159
clu_57323_+	10	chr1:120439690-120452332	NBPF8	cryptic	0.0016
clu_132108_+	2	chr10:84139577-84141462	GHITM	cryptic	0.0016
clu_9433_-	2	chr15:20431235-20435849	HERC2P3	cryptic	0.0016
clu_61967_+	3	chrX:72196904-72298982	PIN4	annotated	0.00163
clu_22301_-	3	chr10:60080618-60082615	ANK3	annotated	0.00164
clu_49017_-	3	chr2:3354633-3377648	TSSC1	cryptic	0.00166
clu_99380_?	2	chr17:19064042-19190151	.	annotated	0.00167
clu_127744_-	2	chr1:120518646-120519218	CH17-472G23.4	cryptic	0.00169
clu_120969_+	3	chr19:12939235-12940053	CALR	annotated	0.00169
clu_21996_-	5	chr10:34360259-34377967	PARD3	cryptic	0.0017
clu_123908_+	5	chr19:54449306-54452093	LENG8	annotated	0.0017
clu_26241_-	9	chr5:142614161-142697913	FGF1	cryptic	0.0017
clu_6249_-	5	chr11:77392538-77473552	PAK1	annotated	0.00171
clu_135476_+	4	chr15:85198841-85201817	CSPG4P12	cryptic	0.00171
clu_134803_+	3	chr15:64409828-64418541	TRIP4	annotated	0.00176
clu_134740_+	5	chr15:62717689-62724976	TLN2	cryptic	0.00181
clu_3002_-	3	chr22:29339133-29340656	AP1B1	annotated	0.00181
clu_147054_-	84	chrY:20059342-20350659	.	annotated	0.00185
clu_59899_+	7	chr1:204828782-204944226	NFASC	cryptic	0.00187
clu_23988_-	4	chr5:678064-693278	TPPP	cryptic	0.00187
clu_126606_-	2	chr1:52461769-52465070	ZCCHC11	annotated	0.00188
clu_82934_-	2	chr13:19759418-19772242	PSPC1	cryptic	0.00189
clu_58366_+	5	chr1:151288406-151289378	ZNF687	cryptic	0.00191
clu_145869_+	3	chr14:75438121-75461430	JDP2	cryptic	0.00191
clu_334_-	8	chrX:20044500-20056680	MAP7D2	cryptic	0.00191
clu_160310_-	4	chr7:102569924-102584218	POLR2J3	annotated	0.00193
clu_112187_+	3	chr4:113318620-113330246	ANK2	annotated	0.00194
clu_167876_+	3	chr16:88087517-88089647	RP11-863P13.6	cryptic	0.00197
clu_91111_-	4	chr17:39177535-39183713	CACNB1	cryptic	0.00199
clu_22748_-	3	chr10:73837511-73842169	CAMK2G	annotated	0.002
clu_9544_-	2	chr15:28257153-28260777	HERC2	cryptic	0.002
clu_80395_+	7	chr9:128429036-128435653	CERCAM	cryptic	0.00207
clu_92062_-	4	chr17:59987604-59995953	DHX40P1	annotated	0.00208
clu_43171_-	3	chr9:104827169-104828916	ABCA1	cryptic	0.00209
clu_9446_-	4	chr15:20457699-20458233	HERC2P3	cryptic	0.0021
clu_20365_-	2	chr3:155802591-155806139	C3orf33	annotated	0.0021
clu_58214_+	5	chr1:150276632-150280835	C1orf54	cryptic	0.00212
clu_118268_-	2	chr12:66129113-66138051	LLPH	cryptic	0.00213
clu_159079_-	2	chr7:45913641-45914805	IGFBP3	cryptic	0.00215
clu_146265_+	2	chr14:94114880-94115790	IFI27	annotated	0.0022
clu_20076_-	7	chr3:134482931-134486609	ANAPC13	cryptic	0.00221
clu_18688_-	18	chr3:51961270-51967326	PCBP4	cryptic	0.00224
clu_24603_-	3	chr5:37292985-37298868	NUP155	cryptic	0.00224
clu_525_-	2	chrX:46544611-46545371	ZNF674	cryptic	0.00224
clu_124462_-	9	chr1:1419549-1421133	ANKRD65	cryptic	0.00229
clu_42645_-	4	chr9:75069102-75069895	NMRK1	cryptic	0.00229
clu_128905_-	6	chr1:156596131-156598227	GPATCH4	cryptic	0.0023
clu_155593_+	3	chr17:31201485-31206240	NF1	cryptic	0.00231
clu_127494_-	8	chr1:111120693-111131424	DRAM2	cryptic	0.00233
clu_129188_-	4	chr1:173864704-173865510	GAS5	annotated	0.00241
clu_152132_+	3	chr11:130122513-130126700	APLP2	annotated	0.00243
clu_25840_-	3	chr5:126593404-126595007	ALDH7A1	annotated	0.00247
clu_31922_-	3	chr16:15106320-15110414	NPIPP1	cryptic	0.00249
clu_145373_+	2	chr14:58453473-58456702	KIAA0586	cryptic	0.00256
clu_117912_-	5	chr12:56214070-56221903	RNF41	annotated	0.00269
clu_97744_?	3	chr12:79285971-79292017	SYT1	cryptic	0.00269
clu_122424_+	9	chr19:36917648-36936746	ZNF568	cryptic	0.00269
clu_176769_+	7	chr7:76551522-76689128	AC004980.7	cryptic	0.00269
clu_43669_-	16	chr9:127896332-127912268	ST6GALNAC6	cryptic	0.00269
clu_115377_+	3	chr8:74361978-74362939	GDAP1	cryptic	0.0027
clu_132579_+	2	chr10:101037431-101038643	SFXN3	annotated	0.00271
clu_49787_-	5	chr2:39299801-39309461	MAP4K3	annotated	0.00273
clu_143819_-	3	chr6:121223352-121239070	TBC1D32	annotated	0.00275
clu_111932_+	11	chr4:88316807-88385499	HERC6	cryptic	0.00279
clu_58426_+	9	chr1:152303746-152311526	.	annotated	0.00289
clu_66875_-	6	chr19:58090386-58098174	ZSCAN18	cryptic	0.00292
clu_59257_+	3	chr1:171568339-171571320	PRRC2C	cryptic	0.00293
clu_60297_+	9	chr1:224434862-224566199	CNIH3	cryptic	0.00293
clu_116677_-	16	chr12:7406593-7433374	CD163L1	cryptic	0.00293
clu_2799_-	3	chr22:21476160-21477790	PI4KAP2	annotated	0.00293
clu_15114_-	3	chr8:73830472-73878808	UBE2W	annotated	0.00293
clu_43950_-	2	chr9:133352142-133352446	SURF1	cryptic	0.00293
clu_61121_+	6	chrX:15790536-15790934	ZRSR2	cryptic	0.00296
clu_3138_-	4	chr22:31270290-31289499	PIK3IP1	cryptic	0.00299
clu_178397_+	5	chr7:151134568-151141898	AGAP3	annotated	0.003
clu_151261_+	3	chr11:90168992-90173824	NAALAD2	cryptic	0.00301
clu_140128_+	2	chr2:170844157-170845506	GAD1	annotated	0.00301
clu_160023_-	5	chr7:98856183-98869777	TMEM130	annotated	0.00305
clu_89736_-	6	chr17:3691794-3705426	P2RX5	cryptic	0.00306
clu_133433_+	3	chr15:24920124-24962114	SNRPN	cryptic	0.00307
clu_82935_-	3	chr13:19772543-19824920	PSPC1	cryptic	0.00318
clu_91021_-	5	chr17:37628672-37632113	DDX52	cryptic	0.00319
clu_138696_+	3	chr2:86957936-86963029	RGPD1	cryptic	0.00321
clu_142968_-	2	chr6:61681060-61697195	KHDRBS2	cryptic	0.00323
clu_178419_+	5	chr7:151995341-152007827	GALNTL5	cryptic	0.00328
clu_10059_-	5	chr15:43874253-43883703	FRMD5	cryptic	0.00329
clu_45856_+	2	chr12:53503808-53504400	TARBP2	cryptic	0.00335
clu_96222_-	9	chr18:70004168-70017407	RTTN	cryptic	0.00335
clu_9552_-	4	chr15:28214272-28214655	HERC2	cryptic	0.00336
clu_141690_+	10	chr2:241071878-241081677	SNED1	cryptic	0.00336
clu_42663_-	4	chr9:76846678-76854104	PRUNE2	cryptic	0.00336
clu_146055_+	7	chr14:88396203-88416711	SPATA7	cryptic	0.00339
clu_18093_-	4	chr3:41935940-41938098	ULK4	annotated	0.0034
clu_54680_+	3	chr1:19655200-19656866	NBL1	cryptic	0.00341
clu_107502_+	8	chr6:5261358-5368550	FARS2	cryptic	0.00342
clu_108538_+	2	chr6:43010569-43010664	PPP2R5D	annotated	0.00342
clu_90069_-	2	chr17:7626614-7626753	SAT2	annotated	0.00343
clu_126281_-	2	chr1:42227966-42265115	FOXJ3	cryptic	0.00344
clu_73800_+	2	chr5:141930274-141933259	KIAA0141	annotated	0.00344
clu_51375_-	12	chr2:100415111-100423593	CHST10	cryptic	0.00345
clu_84808_+	8	chr3:28576496-28865224	RBMS3	cryptic	0.00345
clu_14250_-	7	chr8:18801382-18804522	PSD3	cryptic	0.00345
clu_121135_+	6	chr19:16736750-16749139	NWD1	cryptic	0.00353
clu_143823_-	3	chr6:121304833-121310779	TBC1D32	cryptic	0.00353
clu_92743_-	2	chr17:76313016-76313821	PRPSAP1	annotated	0.00355
clu_66463_-	3	chr19:51968673-52002155	ZNF615	cryptic	0.00362
