region	dataset	gene_id	direction	method	external_gene_name
Caudate	PSY_SZ	ENSG00000197238	Decreased in AA	TWAS	H4C11
Dentate Gyrus	PSY_SZ	ENSG00000197238	Decreased in AA	TWAS	H4C11
Hippocampus	PSY_SZ	ENSG00000197238	Decreased in AA	TWAS	H4C11
Caudate	PSY_SZ	ENSG00000188266	All	TWAS	HYKK
Hippocampus	PSY_SZ	ENSG00000188266	All	TWAS	HYKK
Caudate	PSY_SZ	ENSG00000188266	Increased in AA	TWAS	HYKK
Hippocampus	PSY_SZ	ENSG00000188266	Increased in AA	TWAS	HYKK
Caudate	PSY_BD	ENSG00000223572	All	TWAS	CKMT1A
Dentate Gyrus	PSY_BD	ENSG00000223572	All	TWAS	CKMT1A
Caudate	PSY_BD	ENSG00000223572	Increased in AA	TWAS	CKMT1A
Dentate Gyrus	PSY_BD	ENSG00000223572	Increased in AA	TWAS	CKMT1A
Dentate Gyrus	BS_Caudate_SZ	ENSG00000262074	All	TWAS	SNORD3B-2
Dentate Gyrus	PSY_SZ	ENSG00000262074	All	TWAS	SNORD3B-2
Hippocampus	BS_Caudate_SZ	ENSG00000262074	All	TWAS	SNORD3B-2
Hippocampus	PSY_SZ	ENSG00000262074	All	TWAS	SNORD3B-2
Dentate Gyrus	BS_Caudate_SZ	ENSG00000262074	Decreased in AA	TWAS	SNORD3B-2
Dentate Gyrus	PSY_SZ	ENSG00000262074	Decreased in AA	TWAS	SNORD3B-2
Hippocampus	BS_Caudate_SZ	ENSG00000262074	Decreased in AA	TWAS	SNORD3B-2
Hippocampus	PSY_SZ	ENSG00000262074	Decreased in AA	TWAS	SNORD3B-2
Dentate Gyrus	BS_Caudate_SZ	ENSG00000238083	All	TWAS	LRRC37A2
Dentate Gyrus	PSY_SZ	ENSG00000238083	All	TWAS	LRRC37A2
Hippocampus	BS_Caudate_SZ	ENSG00000238083	All	TWAS	LRRC37A2
Hippocampus	PSY_SZ	ENSG00000238083	All	TWAS	LRRC37A2
Dentate Gyrus	BS_Caudate_SZ	ENSG00000238083	Decreased in AA	TWAS	LRRC37A2
Dentate Gyrus	PSY_SZ	ENSG00000238083	Decreased in AA	TWAS	LRRC37A2
Hippocampus	BS_Caudate_SZ	ENSG00000238083	Decreased in AA	TWAS	LRRC37A2
Hippocampus	PSY_SZ	ENSG00000238083	Decreased in AA	TWAS	LRRC37A2
Dentate Gyrus	BS_Caudate_SZ	ENSG00000230074	All	TWAS	
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000230074	All	TWAS	
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000230074	All	TWAS	
DLPFC	BS_Caudate_SZ	ENSG00000230074	All	TWAS	
DLPFC	BS_DLPFC_SZ	ENSG00000230074	All	TWAS	
DLPFC	BS_Hippocampus_SZ	ENSG00000230074	All	TWAS	
Hippocampus	BS_Caudate_SZ	ENSG00000230074	All	TWAS	
Hippocampus	BS_DLPFC_SZ	ENSG00000230074	All	TWAS	
Hippocampus	BS_Hippocampus_SZ	ENSG00000230074	All	TWAS	
Dentate Gyrus	BS_Caudate_SZ	ENSG00000230074	Decreased in AA	TWAS	
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000230074	Decreased in AA	TWAS	
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000230074	Decreased in AA	TWAS	
DLPFC	BS_Caudate_SZ	ENSG00000230074	Increased in AA	TWAS	
DLPFC	BS_DLPFC_SZ	ENSG00000230074	Increased in AA	TWAS	
DLPFC	BS_Hippocampus_SZ	ENSG00000230074	Increased in AA	TWAS	
Hippocampus	BS_Caudate_SZ	ENSG00000230074	Increased in AA	TWAS	
Hippocampus	BS_DLPFC_SZ	ENSG00000230074	Increased in AA	TWAS	
Hippocampus	BS_Hippocampus_SZ	ENSG00000230074	Increased in AA	TWAS	
Dentate Gyrus	BS_Caudate_SZ	ENSG00000188779	All	TWAS	SKOR1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000188779	Increased in AA	TWAS	SKOR1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000178538	All	TWAS	CA8
DLPFC	BS_Caudate_SZ	ENSG00000178538	All	TWAS	CA8
Dentate Gyrus	BS_Caudate_SZ	ENSG00000178538	Increased in AA	TWAS	CA8
DLPFC	BS_Caudate_SZ	ENSG00000178538	Increased in AA	TWAS	CA8
Dentate Gyrus	BS_Caudate_SZ	ENSG00000110492	All	TWAS	MDK
Dentate Gyrus	PSY_SZ	ENSG00000110492	All	TWAS	MDK
Dentate Gyrus	BS_Caudate_SZ	ENSG00000110492	Decreased in AA	TWAS	MDK
Dentate Gyrus	PSY_SZ	ENSG00000110492	Decreased in AA	TWAS	MDK
Dentate Gyrus	BS_Caudate_SZ	ENSG00000183066	All	TWAS	WBP2NL
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000183066	All	TWAS	WBP2NL
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000183066	All	TWAS	WBP2NL
Dentate Gyrus	BS_Caudate_SZ	ENSG00000183066	Decreased in AA	TWAS	WBP2NL
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000183066	Decreased in AA	TWAS	WBP2NL
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000183066	Decreased in AA	TWAS	WBP2NL
Dentate Gyrus	BS_Caudate_SZ	ENSG00000148600	All	TWAS	CDHR1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000148600	Decreased in AA	TWAS	CDHR1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000275120	All	TWAS	
Dentate Gyrus	BS_Caudate_SZ	ENSG00000275120	Increased in AA	TWAS	
Dentate Gyrus	BS_Caudate_SZ	ENSG00000226314	All	TWAS	ZKSCAN8P1
Dentate Gyrus	PSY_SZ	ENSG00000226314	All	TWAS	ZKSCAN8P1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000226314	Decreased in AA	TWAS	ZKSCAN8P1
Dentate Gyrus	PSY_SZ	ENSG00000226314	Decreased in AA	TWAS	ZKSCAN8P1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000172687	All	TWAS	ZNF738
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000172687	All	TWAS	ZNF738
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000172687	All	TWAS	ZNF738
Dentate Gyrus	BS_Caudate_SZ	ENSG00000172687	Decreased in AA	TWAS	ZNF738
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000172687	Decreased in AA	TWAS	ZNF738
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000172687	Decreased in AA	TWAS	ZNF738
Dentate Gyrus	BS_Caudate_SZ	ENSG00000117245	All	TWAS	KIF17
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000117245	All	TWAS	KIF17
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000117245	All	TWAS	KIF17
DLPFC	BS_Caudate_SZ	ENSG00000117245	All	TWAS	KIF17
DLPFC	BS_DLPFC_SZ	ENSG00000117245	All	TWAS	KIF17
DLPFC	BS_Hippocampus_SZ	ENSG00000117245	All	TWAS	KIF17
Dentate Gyrus	BS_Caudate_SZ	ENSG00000117245	Decreased in AA	TWAS	KIF17
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000117245	Decreased in AA	TWAS	KIF17
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000117245	Decreased in AA	TWAS	KIF17
DLPFC	BS_Caudate_SZ	ENSG00000117245	Decreased in AA	TWAS	KIF17
DLPFC	BS_DLPFC_SZ	ENSG00000117245	Decreased in AA	TWAS	KIF17
DLPFC	BS_Hippocampus_SZ	ENSG00000117245	Decreased in AA	TWAS	KIF17
Dentate Gyrus	BS_Caudate_SZ	ENSG00000227888	All	TWAS	FAM66A
Dentate Gyrus	BS_Caudate_SZ	ENSG00000227888	Decreased in AA	TWAS	FAM66A
Dentate Gyrus	BS_Caudate_SZ	ENSG00000112343	All	TWAS	TRIM38
DLPFC	BS_Caudate_SZ	ENSG00000112343	All	TWAS	TRIM38
Hippocampus	BS_Caudate_SZ	ENSG00000112343	All	TWAS	TRIM38
Dentate Gyrus	BS_Caudate_SZ	ENSG00000112343	Decreased in AA	TWAS	TRIM38
DLPFC	BS_Caudate_SZ	ENSG00000112343	Decreased in AA	TWAS	TRIM38
Hippocampus	BS_Caudate_SZ	ENSG00000112343	Decreased in AA	TWAS	TRIM38
Dentate Gyrus	BS_Caudate_SZ	ENSG00000224924	All	TWAS	LINC00320
Dentate Gyrus	BS_Caudate_SZ	ENSG00000224924	Decreased in AA	TWAS	LINC00320
Dentate Gyrus	BS_Caudate_SZ	ENSG00000224086	All	TWAS	PPM1F-AS1
Hippocampus	BS_Caudate_SZ	ENSG00000224086	All	TWAS	PPM1F-AS1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000224086	Decreased in AA	TWAS	PPM1F-AS1
Hippocampus	BS_Caudate_SZ	ENSG00000224086	Decreased in AA	TWAS	PPM1F-AS1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000203499	All	TWAS	IQANK1
DLPFC	BS_Caudate_SZ	ENSG00000203499	All	TWAS	IQANK1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000203499	Decreased in AA	TWAS	IQANK1
DLPFC	BS_Caudate_SZ	ENSG00000203499	Decreased in AA	TWAS	IQANK1
Dentate Gyrus	BS_Caudate_SZ	ENSG00000272009	All	TWAS	
Dentate Gyrus	PSY_SZ	ENSG00000272009	All	TWAS	
Dentate Gyrus	BS_Caudate_SZ	ENSG00000272009	Decreased in AA	TWAS	
Dentate Gyrus	PSY_SZ	ENSG00000272009	Decreased in AA	TWAS	
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000087077	All	TWAS	TRIP6
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000087077	Increased in AA	TWAS	TRIP6
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000164241	All	TWAS	C5orf63
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000164241	All	TWAS	C5orf63
DLPFC	BS_DLPFC_SZ	ENSG00000164241	All	TWAS	C5orf63
DLPFC	BS_Hippocampus_SZ	ENSG00000164241	All	TWAS	C5orf63
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000164241	Increased in AA	TWAS	C5orf63
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000164241	Increased in AA	TWAS	C5orf63
DLPFC	BS_DLPFC_SZ	ENSG00000164241	Increased in AA	TWAS	C5orf63
DLPFC	BS_Hippocampus_SZ	ENSG00000164241	Increased in AA	TWAS	C5orf63
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000159199	All	TWAS	ATP5MC1
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000159199	Increased in AA	TWAS	ATP5MC1
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000206417	All	TWAS	H1-10-AS1
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000206417	Decreased in AA	TWAS	H1-10-AS1
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000168268	All	TWAS	NT5DC2
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000168268	Increased in AA	TWAS	NT5DC2
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000122483	All	TWAS	CCDC18
Hippocampus	BS_Hippocampus_SZ	ENSG00000122483	All	TWAS	CCDC18
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000122483	Decreased in AA	TWAS	CCDC18
Hippocampus	BS_Hippocampus_SZ	ENSG00000122483	Decreased in AA	TWAS	CCDC18
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000248489	All	TWAS	CHD1-DT
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000248489	Increased in AA	TWAS	CHD1-DT
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000254995	All	TWAS	STX16-NPEPL1
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000254995	Decreased in AA	TWAS	STX16-NPEPL1
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000239498	All	TWAS	
DLPFC	BS_Hippocampus_SZ	ENSG00000239498	All	TWAS	
Hippocampus	BS_Hippocampus_SZ	ENSG00000239498	All	TWAS	
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000239498	Decreased in AA	TWAS	
DLPFC	BS_Hippocampus_SZ	ENSG00000239498	Decreased in AA	TWAS	
Hippocampus	BS_Hippocampus_SZ	ENSG00000239498	Decreased in AA	TWAS	
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000125775	All	TWAS	SDCBP2
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000125775	Increased in AA	TWAS	SDCBP2
Dentate Gyrus	PSY_SZ	ENSG00000240291	All	TWAS	
DLPFC	PSY_SZ	ENSG00000240291	All	TWAS	
Hippocampus	PSY_SZ	ENSG00000240291	All	TWAS	
Dentate Gyrus	PSY_SZ	ENSG00000240291	Decreased in AA	TWAS	
Hippocampus	PSY_SZ	ENSG00000240291	Decreased in AA	TWAS	
DLPFC	PSY_SZ	ENSG00000240291	Increased in AA	TWAS	
Dentate Gyrus	PSY_SZ	ENSG00000196812	All	TWAS	ZSCAN16
Dentate Gyrus	PSY_SZ	ENSG00000196812	Decreased in AA	TWAS	ZSCAN16
Dentate Gyrus	PSY_SZ	ENSG00000010327	All	TWAS	STAB1
Hippocampus	PSY_SZ	ENSG00000010327	All	TWAS	STAB1
Dentate Gyrus	PSY_SZ	ENSG00000010327	Decreased in AA	TWAS	STAB1
Hippocampus	PSY_SZ	ENSG00000010327	Decreased in AA	TWAS	STAB1
DLPFC	BS_Caudate_SZ	ENSG00000145982	All	TWAS	FARS2
DLPFC	BS_Caudate_SZ	ENSG00000145982	Increased in AA	TWAS	FARS2
DLPFC	BS_Caudate_SZ	ENSG00000142609	All	TWAS	CFAP74
Hippocampus	BS_Caudate_SZ	ENSG00000142609	All	TWAS	CFAP74
DLPFC	BS_Caudate_SZ	ENSG00000142609	Decreased in AA	TWAS	CFAP74
Hippocampus	BS_Caudate_SZ	ENSG00000142609	Increased in AA	TWAS	CFAP74
DLPFC	BS_Caudate_SZ	ENSG00000197978	All	TWAS	GOLGA6L9
DLPFC	BS_Hippocampus_SZ	ENSG00000197978	All	TWAS	GOLGA6L9
Hippocampus	BS_Caudate_SZ	ENSG00000197978	All	TWAS	GOLGA6L9
Hippocampus	BS_Hippocampus_SZ	ENSG00000197978	All	TWAS	GOLGA6L9
DLPFC	BS_Caudate_SZ	ENSG00000197978	Decreased in AA	TWAS	GOLGA6L9
DLPFC	BS_Hippocampus_SZ	ENSG00000197978	Decreased in AA	TWAS	GOLGA6L9
Hippocampus	BS_Caudate_SZ	ENSG00000197978	Decreased in AA	TWAS	GOLGA6L9
Hippocampus	BS_Hippocampus_SZ	ENSG00000197978	Decreased in AA	TWAS	GOLGA6L9
DLPFC	BS_Caudate_SZ	ENSG00000205702	All	TWAS	CYP2D7
DLPFC	PSY_SZ	ENSG00000205702	All	TWAS	CYP2D7
DLPFC	BS_Caudate_SZ	ENSG00000205702	Decreased in AA	TWAS	CYP2D7
DLPFC	PSY_SZ	ENSG00000205702	Decreased in AA	TWAS	CYP2D7
DLPFC	BS_Caudate_SZ	ENSG00000151773	All	TWAS	CCDC122
Hippocampus	BS_Caudate_SZ	ENSG00000151773	All	TWAS	CCDC122
DLPFC	BS_Caudate_SZ	ENSG00000151773	Decreased in AA	TWAS	CCDC122
Hippocampus	BS_Caudate_SZ	ENSG00000151773	Decreased in AA	TWAS	CCDC122
DLPFC	BS_Caudate_SZ	ENSG00000226721	All	TWAS	EEF1DP2
Hippocampus	BS_Caudate_SZ	ENSG00000226721	All	TWAS	EEF1DP2
DLPFC	BS_Caudate_SZ	ENSG00000226721	Decreased in AA	TWAS	EEF1DP2
Hippocampus	BS_Caudate_SZ	ENSG00000226721	Decreased in AA	TWAS	EEF1DP2
DLPFC	BS_Caudate_SZ	ENSG00000137310	All	TWAS	TCF19
DLPFC	BS_Caudate_SZ	ENSG00000137310	Increased in AA	TWAS	TCF19
DLPFC	BS_Caudate_SZ	ENSG00000269940	All	TWAS	
DLPFC	BS_Caudate_SZ	ENSG00000269940	Decreased in AA	TWAS	
DLPFC	BS_Caudate_SZ	ENSG00000170458	All	TWAS	CD14
Hippocampus	BS_Caudate_SZ	ENSG00000170458	All	TWAS	CD14
DLPFC	BS_Caudate_SZ	ENSG00000170458	Decreased in AA	TWAS	CD14
Hippocampus	BS_Caudate_SZ	ENSG00000170458	Decreased in AA	TWAS	CD14
DLPFC	BS_Caudate_SZ	ENSG00000163016	All	TWAS	ALMS1P1
DLPFC	BS_DLPFC_SZ	ENSG00000163016	All	TWAS	ALMS1P1
DLPFC	BS_Hippocampus_SZ	ENSG00000163016	All	TWAS	ALMS1P1
DLPFC	PSY_SZ	ENSG00000163016	All	TWAS	ALMS1P1
Hippocampus	BS_Caudate_SZ	ENSG00000163016	All	TWAS	ALMS1P1
Hippocampus	BS_DLPFC_SZ	ENSG00000163016	All	TWAS	ALMS1P1
Hippocampus	BS_Hippocampus_SZ	ENSG00000163016	All	TWAS	ALMS1P1
Hippocampus	PSY_SZ	ENSG00000163016	All	TWAS	ALMS1P1
DLPFC	BS_Caudate_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
DLPFC	BS_DLPFC_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
DLPFC	BS_Hippocampus_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
DLPFC	PSY_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
Hippocampus	BS_Caudate_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
Hippocampus	BS_DLPFC_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
Hippocampus	BS_Hippocampus_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
Hippocampus	PSY_SZ	ENSG00000163016	Increased in AA	TWAS	ALMS1P1
DLPFC	BS_Caudate_SZ	ENSG00000231389	All	TWAS	HLA-DPA1
DLPFC	PSY_SZ	ENSG00000231389	All	TWAS	HLA-DPA1
Hippocampus	BS_Caudate_SZ	ENSG00000231389	All	TWAS	HLA-DPA1
Hippocampus	PSY_SZ	ENSG00000231389	All	TWAS	HLA-DPA1
DLPFC	BS_Caudate_SZ	ENSG00000231389	Decreased in AA	TWAS	HLA-DPA1
DLPFC	PSY_SZ	ENSG00000231389	Decreased in AA	TWAS	HLA-DPA1
Hippocampus	BS_Caudate_SZ	ENSG00000231389	Decreased in AA	TWAS	HLA-DPA1
Hippocampus	PSY_SZ	ENSG00000231389	Decreased in AA	TWAS	HLA-DPA1
DLPFC	BS_Caudate_SZ	ENSG00000259404	All	TWAS	EFL1P1
DLPFC	PSY_SZ	ENSG00000259404	All	TWAS	EFL1P1
DLPFC	BS_Caudate_SZ	ENSG00000259404	Decreased in AA	TWAS	EFL1P1
DLPFC	PSY_SZ	ENSG00000259404	Decreased in AA	TWAS	EFL1P1
DLPFC	BS_DLPFC_SZ	ENSG00000143603	All	TWAS	KCNN3
DLPFC	BS_DLPFC_SZ	ENSG00000143603	Increased in AA	TWAS	KCNN3
DLPFC	BS_DLPFC_SZ	ENSG00000140839	All	TWAS	CLEC18B
DLPFC	BS_Hippocampus_SZ	ENSG00000140839	All	TWAS	CLEC18B
DLPFC	PSY_SZ	ENSG00000140839	All	TWAS	CLEC18B
DLPFC	BS_DLPFC_SZ	ENSG00000140839	Increased in AA	TWAS	CLEC18B
DLPFC	BS_Hippocampus_SZ	ENSG00000140839	Increased in AA	TWAS	CLEC18B
DLPFC	PSY_SZ	ENSG00000140839	Increased in AA	TWAS	CLEC18B
DLPFC	BS_DLPFC_SZ	ENSG00000169203	All	TWAS	NPIPB12
DLPFC	PSY_SZ	ENSG00000169203	All	TWAS	NPIPB12
DLPFC	BS_DLPFC_SZ	ENSG00000169203	Increased in AA	TWAS	NPIPB12
DLPFC	PSY_SZ	ENSG00000169203	Increased in AA	TWAS	NPIPB12
DLPFC	BS_DLPFC_SZ	ENSG00000109944	All	TWAS	JHY
DLPFC	BS_DLPFC_SZ	ENSG00000109944	Decreased in AA	TWAS	JHY
DLPFC	PSY_SZ	ENSG00000237950	All	TWAS	LINC02918
Hippocampus	PSY_SZ	ENSG00000237950	All	TWAS	LINC02918
Hippocampus	PSY_SZ	ENSG00000237950	Decreased in AA	TWAS	LINC02918
DLPFC	PSY_SZ	ENSG00000237950	Increased in AA	TWAS	LINC02918
Hippocampus	BS_Caudate_SZ	ENSG00000273802	All	TWAS	H2BC8
Hippocampus	BS_Caudate_SZ	ENSG00000273802	Increased in AA	TWAS	H2BC8
Hippocampus	BS_Caudate_SZ	ENSG00000027001	All	TWAS	MIPEP
Hippocampus	BS_Caudate_SZ	ENSG00000027001	Decreased in AA	TWAS	MIPEP
Hippocampus	BS_Caudate_SZ	ENSG00000162753	All	TWAS	SLC9C2
Hippocampus	BS_DLPFC_SZ	ENSG00000162753	All	TWAS	SLC9C2
Hippocampus	BS_Hippocampus_SZ	ENSG00000162753	All	TWAS	SLC9C2
Hippocampus	PSY_SZ	ENSG00000162753	All	TWAS	SLC9C2
Hippocampus	BS_Caudate_SZ	ENSG00000162753	Decreased in AA	TWAS	SLC9C2
Hippocampus	BS_DLPFC_SZ	ENSG00000162753	Decreased in AA	TWAS	SLC9C2
Hippocampus	BS_Hippocampus_SZ	ENSG00000162753	Decreased in AA	TWAS	SLC9C2
Hippocampus	PSY_SZ	ENSG00000162753	Decreased in AA	TWAS	SLC9C2
Hippocampus	BS_Caudate_SZ	ENSG00000180113	All	TWAS	TDRD6
Hippocampus	BS_Caudate_SZ	ENSG00000180113	Increased in AA	TWAS	TDRD6
Hippocampus	BS_Caudate_SZ	ENSG00000223774	All	TWAS	
Hippocampus	BS_Caudate_SZ	ENSG00000223774	Decreased in AA	TWAS	
Hippocampus	BS_DLPFC_SZ	ENSG00000107099	All	TWAS	DOCK8
Hippocampus	BS_DLPFC_SZ	ENSG00000107099	Decreased in AA	TWAS	DOCK8
Hippocampus	BS_Hippocampus_SZ	ENSG00000267053	All	TWAS	
Hippocampus	BS_Hippocampus_SZ	ENSG00000267053	Decreased in AA	TWAS	
Hippocampus	PSY_SZ	ENSG00000168237	All	TWAS	GLYCTK
Hippocampus	PSY_SZ	ENSG00000168237	Decreased in AA	TWAS	GLYCTK
Hippocampus	PSY_SZ	ENSG00000269958	All	TWAS	
Hippocampus	PSY_SZ	ENSG00000269958	Decreased in AA	TWAS	
Hippocampus	PSY_SZ	ENSG00000254634	All	TWAS	SMG1P6
Hippocampus	PSY_SZ	ENSG00000254634	Increased in AA	TWAS	SMG1P6
