clusterID	N	coord	gene	annotation	FDR
clu_34342_+	9	chr13:31222991-31229185	B3GLCT	cryptic	1.53e-05
clu_73195_-	3	chr14:87939981-87941506	GALC	cryptic	1.73e-05
clu_79603_+	4	chr3:15218540-15220786	CAPN7	cryptic	1.8e-05
clu_102346_+	4	chr6:89149413-89153043	PM20D2	cryptic	2.03e-05
clu_30445_-	3	chr16:15104408-15104548	.	annotated	2.13e-05
clu_4312_-	16	chr11:10634071-10693820	MRVI1	cryptic	2.17e-05
clu_165081_+	22	chr7:77005775-77241691	DTX2P1-UPK3BP1-PMS2P11	cryptic	2.2e-05
clu_102190_+	4	chr6:75908627-75914063	MYO6	cryptic	2.3e-05
clu_16009_+	2	chr18:56696462-56717964	WDR7	cryptic	2.41e-05
clu_55673_+	4	chr1:165631293-165649841	MGST3	annotated	2.54e-05
clu_16722_-	2	chr3:27352919-27369225	NEK10	cryptic	2.55e-05
clu_58367_+	4	chrX:72181828-72186461	PIN4	cryptic	2.6e-05
clu_32054_-	21	chr16:80976179-81006734	CMC2	cryptic	2.69e-05
clu_62996_-	7	chr19:58090386-58098174	ZSCAN18	cryptic	2.71e-05
clu_126251_+	3	chr15:64409828-64418541	TRIP4	annotated	2.75e-05
clu_40513_-	3	chr9:83978452-83980503	HNRNPK	cryptic	3.03e-05
clu_41559_-	4	chr9:129833709-129835144	C9orf78	cryptic	3.06e-05
clu_125327_+	2	chr15:30477942-30479024	CTD-3092A11.1	cryptic	3.35e-05
clu_122000_-	11	chr1:232515608-232630430	SIPA1L2	cryptic	3.45e-05
clu_128323_+	8	chr2:5932921-5969149	LINC01105	cryptic	3.64e-05
clu_68584_+	10	chr5:83258677-83398224	XRCC4	cryptic	3.69e-05
clu_151729_-	16	chr4:9214838-9271800	.	annotated	3.71e-05
clu_14399_-	5	chr8:100288267-100309867	RNF19A	annotated	3.77e-05
clu_40983_-	3	chr9:108906485-108908305	IKBKAP	cryptic	4.08e-05
clu_119594_-	3	chr1:120620465-120641608	CH17-472G23.4	cryptic	4.51e-05
clu_25210_-	3	chr5:150115946-150117618	PDGFRB	cryptic	4.76e-05
clu_102152_+	2	chr6:73785477-73787234	CD109	cryptic	4.94e-05
clu_119699_-	34	chr1:121970066-122194816	.	annotated	5.34e-05
clu_54070_+	3	chr1:120969354-120972786	.	annotated	5.35e-05
clu_39465_-	2	chr9:122090-123217	CBWD1	annotated	5.35e-05
clu_125978_+	4	chr15:49625431-49632159	DTWD1	annotated	5.45e-05
clu_19708_-	3	chr3:195308837-195320701	ACAP2	annotated	5.9e-05
clu_42001_-	7	chr9:137366608-137367936	EXD3	cryptic	6.11e-05
clu_23998_-	4	chr5:69625900-69679145	GUSBP3	cryptic	6.24e-05
clu_29460_+	7	chr20:58673711-58691724	STX16	cryptic	6.56e-05
clu_139937_+	2	chr11:20068398-20077552	NAV2	cryptic	6.57e-05
clu_80682_+	4	chr3:56564125-56566594	CCDC66	cryptic	6.57e-05
clu_59403_-	10	chr19:201662-208327	LINC01002	annotated	6.74e-05
clu_23893_-	8	chr5:60787431-60844160	ELOVL7	cryptic	6.74e-05
clu_118661_-	4	chr1:62578966-62586507	DOCK7	annotated	6.99e-05
clu_136801_+	4	chr14:76177931-76180764	GPATCH2L	annotated	7.45e-05
clu_60607_-	3	chr19:13109838-13110158	TRMT1	annotated	7.56e-05
clu_30735_-	6	chr16:21818761-21820295	RRN3P1	cryptic	7.59e-05
clu_23840_-	5	chr5:55964312-55976215	IL6ST	cryptic	7.63e-05
clu_147493_+	12	chr17:75226157-75231340	NUP85	cryptic	7.78e-05
clu_121740_-	4	chr1:222486121-222504412	RP11-378J18.9	annotated	7.79e-05
clu_134792_-	3	chr6:121304833-121310779	TBC1D32	cryptic	7.83e-05
clu_90243_-	3	chr18:50800143-50805154	MRO	annotated	7.97e-05
clu_60224_-	3	chr19:9569082-9584461	ZNF121	annotated	8.03e-05
clu_126294_+	3	chr15:64943582-64947404	ANKDD1A	annotated	8.04e-05
clu_102288_+	3	chr6:87210807-87213902	.	annotated	8.04e-05
clu_78714_-	8	chr13:52227096-52236041	TPTE2P2	cryptic	8.06e-05
clu_61744_-	2	chr19:38218656-38218931	DPF1	cryptic	8.34e-05
clu_113036_+	5	chr19:11357739-11359607	PLPPR2	cryptic	8.5e-05
clu_151008_-	18	chr7:149891301-150293312	ACTR3C	cryptic	8.5e-05
clu_112041_-	3	chr12:130801488-130806982	STX2	cryptic	8.59e-05
clu_20626_+	2	chr16:8772917-8774890	ABAT	cryptic	8.59e-05
clu_13407_-	3	chr8:19408694-19418656	CSGALNACT1	cryptic	8.59e-05
clu_164835_+	4	chr7:73693669-73697605	WBSCR22	annotated	8.96e-05
clu_68123_+	3	chr5:69875319-69914158	RP11-98J23.2	cryptic	8.98e-05
clu_156213_-	13	chr10:89462624-89535684	SLC16A12	cryptic	9.01e-05
clu_151813_-	3	chr4:13620067-13627345	BOD1L1	annotated	9.01e-05
clu_134006_-	2	chr6:61678947-61681009	RP1-240B8.3	cryptic	9.18e-05
clu_44352_+	2	chr12:103947430-103953386	HSP90B1	annotated	9.34e-05
clu_59407_-	5	chr19:221205-237936	LINC01002	cryptic	9.82e-05
clu_140520_+	4	chr11:61950427-61955107	BEST1	cryptic	9.85e-05
clu_68129_+	3	chr5:70751232-70789208	RP11-589F5.4	cryptic	0.000103
clu_135733_+	16	chr14:23970332-24004337	DHRS4L2	cryptic	0.000105
clu_110835_-	5	chr12:81369194-81374634	PPFIA2	cryptic	0.000107
clu_14237_-	6	chr8:85217502-85220306	C8orf59	cryptic	0.000107
clu_153788_-	8	chr21:6230951-6267135	CH507-24F1.2	annotated	0.000109
clu_11746_?	2	chrX:103776999-103785582	PLP1	annotated	0.00011
clu_119593_-	3	chr1:120573189-120620355	CH17-472G23.4	cryptic	0.000112
clu_125300_+	4	chr15:28818998-28833276	PDCD6IPP2	cryptic	0.000114
clu_131129_+	3	chr2:159762993-159767284	MARCH7	annotated	0.000114
clu_42143_+	5	chr12:1236904-1289852	ERC1	cryptic	0.000115
clu_54971_+	4	chr1:151107222-151117957	GABPB2	cryptic	0.000117
clu_86143_-	9	chr17:45475726-45482437	PLEKHM1	cryptic	0.000118
clu_133014_-	2	chr6:4133701-4135511	ECI2	annotated	0.000118
clu_18114_-	2	chr3:93877146-93879163	PROS1	cryptic	0.00012
clu_8992_-	5	chr15:27989666-28014776	OCA2	cryptic	0.000126
clu_108401_+	18	chr8:116766791-116848888	UTP23	cryptic	0.000126
clu_136301_+	3	chr14:58453473-58456702	KIAA0586	cryptic	0.000128
clu_129031_+	4	chr2:38779118-38781543	GEMIN6	cryptic	0.000129
clu_146750_+	2	chr17:50554450-50555232	SPATA20	cryptic	0.00013
clu_39843_-	2	chr9:33442970-33443321	AQP3	annotated	0.000131
clu_54022_+	3	chr1:120439690-120441278	NBPF8	cryptic	0.000148
clu_40973_-	2	chr9:108869182-108874895	IKBKAP	cryptic	0.00015
clu_86561_-	3	chr17:59989344-59995953	DHX40P1	annotated	0.000152
clu_125954_+	13	chr15:48178400-48220634	SLC12A1	cryptic	0.000156
clu_103684_+	2	chr4:1799800-1801367	FGFR3	cryptic	0.000156
clu_123279_+	6	chr10:62388576-62459741	ZNF365	cryptic	0.000164
clu_107881_+	5	chr8:67086110-67093543	CSPP1	annotated	0.000164
clu_81870_+	5	chr3:149009402-149026760	GYG1	annotated	0.000172
clu_9042_-	6	chr15:29252478-29675099	FAM189A1	cryptic	0.000176
clu_29331_+	2	chr20:49219541-49221452	DDX27	cryptic	0.000186
clu_54761_+	18	chr1:149661089-149669211	LINC00869	cryptic	0.000191
clu_79615_+	9	chr3:15675160-15738552	.	annotated	0.000191
clu_117984_-	5	chr1:36479516-36481478	CSF3R	cryptic	0.000194
clu_5985_-	4	chr11:78101195-78103980	ALG8	annotated	0.000195
clu_127017_+	2	chr15:90466091-90466269	IQGAP1	cryptic	0.000197
clu_80556_+	2	chr3:52384977-52385337	DNAH1	cryptic	0.000208
clu_54681_+	2	chr1:146855472-146857670	HYDIN2	cryptic	0.000213
clu_155441_-	6	chr10:45962994-45972217	PARGP1	cryptic	0.000223
clu_104761_+	6	chr4:83456958-83460973	MRPS18C	annotated	0.000223
clu_152915_-	10	chr4:105446502-105473894	PPA2	annotated	0.000224
clu_133742_-	2	chr6:42188731-42208858	MRPS10	cryptic	0.000224
clu_78152_-	3	chr13:23941469-23945750	ANKRD20A19P	cryptic	0.000229
clu_87117_-	3	chr17:75847609-75848570	WBP2	annotated	0.000231
clu_53226_+	6	chr1:74201410-74236102	FPGT-TNNI3K	cryptic	0.000246
clu_148774_-	5	chr7:35179155-35185720	DPY19L2P1	cryptic	0.000248
clu_120985_-	4	chr1:173864704-173865510	GAS5	annotated	0.000259
clu_140479_+	9	chr11:61393976-61428613	TMEM216	cryptic	0.000259
clu_86913_-	3	chr17:69222697-69225325	ABCA10	annotated	0.000262
clu_48938_-	2	chr2:135933990-135943378	DARS	cryptic	0.000268
clu_16930_-	12	chr3:42569073-42612292	SEC22C	cryptic	0.000278
clu_86163_-	6	chr17:46517233-46570759	ARL17A	cryptic	0.000279
clu_154484_-	3	chr21:45525958-45530770	SLC19A1	cryptic	0.000281
clu_125211_+	2	chr15:25199823-25201136	SNHG14	cryptic	0.000283
clu_149860_-	5	chr7:98856183-98869777	TMEM130	annotated	0.000302
clu_28422_+	15	chr20:8493669-8494132	.	annotated	0.000308
clu_81794_+	8	chr3:141386937-141403927	ZBTB38	cryptic	0.00031
clu_35128_+	2	chr13:113024758-113045271	MCF2L	annotated	0.000313
clu_44424_+	6	chr12:106956065-106967111	TMEM263	annotated	0.000314
clu_80836_+	8	chr3:66220858-66262051	SLC25A26	cryptic	0.000314
clu_81125_+	2	chr3:100348881-100352404	NIT2	cryptic	0.000314
clu_144838_+	8	chr17:5192163-5215147	RP11-333E1.1	cryptic	0.000316
clu_28306_+	5	chr20:3811741-3822102	AP5S1	annotated	0.000325
clu_42210_+	5	chr12:2679796-2682550	CACNA1C	annotated	0.000342
clu_145164_+	2	chr17:11891947-11894374	DNAH9	cryptic	0.000357
clu_42992_+	2	chr12:40240617-40243550	LRRK2	cryptic	0.000374
clu_104860_+	4	chr4:88523932-88595557	HERC3	annotated	0.000375
clu_31793_-	3	chr16:70981568-70985185	HYDIN	cryptic	0.000386
clu_30692_-	6	chr16:21857658-21879378	NPIPB4	cryptic	0.000388
clu_15217_-	40	chr8:144556582-144557771	.	annotated	0.000388
clu_57093_+	3	chr1:236542787-236543560	LGALS8	annotated	0.000389
clu_103536_+	7	chr4:53491-85731	ZNF595	cryptic	0.000406
clu_104621_+	3	chr4:71560254-71567004	SLC4A4	annotated	0.000408
clu_24005_-	14	chr5:70203965-70258882	RP11-1415C14.3	cryptic	0.000424
clu_116326_-	4	chr1:185350-186317	RP11-34P13.18	cryptic	0.000439
clu_53766_+	3	chr1:109688737-109689225	GSTM1	annotated	0.000444
clu_70359_+	7	chr5:181247386-181271573	TRIM52-AS1	cryptic	0.000451
clu_82372_+	3	chr3:184180251-184180849	AP2M1	annotated	0.000467
clu_136538_+	6	chr14:67887204-68291884	RAD51B	cryptic	0.000471
clu_129666_+	3	chr2:73234384-73247762	CCT7	annotated	0.00048
clu_61040_-	2	chr19:19120183-19120765	TMEM161A	cryptic	0.000488
clu_132519_+	2	chr2:231711419-231711890	PTMA	annotated	0.000489
clu_38648_+	16	chr21:5553838-5614752	RP11-717F1.2	cryptic	0.000489
clu_165789_+	5	chr7:111091504-111122415	LRRN3	annotated	0.000489
clu_134851_-	4	chr6:125300659-125302033	HDDC2	cryptic	0.000505
clu_9010_-	2	chr15:28220644-28222054	HERC2	cryptic	0.000506
clu_58918_+	13	chrX:121090503-121164059	.	annotated	0.000512
clu_129801_+	16	chr2:84518051-84548288	DNAH6	cryptic	0.000528
clu_2707_-	3	chr22:21476160-21477790	PI4KAP2	annotated	0.000529
clu_151476_-	3	chr4:1056503-1058321	RNF212	annotated	0.000535
clu_42851_+	6	chr12:27387320-27390108	ARNTL2	cryptic	0.000553
clu_52472_+	5	chr1:43150820-43156206	FAM183A	cryptic	0.000576
clu_23023_-	3	chr5:821895-825164	ZDHHC11	annotated	0.000596
clu_122011_-	2	chr1:233236980-233250739	PCNX2	cryptic	0.000604
clu_69054_+	2	chr5:129095048-129104956	ISOC1	annotated	0.00062
clu_39116_+	7	chr21:41427866-41432050	MX1	cryptic	0.000638
clu_31331_-	6	chr16:53637854-53641285	RPGRIP1L	cryptic	0.000652
clu_52921_+	3	chr1:54722799-54728346	MROH7-TTC4	cryptic	0.000656
clu_74388_+	4	chr9:42903472-42911604	CR848007.2	cryptic	0.00067
clu_70243_+	9	chr5:178053973-178067015	FAM153C	cryptic	0.000693
clu_53527_+	6	chr1:94891267-94894818	SLC44A3	cryptic	0.000729
clu_46178_-	2	chr2:669850-672808	TMEM18	cryptic	0.000729
clu_49667_-	3	chr2:190252307-190261156	HIBCH	annotated	0.000749
clu_19747_-	5	chr3:195960086-195965429	SDHAP1	cryptic	0.000749
clu_109090_-	5	chr12:6578546-6581044	CHD4	cryptic	0.000758
clu_146745_+	8	chr17:50547285-50548289	SPATA20	cryptic	0.000758
clu_5098_-	2	chr11:60942139-60943689	SLC15A3	cryptic	0.000766
clu_133686_-	21	chr6:40491479-40492000	.	annotated	0.000808
clu_142487_+	4	chr11:126250733-126256567	FAM118B	cryptic	0.00081
clu_119526_-	3	chr1:118039444-118041803	SPAG17	cryptic	0.000829
clu_56795_+	4	chr1:223772239-223774834	CAPN2	cryptic	0.000829
clu_118945_-	3	chr1:86376418-86382931	ODF2L	annotated	0.000837
clu_72989_-	2	chr14:74075017-74084347	ALDH6A1	cryptic	0.000839
clu_24239_-	9	chr5:80485561-80487778	CTD-2015H6.3	cryptic	0.000846
clu_129979_+	5	chr2:87720021-87725937	AC093616.4	cryptic	0.000851
clu_155269_-	2	chr10:30877065-30908933	ZNF438	cryptic	0.000869
clu_73238_-	6	chr14:89932627-89953906	EFCAB11	cryptic	0.000871
clu_145283_+	10	chr17:16782336-16796043	USP32P1	cryptic	0.000875
clu_23018_-	2	chr5:745298-840219	ZDHHC11B	cryptic	0.00088
clu_165953_+	7	chr7:128622694-128626295	.	annotated	0.00088
clu_30507_-	3	chr16:17259498-17358012	XYLT1	cryptic	0.000887
clu_165510_+	4	chr7:100355240-100358944	PILRB	cryptic	0.000902
clu_13980_-	3	chr8:58586000-58587618	NSMAF	cryptic	0.000923
clu_9178_-	5	chr15:34553956-34588391	GOLGA8B	annotated	0.000943
clu_130257_+	3	chr2:99186254-99188177	MRPL30	annotated	0.00102
clu_141387_+	12	chr11:71997193-71999927	IL18BP	cryptic	0.00104
clu_23551_-	3	chr5:37292985-37298868	NUP155	cryptic	0.00104
clu_110877_-	3	chr12:88130420-88131165	CEP290	cryptic	0.00105
clu_44567_+	2	chr12:110486454-110486534	FAM216A	annotated	0.00105
clu_13408_-	3	chr8:19439931-19458426	CSGALNACT1	annotated	0.00106
clu_139516_+	3	chr11:822023-822499	PNPLA2	cryptic	0.00108
clu_148967_-	7	chr7:44984046-44986525	SNHG15	annotated	0.00108
clu_43339_+	2	chr12:51794619-51806282	SCN8A	cryptic	0.00111
clu_70306_+	2	chr5:179726759-179729360	CANX	annotated	0.00112
clu_85582_-	3	chr17:38001327-38195880	TBC1D3	cryptic	0.00113
clu_14997_-	4	chr8:143158860-143159582	LY6H	cryptic	0.00113
clu_56211_+	2	chr1:198735252-198741869	PTPRC	cryptic	0.00115
clu_9017_-	4	chr15:28233540-28234070	HERC2	cryptic	0.00116
clu_111199_-	6	chr12:108592397-108623467	TMEM119	cryptic	0.00118
clu_153778_-	8	chr21:5125992-5133426	CH507-9B2.3	cryptic	0.00118
clu_23095_-	4	chr5:850602-878355	BRD9	cryptic	0.0012
clu_148159_-	2	chr7:1499353-1499473	INTS1	cryptic	0.00128
clu_74391_+	15	chr9:42918636-42974737	CYP4F60P	cryptic	0.00128
clu_1242_-	9	chrX:103677051-103685171	MORF4L2	cryptic	0.00129
clu_50183_-	3	chr2:219387163-219387759	DNPEP	annotated	0.00131
clu_120115_-	3	chr1:148569427-148573230	NBPF14	annotated	0.00132
clu_9855_-	5	chr15:58916999-58933404	SLTM	cryptic	0.00132
clu_152423_-	2	chr4:72311181-72312291	ADAMTS3	cryptic	0.00132
clu_74498_+	5	chr9:65731867-65733514	CBWD5	cryptic	0.00132
clu_8896_-	3	chr15:20431235-20435933	HERC2P3	cryptic	0.00135
clu_131534_+	6	chr2:189791941-189818017	PMS1	cryptic	0.00135
clu_39469_-	6	chr9:162469-172081	CBWD1	cryptic	0.00135
clu_142617_+	4	chr11:134345129-134347325	GLB1L2	cryptic	0.00137
clu_9156_-	4	chr15:34261020-34336410	SLC12A6	annotated	0.00137
clu_136932_+	7	chr14:88396203-88416711	SPATA7	cryptic	0.00138
clu_124966_+	3	chr15:22564532-22569149	HERC2P2	cryptic	0.00138
clu_105636_+	5	chr4:158672490-158684592	ETFDH	cryptic	0.00138
clu_141867_+	3	chr11:103257751-103259888	DYNC2H1	cryptic	0.00141
clu_150682_-	2	chr7:132298222-132489292	PLXNA4	annotated	0.00141
clu_38657_+	13	chr21:6318604-6729269	CH507-145C22.1	cryptic	0.00143
clu_43573_+	2	chr12:57203287-57203393	LRP1	cryptic	0.0015
clu_136047_+	2	chr14:41731353-41733471	LRFN5	annotated	0.0015
clu_74385_+	2	chr9:42886848-42890906	ANKRD20A7P	cryptic	0.00151
clu_28682_+	3	chr20:30388578-30393551	FRG1BP	cryptic	0.00154
clu_142124_+	5	chr11:117195915-117203002	TAGLN	cryptic	0.00157
clu_125991_+	5	chr15:50424514-50439009	USP8	annotated	0.00157
clu_83983_?	5	chr14:103913984-103921470	C14orf2	annotated	0.00159
clu_24554_-	5	chr5:110606287-110625267	TMEM232	cryptic	0.00161
clu_126565_+	7	chr15:75349339-75352324	NEIL1	cryptic	0.00162
clu_9981_-	9	chr15:64300723-64380958	CTD-2116N17.1	cryptic	0.00162
clu_116104_+	2	chr19:56494342-56495048	ZNF667-AS1	cryptic	0.00164
clu_13713_-	5	chr8:33453510-33461488	FUT10	annotated	0.00164
clu_137611_+	5	chr14:105466578-105469467	MTA1	annotated	0.00165
clu_3574_-	2	chr22:42580359-42581929	RRP7BP	cryptic	0.00165
clu_130286_+	3	chr2:101006071-101018998	RPL31	annotated	0.00172
clu_39833_-	3	chr9:33113586-33113774	B4GALT1	cryptic	0.00173
clu_48568_-	10	chr2:111344237-111494885	MIR4435-2HG	annotated	0.00178
clu_90429_-	5	chr18:70176842-70188108	RTTN	cryptic	0.0018
clu_63898_+	10	chr22:37023405-37029264	MPST	cryptic	0.0018
clu_50208_-	3	chr2:221572281-221573961	EPHA4	cryptic	0.00188
clu_123532_+	4	chr10:73168163-73174687	FAM149B1	cryptic	0.00189
clu_103294_+	4	chr6:158088772-158092926	SYNJ2	cryptic	0.00189
clu_146053_+	3	chr17:38318735-38322126	MRPL45	annotated	0.00191
clu_103861_+	5	chr4:5809611-5810956	EVC	cryptic	0.00192
clu_119058_-	21	chr1:93264772-93339357	CCDC18-AS1	cryptic	0.00193
clu_56449_+	10	chr1:204828782-204944226	NFASC	cryptic	0.00193
clu_15323_+	3	chr18:2656261-2666870	SMCHD1	cryptic	0.00194
clu_44254_+	7	chr12:98537572-98546359	TMPO	annotated	0.00202
clu_113656_+	3	chr19:21034184-21062606	ZNF430	cryptic	0.00202
clu_25158_-	4	chr5:147000529-147000733	.	annotated	0.00211
clu_14321_-	5	chr8:94404239-94407439	FSBP	cryptic	0.00212
clu_151747_-	9	chr4:9233889-9338909	.	annotated	0.00219
clu_21765_+	2	chr16:53245479-53245601	CHD9	cryptic	0.0022
clu_803_-	3	chrX:54202193-54232809	WNK3	annotated	0.00224
clu_25677_-	9	chr5:177713916-177717163	FAM153A	cryptic	0.00225
clu_133669_-	3	chr6:39578159-39586261	KIF6	cryptic	0.00226
clu_79038_-	2	chr13:101059961-101061968	NALCN	cryptic	0.00229
clu_166477_+	4	chr7:149875645-149879335	ATP6V0E2	annotated	0.00229
clu_74290_+	3	chr9:37768228-37770672	TRMT10B	cryptic	0.00233
clu_62865_-	2	chr19:55200502-55202056	PTPRH	cryptic	0.00237
clu_78029_-	4	chr13:19263726-19264223	.	annotated	0.00238
clu_147540_+	3	chr17:75590681-75591616	MYO15B	cryptic	0.00242
clu_39348_+	2	chr21:45492713-45493173	COL18A1	cryptic	0.00244
clu_19709_-	3	chr3:195320813-195326885	ACAP2	annotated	0.00246
clu_136046_+	12	chr14:41608562-41886606	LRFN5	cryptic	0.00247
clu_20946_+	4	chr16:19647882-19651976	C16orf62	cryptic	0.00253
clu_7004_-	3	chr11:134251308-134252840	THYN1	annotated	0.00262
clu_153132_-	6	chr4:122893225-122917501	NUDT6	cryptic	0.00262
clu_35184_+	3	chr13:113498521-113501752	TMCO3	cryptic	0.00269
clu_18312_-	7	chr3:113266151-113294687	CFAP44	cryptic	0.00269
clu_86897_-	3	chr17:69284072-69285898	ABCA5	annotated	0.0027
clu_130147_+	3	chr2:97158167-97164283	ANKRD36	cryptic	0.0027
clu_100711_+	4	chr6:10707514-10708957	PAK1IP1	cryptic	0.00275
clu_119081_-	3	chr1:94011385-94014543	ABCA4	cryptic	0.00276
clu_25193_-	2	chr5:149044638-149047862	SH3TC2	annotated	0.00278
clu_148048_+	6	chr17:82893632-82903405	TBCD	cryptic	0.0028
clu_46367_-	2	chr2:9492981-9493747	ADAM17	cryptic	0.00288
clu_59439_-	3	chr19:439030-440862	SHC2	cryptic	0.00291
clu_23993_-	2	chr5:69355953-69366503	TAF9	annotated	0.00292
clu_61592_-	2	chr19:36183733-36194233	ZNF565	cryptic	0.00295
clu_8906_-	21	chr15:20462986-20505391	HERC2P3	cryptic	0.00298
clu_8909_-	4	chr15:20457699-20458233	HERC2P3	cryptic	0.00298
clu_86105_-	2	chr17:45113239-45113439	PLCD3	cryptic	0.00304
clu_153367_-	4	chr4:151226086-151325241	SH3D19	annotated	0.00304
clu_119565_-	2	chr1:119987082-119996997	NOTCH2	annotated	0.00307
clu_14797_-	4	chr8:132625454-132637935	LRRC6	cryptic	0.00307
clu_54071_+	7	chr1:121187513-121365293	SRGAP2C	cryptic	0.00308
clu_104563_+	30	chr4:65668430-65874115	EPHA5-AS1	cryptic	0.00309
clu_120825_-	2	chr1:161630388-161631055	FCGR3B	annotated	0.00312
clu_128729_+	2	chr2:27236523-27236749	CAD	annotated	0.00312
clu_40719_-	9	chr9:92856318-92877890	ZNF484	cryptic	0.00312
clu_57830_+	12	chrX:37349395-37406209	PRRG1	cryptic	0.00319
clu_53632_+	3	chr1:103555109-103571557	AMY2B	annotated	0.00324
clu_49837_-	5	chr2:200861466-200871443	CLK1	cryptic	0.00326
clu_85211_-	5	chr17:28575496-28576801	ALDOC	annotated	0.00328
clu_64346_+	10	chr22:42558457-42571121	SERHL2	cryptic	0.00328
clu_125641_+	13	chr15:42276410-42287691	GANC	cryptic	0.00329
clu_18508_-	2	chr3:122496570-122514875	KPNA1	annotated	0.00329
clu_73373_-	5	chr14:95091109-95093888	DICER1	cryptic	0.00337
clu_31097_-	4	chr16:30276167-30277597	SMG1P5	cryptic	0.00338
clu_72059_-	8	chr14:23016635-23035112	PSMB5	annotated	0.00344
clu_116184_+	5	chr19:57634755-57640704	ZNF211	cryptic	0.0035
clu_40112_-	13	chr9:40887666-40904309	.	annotated	0.00351
clu_141865_+	4	chr11:103236539-103243693	DYNC2H1	cryptic	0.00352
clu_78060_-	7	chr13:20229749-20232194	GJB6	cryptic	0.00354
clu_46704_-	4	chr2:27099840-27102097	CGREF1	cryptic	0.00354
clu_111809_-	4	chr12:123161383-123163014	MPHOSPH9	annotated	0.00355
clu_151542_-	12	chr4:2095933-2170679	POLN	cryptic	0.00356
clu_126776_+	3	chr15:83898005-83899647	ADAMTSL3	cryptic	0.00358
clu_55240_+	5	chr1:155613733-155614062	MSTO1	cryptic	0.00359
clu_60605_-	2	chr19:13105606-13107574	TRMT1	cryptic	0.00359
clu_152163_-	3	chr4:42556040-42574619	ATP8A1	annotated	0.00362
clu_149394_-	5	chr7:74883463-74884144	STAG3L2	cryptic	0.00362
clu_24161_-	7	chr5:75705787-75717306	POC5	annotated	0.00374
clu_15985_+	7	chr18:54269661-54273926	POLI	cryptic	0.00383
clu_64451_+	4	chr22:46289561-46292791	TTC38	annotated	0.00383
clu_114440_+	7	chr19:36116184-36125451	TBCB	annotated	0.00389
clu_44858_+	2	chr12:121177207-121177297	P2RX7	cryptic	0.0039
clu_74881_+	6	chr9:92379859-92611314	CENPP	cryptic	0.00395
clu_70617_-	2	chr20:5575974-5578380	GPCPD1	cryptic	0.004
clu_119476_-	2	chr1:115705292-115717840	CASQ2	cryptic	0.00409
clu_110834_-	7	chr12:81281432-81294835	PPFIA2	cryptic	0.00409
clu_118972_-	5	chr1:89009494-89014083	GBP3	cryptic	0.00412
clu_14151_-	3	chr8:73830472-73878808	UBE2W	annotated	0.00416
clu_121983_-	5	chr1:230954378-230958224	TTC13	cryptic	0.00422
clu_20306_+	3	chr16:2234971-2235081	E4F1	cryptic	0.00424
clu_76360_+	2	chr9:137214691-137214817	NDOR1	cryptic	0.00426
clu_104063_+	3	chr4:17577567-17581760	LAP3	cryptic	0.00436
clu_129068_+	2	chr2:42054307-42054941	PKDCC	cryptic	0.00439
clu_111575_-	2	chr12:118773302-118773611	RP11-357K6.1	cryptic	0.00442
clu_9022_-	2	chr15:28257153-28260777	HERC2	cryptic	0.00446
clu_137229_+	2	chr14:100829749-100831421	MEG3	cryptic	0.00447
clu_30000_-	3	chr16:1772646-1772799	MRPS34	cryptic	0.00447
clu_80207_+	2	chr3:47408490-47408785	PTPN23	cryptic	0.00447
clu_107836_+	6	chr8:66460465-66496437	C8orf46	annotated	0.00455
clu_103599_+	4	chr4:731110-733672	PCGF3	annotated	0.00464
clu_112042_-	7	chr12:130808704-130812957	STX2	cryptic	0.00465
clu_119097_-	2	chr1:94174749-94177612	ARHGAP29	cryptic	0.00469
clu_151894_-	5	chr4:20850667-21303807	KCNIP4	cryptic	0.00469
clu_145518_+	2	chr17:21313537-21314150	MAP2K3	cryptic	0.00476
clu_18701_-	7	chr3:129171508-129183776	CNBP	cryptic	0.00478
clu_14794_-	3	chr8:132572480-132583694	LRRC6	annotated	0.00481
clu_129725_+	5	chr2:74455936-74456148	INO80B	cryptic	0.00487
clu_52237_+	3	chr1:36307285-36307770	SH3D21	annotated	0.0049
clu_116884_-	3	chr1:9755309-9773272	CLSTN1	annotated	0.005
clu_104658_+	3	chr4:75757573-75770439	USO1	annotated	0.00501
clu_28263_+	8	chr20:3209033-3213985	ITPA	annotated	0.00502
clu_125183_+	2	chr15:25076990-25078862	SNHG14	cryptic	0.00512
clu_429_-	2	chrX:34630480-34639247	TMEM47	cryptic	0.00516
clu_25553_-	5	chr5:175918172-175961273	THOC3	cryptic	0.00519
clu_130435_+	4	chr2:108786804-108788852	CCDC138	annotated	0.00526
clu_74968_+	5	chr9:94760580-94792765	C9orf3	cryptic	0.00526
clu_68723_+	4	chr5:96722698-96727489	CAST	annotated	0.00527
clu_135050_-	3	chr6:136261477-136268162	BCLAF1	annotated	0.0053
clu_87585_-	6	chr17:82183932-82188219	CCDC57	cryptic	0.00535
clu_110150_-	2	chr12:53160271-53160763	CSAD	cryptic	0.00538
clu_62228_-	3	chr19:46681748-46689537	PRKD2	annotated	0.0054
clu_115680_+	2	chr19:49884369-49884512	TBC1D17	cryptic	0.00554
clu_6523_-	2	chr11:117229544-117230349	PCSK7	cryptic	0.00561
clu_20134_+	6	chr16:1309271-1314020	UBE2I	annotated	0.00561
