""	inGencode	inGencodeStart	inGencodeEnd	gencodeGeneID	ensemblID	Symbol	gencodeStrand	gencodeTx	numTx	Class	startExon	endExon	newGeneID	newGeneSymbol	isFusion	meanExprs	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
chr15:28833379-28838687(+)	TRUE	TRUE	TRUE	ENSG00000261377.5	ENSG00000261377	PDCD6IPP2	+	ENST00000566178.5|ENST00000564604.5|ENST00000563144.1	3	InGen	390222	390223	ENSG00000261377.5	PDCD6IPP2	FALSE	34.6725528452838	1.26699572485255	1.4662452855929	4.85351779724919	5.33942492505535e-06	0.00305087688147007	3.85690508445731	0.124656134830557
chrX:154400627-154400701(+)	TRUE	TRUE	TRUE	ENSG00000147403.16	ENSG00000147403	RPL10	+	ENST00000369817.6|ENST00000424325.6|ENST00000618723.4|ENST00000436473.5|ENST00000344746.8|ENST00000491035.5|ENST00000485196.5|ENST00000406022.6	8	InGen	567802	567803	ENSG00000147403.16	RPL10	FALSE	200.74952655627	0.426680119737949	4.37362634069727	4.85145510984994	5.3832198580738e-06	0.00306145987928597	3.50015194808365	0.143399074388668
chr15:22577556-22579583(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000619021.4	1	InGen	388776	388778	ENSG00000276550.4	HERC2P2	FALSE	78.178041462322	0.664210007227217	2.80690281521674	4.84693142468051	5.48049505607466e-06	0.00310221629963807	3.68673430497413	0.11973658553884
chr7:65090723-65091879(+)	TRUE	TRUE	TRUE	ENSG00000226002.1	ENSG00000226002	GTF2IP14	+	ENST00000441415.1	1	InGen	212146	212147	ENSG00000226002.1	GTF2IP14	FALSE	10.4406856012503	2.23457161839972	-0.814787944164155	4.8444371990767	5.53485961069959e-06	0.00311841713526737	3.10708557878439	0.0793653305433663
chr1:16632372-16633094(-)	TRUE	TRUE	TRUE	ENSG00000215908.9	ENSG00000215908	CROCCP2	-	ENST00000412962.3|ENST00000635081.1|ENST00000362058.2	3	InGen	5968	5967	ENSG00000215908.9	CROCCP2	FALSE	33.0671787562505	-0.817064993295824	1.5756110341224	-4.83826828878801	5.67158356695866e-06	0.00318065557314801	3.79551227018686	0.0741873819907454
chr15:22587392-22589942(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000619021.4	1	InGen	388781	388782	ENSG00000276550.4	HERC2P2	FALSE	71.5408854882738	1.33289312847961	2.31207510601302	4.83593045058669	5.72425261360966e-06	0.0031953991525207	3.73040008160784	0.533486544973181
chr6:26443443-26443569(+)	TRUE	TRUE	TRUE	ENSG00000111801.15	ENSG00000111801	BTN3A3	+	ENST00000494393.5|ENST00000482451.5|ENST00000244519.6|ENST00000474790.5|ENST00000496719.1	5	InGen	180872	180873	ENSG00000111801.15	BTN3A3	FALSE	9.87205807000541	1.47098530382208	-0.430406004844578	4.81435492668735	6.23334738781695e-06	0.00346362524071476	3.28944933358081	0.0712108555019064
chr12:124912279-124913190(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	38.3570950710005	1.69875478130521	1.22571722246053	4.8079777390621	6.39208206163086e-06	0.00353560944499357	3.69104527763259	0.072755999049034
chr12:6601767-6601959(-)	TRUE	TRUE	TRUE	ENSG00000111642.14	ENSG00000111642	CHD4	-	ENST00000544484.5|ENST00000357008.6|ENST00000544040.5|ENST00000545942.5	4	InGen	327518	327517	ENSG00000111642.14	CHD4	FALSE	119.542816697191	-0.436780209165239	3.76966695016419	-4.80113369470763	6.56681358913284e-06	0.00358910101102765	3.37619067035915	0.0601149147944355
chr21:44117964-44118762(+)	TRUE	TRUE	TRUE	ENSG00000241945.7	ENSG00000241945	PWP2	+	ENST00000291576.11	1	InGen	537302	537303	ENSG00000241945.7	PWP2	FALSE	8.33007521299089	-3.44502035061081	-1.28325182751843	-4.79997844441668	6.59676260625826e-06	0.00358910101102765	2.79012378589391	0.0617649952039093
chr21:44120779-44120951(+)	TRUE	TRUE	TRUE	ENSG00000241945.7	ENSG00000241945	PWP2	+	ENST00000291576.11|ENST00000471490.1	2	InGen	537306	537307	ENSG00000241945.7	PWP2	FALSE	8.34804865218706	-2.37411754842507	-0.592196839604258	-4.7994191333266	6.61131004993252e-06	0.00358910101102765	3.08466510835349	0.219606278302417
chr20:58707201-58712478(+)	TRUE	TRUE	TRUE	ENSG00000254995.4	ENSG00000254995	STX16-NPEPL1	+	ENST00000530122.1|ENST00000525967.5|ENST00000525817.5|ENST00000356091.10|ENST00000529976.5|ENST00000527587.5|ENST00000533788.1	7	InGen	530024	530025	ENSG00000254995.4	STX16-NPEPL1	FALSE	90.1182638899531	0.596536014463093	2.93159694633064	4.79844677013379	6.63667515204928e-06	0.00358910101102765	3.48527484611886	0.206620279056026
chr1:102970273-102974829(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24812	24811	ENSG00000060718.19	COL11A1	FALSE	16.1950693292737	-1.66366262118854	0.128218207676397	-4.79843678276069	6.63693617374307e-06	0.00358910101102765	3.48453054725224	0.189093757251634
chr12:9098757-9099380(-)	TRUE	TRUE	TRUE	ENSG00000175899.14	ENSG00000175899	A2M	-	ENST00000318602.11|ENST00000472360.1	2	InGen	329410	329409	ENSG00000175899.14	A2M	FALSE	21.4248213221365	0.840474563887229	1.02225176079052	4.79597491876542	6.70158307241307e-06	0.0036000640631492	3.63581346672498	0.203242884256304
chr4:158699131-158703422(+)	TRUE	TRUE	TRUE	ENSG00000171503.11	ENSG00000171503	ETFDH	+	ENST00000511912.5|ENST00000307738.5	2	InGen	148866	148867	ENSG00000171503.11	ETFDH	FALSE	17.4952195546035	0.787489966188269	0.751279701075095	4.79540452910054	6.71664832558753e-06	0.0036000640631492	3.61528118636797	0.184314407480228
chr6:94627400-94690084(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	310.096149184372	0.743477690285838	4.70050958301253	4.79273083390706	6.78770694697638e-06	0.00362212375909708	3.2421076160575	0.21969771901157
chr3:40170094-40182219(+)	TRUE	TRUE	TRUE	ENSG00000170011.13	ENSG00000170011	MYRIP	+	ENST00000444716.5|ENST00000302541.10|ENST00000396217.7|ENST00000425621.5|ENST00000458292.5|ENST00000458441.5|ENST00000459828.5|ENST00000539167.2	8	InGen	101280	101281	ENSG00000170011.13	MYRIP	FALSE	44.0382382651473	0.708905267988978	2.12408354915459	4.79070682229248	6.84198491538215e-06	0.00363507456464869	3.5606798096218	0.199009908762761
chr1:102962761-102965486(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24814	24813	ENSG00000060718.19	COL11A1	FALSE	16.633760548144	-1.87559845832177	0.231148737854858	-4.78591404717254	6.9722023578525e-06	0.00368808192321443	3.44349615764261	0.237609351333585
chr1:103022997-103025520(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000427239.5	5	InGen	24783	24782	ENSG00000060718.19	COL11A1	FALSE	19.6818286343802	-1.73404839230527	0.378624209956357	-4.77905828806792	7.16267018341978e-06	0.00377236039129727	3.46189543918069	0.15819519241501
chr7:29504822-29507227(+)	TRUE	TRUE	TRUE	ENSG00000106069.20	ENSG00000106069	CHN2	+	ENST00000222792.10|ENST00000446446.5|ENST00000412711.6|ENST00000467441.5|ENST00000421775.6|ENST00000410098.1|ENST00000433720.1	7	InGen	207374	207375	ENSG00000106069.20	CHN2	FALSE	31.7088139368424	-0.624144319864299	1.91297561157945	-4.77324739182013	7.32806492863877e-06	0.00384276111283865	3.51142751089169	0.150886519974587
chr2:27102431-27102525(-)	TRUE	TRUE	TRUE	ENSG00000138028.14	ENSG00000138028	CGREF1	-	ENST00000402550.5|ENST00000402394.5|ENST00000405600.5|ENST00000260595.9|ENST00000312734.8|ENST00000404694.3	6	InGen	56420	56415	ENSG00000138028.14	CGREF1	FALSE	80.214542748575	-0.475506870383074	3.1190698968249	-4.76775773359789	7.48772557378533e-06	0.00390956098989186	3.33341274264608	0.119916962346608
chr7:142868050-142868240(+)	TRUE	TRUE	TRUE	ENSG00000106123.11	ENSG00000106123	EPHB6	+	ENST00000619012.4|ENST00000616380.4|ENST00000614832.4|ENST00000611578.4|ENST00000411471.6|ENST00000422643.5	6	InGen	227006	227007	ENSG00000106123.11	EPHB6	FALSE	36.4848336071123	1.06824761545458	1.64626052870314	4.75982205333434	7.724521557714e-06	0.00401588924623231	3.50352146165143	0.193223701660812
chrX:19035978-19037466(-)	TRUE	TRUE	TRUE	ENSG00000173698.17	ENSG00000173698	ADGRG2	-	ENST00000354791.7|ENST00000379873.6|ENST00000379878.7|ENST00000357991.7|ENST00000357544.7|ENST00000379869.7|ENST00000356606.8|ENST00000340581.3	8	InGen	553231	553230	ENSG00000173698.17	ADGRG2	FALSE	10.0868034647068	2.19463752457343	-0.773615467897265	4.7574412002733	7.79697417066689e-06	0.0040164522448945	2.8751862487831	0.152183589899752
chr6:132297318-132297786(-)	TRUE	TRUE	TRUE	ENSG00000079931.14	ENSG00000079931	MOXD1	-	ENST00000367963.7|ENST00000336749.3	2	InGen	197395	197394	ENSG00000079931.14	MOXD1	FALSE	21.0112540990719	-2.0172731391712	0.509786044858062	-4.75647814183979	7.82646871734012e-06	0.0040164522448945	3.44331741668806	0.186070768230115
chrX:19033655-19035941(-)	TRUE	TRUE	TRUE	ENSG00000173698.17	ENSG00000173698	ADGRG2	-	ENST00000379873.6|ENST00000379876.5|ENST00000379878.7|ENST00000357991.7|ENST00000379869.7	5	InGen	553232	553231	ENSG00000173698.17	ADGRG2	FALSE	8.85005341954743	1.91614518697628	-0.877372432868326	4.75644715213042	7.82741960527953e-06	0.0040164522448945	2.81528582512606	0.169976388042292
chr5:5182306-5186051(+)	TRUE	TRUE	TRUE	ENSG00000145536.15	ENSG00000145536	ADAMTS16	+	ENST00000511368.5|ENST00000274181.7|ENST00000433402.2	3	InGen	152678	152679	ENSG00000145536.15	ADAMTS16	FALSE	70.7843207078172	0.511091421604588	2.90464739769195	4.75544491511553	7.85823288292301e-06	0.0040164522448945	3.31503739217644	0.172637134954738
chr1:173864305-173864483(-)	TRUE	TRUE	TRUE	ENSG00000234741.7	ENSG00000234741	GAS5	-	ENST00000449289.5|ENST00000436285.5|ENST00000448718.5|ENST00000452197.5|ENST00000450589.5|ENST00000436656.5|ENST00000430245.5|ENST00000422183.5|ENST00000422207.5|ENST00000454068.5|ENST00000444470.5|ENST00000434796.5|ENST00000449589.5|ENST00000451607.5	14	InGen	40013	40012	ENSG00000234741.7	GAS5	FALSE	63.9489544791916	-0.447910324434797	2.78841751110638	-4.75357578426354	7.91601382331313e-06	0.00402898495156812	3.31839886034512	0.219544053483955
chr15:101014429-101015325(+)	TRUE	TRUE	TRUE	ENSG00000154237.12	ENSG00000154237	LRRK1	+	ENST00000388948.7|ENST00000525284.5|ENST00000531270.5	3	InGen	410046	410047	ENSG00000154237.12	LRRK1	FALSE	7.69827595738378	-1.37880145802451	-0.466818016313424	-4.74711790417441	8.118845130483e-06	0.00411492964868589	3.01682955363669	0.0863608677215491
chr5:33989503-33998640(-)	TRUE	TRUE	TRUE	ENSG00000242110.7	ENSG00000242110	AMACR	-	ENST00000335606.10|ENST00000382072.6|ENST00000382079.3|ENST00000382085.7|ENST00000502637.5	5	InGen	154777	154776	ENSG00000242110.7	AMACR	FALSE	21.0575667448647	0.855189866321545	0.891222706771459	4.74245295206489	8.26849815168632e-06	0.00417331772960988	3.45312481718246	0.0800841688050939
chr6:132315778-132320628(-)	TRUE	TRUE	TRUE	ENSG00000079931.14	ENSG00000079931	MOXD1	-	ENST00000367963.7|ENST00000336749.3|ENST00000489128.1	3	InGen	197393	197392	ENSG00000079931.14	MOXD1	FALSE	16.8942811834499	-2.11977718593408	0.289835415956722	-4.7359739190305	8.48080457090344e-06	0.00426271278378347	3.32084358922427	0.0886595954069506
chr4:158706372-158706628(+)	TRUE	TRUE	TRUE	ENSG00000171503.11	ENSG00000171503	ETFDH	+	ENST00000511912.5|ENST00000307738.5|ENST00000506422.1	3	InGen	148868	148869	ENSG00000171503.11	ETFDH	FALSE	30.8181794284747	0.549268849278915	1.53367863125891	4.73348692442219	8.56369868977431e-06	0.00428659122763273	3.41457617806761	0.0944951416760239
chr7:29480357-29495951(+)	TRUE	TRUE	TRUE	ENSG00000106069.20	ENSG00000106069	CHN2	+	ENST00000222792.10|ENST00000412711.6|ENST00000493906.5|ENST00000421775.6|ENST00000439711.6|ENST00000409041.7|ENST00000424025.4	7	InGen	207368	207372	ENSG00000106069.20	CHN2	FALSE	36.4395605614921	-0.662107680305248	2.0824840207521	-4.73039773055199	8.66776212741227e-06	0.00432082591581053	3.33470162688595	0.0732422238091794
chr4:41443178-41443277(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	8.89886384104321	-2.70378819941727	-0.81281845385937	-4.72835158522672	8.73736482338603e-06	0.00432252425614846	2.81051222142928	0.0984783763044765
chr4:175701768-176002308(-)	TRUE	TRUE	TRUE	ENSG00000150625.16	ENSG00000150625	GPM6A	-	ENST00000506894.5	1	InGen	150234	150232	ENSG00000150625.16	GPM6A	FALSE	104.435064292672	-0.438628087558334	3.33885677842013	-4.72820017751791	8.7425367176546e-06	0.00432252425614846	3.15145933530946	0.0703716482112601
chrX:154466081-154466149(+)	TRUE	TRUE	TRUE	ENSG00000130827.6	ENSG00000130827	PLXNA3	+	ENST00000369682.4	1	InGen	568029	568030	ENSG00000130827.6	PLXNA3	FALSE	14.9860492457789	1.14596889785533	0.294707431319731	4.72469343485125	8.8631586541495e-06	0.00436434902606401	3.25842803934076	0.0815354234711433
chr12:9106346-9106490(-)	TRUE	TRUE	TRUE	ENSG00000175899.14	ENSG00000175899	A2M	-	ENST00000318602.11	1	InGen	329405	329404	ENSG00000175899.14	A2M	FALSE	26.8505445815407	0.845700091778962	1.39029823915932	4.71028441447052	9.3759905459232e-06	0.00459818315299539	3.3380299089556	0.0840651646897693
chr18:23530298-23530386(+)	TRUE	TRUE	TRUE	ENSG00000141452.9	ENSG00000141452	C18orf8	+	ENST00000269221.7|ENST00000590868.5|ENST00000590870.5|ENST00000591367.5|ENST00000593081.5|ENST00000592682.1	6	InGen	477701	477707	ENSG00000141452.9	C18orf8	FALSE	23.4605725356899	-0.586945929286745	1.28400947545877	-4.70606679827677	9.53147867739077e-06	0.00464238134500673	3.32359278998619	0.0924293173365142
chr7:29496037-29499866(+)	TRUE	TRUE	TRUE	ENSG00000106069.20	ENSG00000106069	CHN2	+	ENST00000222792.10|ENST00000446446.5|ENST00000412711.6|ENST00000467441.5|ENST00000493906.5|ENST00000439711.6|ENST00000409041.7|ENST00000410098.1	8	InGen	207372	207373	ENSG00000106069.20	CHN2	FALSE	41.8974606742645	-0.658150391310407	2.1830914159386	-4.70576334034695	9.54276218821037e-06	0.00464238134500673	3.22063374675579	0.0795447751046564
chr21:44107435-44108983(+)	TRUE	TRUE	TRUE	ENSG00000241945.7	ENSG00000241945	PWP2	+	ENST00000291576.11|ENST00000456705.1	2	InGen	537295	537296	ENSG00000241945.7	PWP2	FALSE	13.8836305600344	-1.18530484616898	0.522731314638024	-4.7027370804325	9.65600048607161e-06	0.0046786798515192	3.26703034768097	0.100533015818842
chr8:66496493-66505374(+)	TRUE	TRUE	TRUE	ENSG00000169085.11	ENSG00000169085	C8orf46	+	ENST00000482608.6|ENST00000519702.5|ENST00000470796.5|ENST00000305454.7|ENST00000521495.5|ENST00000484919.5|ENST00000522977.5|ENST00000480005.1|ENST00000485639.1	9	InGen	240186	240187	ENSG00000169085.11	C8orf46	FALSE	155.446553557454	-0.496973627984735	4.05062869735692	-4.69936566036926	9.7836919121153e-06	0.00472166428717998	2.9602306715025	0.104830255726317
chr21:46137074-46137238(-)	TRUE	TRUE	TRUE	ENSG00000160282.13	ENSG00000160282	FTCD	-	ENST00000460011.5|ENST00000291670.9|ENST00000498355.6|ENST00000397743.1|ENST00000397746.7	5	InGen	538179	538174	ENSG00000160282.13	FTCD	FALSE	18.4063246594828	1.5670997285683	0.179856084173447	4.6781963711107	1.06237822190467e-05	0.00510675093381746	3.055711328639	0.0979138129963218
chr1:102888920-102889454(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24835	24834	ENSG00000060718.19	COL11A1	FALSE	11.0926552827276	-1.86015658881397	-0.339985004703769	-4.66867765330896	1.10239818173903e-05	0.00527817791884488	2.81143941281259	0.069739719071735
chr12:9110036-9110313(-)	TRUE	TRUE	TRUE	ENSG00000175899.14	ENSG00000175899	A2M	-	ENST00000318602.11|ENST00000539638.5	2	InGen	329401	329400	ENSG00000175899.14	A2M	FALSE	30.1442026867273	0.862755046620123	1.49970022340178	4.66405532317456	1.12235644594049e-05	0.00535257975285651	3.16600657732392	0.0765581391896141
chr2:108758549-108762100(+)	TRUE	TRUE	TRUE	ENSG00000153201.15	ENSG00000153201	RANBP2	+	ENST00000283195.10	1	InGen	71252	71253	ENSG00000153201.15	RANBP2	FALSE	68.7782347597297	0.64854613639392	2.75346742306108	4.65960870933733	1.14188690036836e-05	0.00542436579565575	2.98794433293087	0.068271592596745
chr1:102974884-102978707(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24811	24810	ENSG00000060718.19	COL11A1	FALSE	9.40825708719338	-1.67357934737954	-0.495567117162812	-4.6579430447623	1.14928748085128e-05	0.00543819491036873	2.72520425851202	0.0829234847248847
chr2:9406327-9406382(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	9.46310131859965	2.87911935820162	-1.33872096446366	4.65489735514776	1.16294015704206e-05	0.00548138494097793	2.20171128684784	0.0908903580330681
chr1:102946957-102961865(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24817	24816	ENSG00000060718.19	COL11A1	FALSE	10.6720427015338	-2.07234217858886	-0.572941530091127	-4.65201491000993	1.17600603255243e-05	0.00550195267592462	2.72702314705401	0.0671500266680128
chr1:102987741-102989517(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24805	24804	ENSG00000060718.19	COL11A1	FALSE	25.1433989136729	-2.00269265236466	0.60623380391634	-4.65193113081713	1.17638792004266e-05	0.00550195267592462	3.07713055436091	0.0762334049165703
chr10:50097803-50099977(+)	TRUE	TRUE	TRUE	ENSG00000099290.15	ENSG00000099290	FAM21A	+	ENST00000314664.11|ENST00000351071.10|ENST00000611324.4|ENST00000434114.6|ENST00000282633.9|ENST00000399339.6	6	InGen	278675	278676	ENSG00000099290.15	FAM21A	FALSE	53.0800098188932	-0.722164224871194	2.51185664589873	-4.65037406138541	1.18350740304048e-05	0.00551396099076559	2.98838758307227	0.0883035794107741
chr22:42514780-42515150(-)	TRUE	TRUE	TRUE	ENSG00000189306.10	ENSG00000189306	RRP7A	-	ENST00000323013.6|ENST00000416699.5	2	InGen	548831	548830	ENSG00000189306.10	RRP7A	FALSE	61.0465762601324	0.729411350087101	2.49090445324133	4.64630542407883	1.20230871840524e-05	0.00558009441744447	2.97308184894633	0.0823726625805885
chr14:49853865-49862799(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	256.166282217954	2.34662152338546	2.91066253438978	4.63766991484217	1.24317946793344e-05	0.0057388170566638	2.85106285087815	0.0765103310442592
chr13:30463353-30463530(-)	TRUE	TRUE	TRUE	ENSG00000189403.14	ENSG00000189403	HMGB1	-	ENST00000341423.9|ENST00000405805.5|ENST00000339872.8|ENST00000399489.5|ENST00000399494.5|ENST00000326004.4	6	InGen	360607	360606	ENSG00000189403.14	HMGB1	FALSE	305.586343528835	0.499304775660672	4.94561106325048	4.63708773254448	1.2459828668273e-05	0.0057388170566638	2.63405434993319	0.0784786408637832
chr1:102881766-102883198(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24840	24839	ENSG00000060718.19	COL11A1	FALSE	21.9973124611145	-1.79647332954424	0.64428073214669	-4.63482851218584	1.25691998011508e-05	0.00575734079977389	3.02075990248392	0.0716595499126839
chr21:44126966-44127931(+)	TRUE	TRUE	TRUE	ENSG00000241945.7	ENSG00000241945	PWP2	+	ENST00000291576.11	1	InGen	537311	537312	ENSG00000241945.7	PWP2	FALSE	8.84223702964927	-1.72662506179715	-0.114834168980712	-4.63429622123968	1.25951038679486e-05	0.00575734079977389	2.81494311078	0.28012545763788
chr18:4324711-4324780(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	21.2783050302371	-3.61400058874183	-0.440003472852351	-4.61343696044798	1.36520467900776e-05	0.00621701893183932	2.68350833240905	0.0610707397566465
chr3:64232543-64232572(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	12.0132670462872	2.00208524942888	-0.804871851009991	4.60942490231188	1.38649823921411e-05	0.00629033998909971	2.40895146653109	0.0407639978442358
chrX:19008124-19009625(-)	TRUE	TRUE	TRUE	ENSG00000173698.17	ENSG00000173698	ADGRG2	-	ENST00000379873.6|ENST00000379876.5|ENST00000379878.7|ENST00000357991.7|ENST00000357544.7|ENST00000360279.8|ENST00000379869.7|ENST00000356606.8	8	InGen	553243	553242	ENSG00000173698.17	ADGRG2	FALSE	14.9788025979225	1.64009386583715	-0.213566779007236	4.60409166212839	1.41530328285658e-05	0.00638857887916854	2.72640570772281	0.0549573066123309
chr5:148544301-148544322(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	5.98038992641808	-1.72395908638283	-0.847583026070534	-4.60277040136181	1.42252871026083e-05	0.00638857887916854	2.44903440167348	0.0501494683894371
chr17:64805101-64821766(-)	TRUE	TRUE	TRUE	ENSG00000214176.9	ENSG00000214176	PLEKHM1P1	-	ENST00000578036.5|ENST00000582986.5	2	InGen	465914	465913	ENSG00000214176.9	PLEKHM1P1	FALSE	33.6219062774011	1.65480581392515	0.707358286310455	4.60250694876552	1.42397369638211e-05	0.00638857887916854	2.93657267651428	0.0455470416344386
chr1:102935114-102939034(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24820	24819	ENSG00000060718.19	COL11A1	FALSE	13.3528522089855	-1.78103288097707	0.0100119613891523	-4.60138068420532	1.43016710992283e-05	0.00639268866027279	2.77640797682999	0.0469416301847949
chr16:88087518-88087850(+)	TRUE	TRUE	TRUE	ENSG00000260166.1	ENSG00000260166	RP11-863P13.6	+	ENST00000566155.1	1	InGen	437063	437064	ENSG00000260166.1	RP11-863P13.6	FALSE	32.2482911894929	1.72528119179126	1.07437895058189	4.59933846953092	1.44146412095135e-05	0.0064194968686515	2.94484780137423	0.0517131653353407
chr6:94627400-94735653(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	105.155213768459	0.73242476180831	3.07831642374308	4.59529382210137	1.4640941378499e-05	0.00649639484594543	2.70290508834002	0.0441046208444139
chr12:9080178-9089199(-)	TRUE	TRUE	TRUE	ENSG00000175899.14	ENSG00000175899	A2M	-	ENST00000318602.11|ENST00000462568.1	2	InGen	329417	329416	ENSG00000175899.14	A2M	FALSE	20.6832781577164	0.872421269546013	0.946563690500623	4.59152150719337	1.48551079353952e-05	0.00656736731622685	2.9100030190578	0.158363208329608
chr21:44133839-44134101(+)	TRUE	TRUE	TRUE	ENSG00000160221.16	ENSG00000160221	C21orf33	+	ENST00000291577.10|ENST00000427803.6|ENST00000480786.1|ENST00000348499.9|ENST00000389690.7|ENST00000449622.5	6	InGen	537328	537329	ENSG00000160221.16	C21orf33	FALSE	15.807661320556	-1.568546408753	0.612374269070416	-4.58981609010988	1.49529244960434e-05	0.00657818276911586	2.88516365250612	0.0464579855121854
chr6:94690181-94735653(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	211.464638134892	0.722485777979973	4.29855376087632	4.58916208806969	1.49906011715188e-05	0.00657818276911586	2.52262303102576	0.0435909380057885
chr12:9109406-9109866(-)	TRUE	TRUE	TRUE	ENSG00000175899.14	ENSG00000175899	A2M	-	ENST00000318602.11|ENST00000539638.5	2	InGen	329402	329401	ENSG00000175899.14	A2M	FALSE	24.9619737528571	0.708875102244523	1.29337162496314	4.5882640434825	1.50424870560296e-05	0.00657818276911586	2.90579915825205	0.057424159710326
chr1:102889563-102890450(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24834	24833	ENSG00000060718.19	COL11A1	FALSE	12.7055532929701	-1.81465967160062	-0.115946971208926	-4.58161728518423	1.54319661274394e-05	0.00672422944201887	2.67662444145378	0.0631311862480818
chr1:149196013-149196046(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	13.695466002206	3.46308675924286	-1.61908678430061	4.57602275080177	1.57673527668889e-05	0.00683370131723981	1.96407586291049	0.175798539413866
chr1:102887057-102888576(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24838	24837	ENSG00000060718.19	COL11A1	FALSE	13.773993627619	-1.76540860598796	-0.0573265406856841	-4.57554974937313	1.57960305845357e-05	0.00683370131723981	2.6703334065216	0.0553935228806763
chr1:102913691-102914351(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24828	24827	ENSG00000060718.19	COL11A1	FALSE	12.8800414424804	-1.52752567073423	-0.0738736434204386	-4.57237976115949	1.59895347579716e-05	0.00689279823264106	2.63370218183974	0.181386129613223
chr21:5139879-5140952(-)	TRUE	TRUE	TRUE	ENSG00000275464.4	ENSG00000275464	CH507-9B2.5	-	ENST00000617716.3	1	InGen	532093	532092	ENSG00000275464.4	CH507-9B2.5	FALSE	20.9490891547192	1.92004667607556	0.576064619083402	4.57078990256061	1.60874473017743e-05	0.00691041433139406	2.76724901525408	0.0517754904618379
chr1:103017883-103018817(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5|ENST00000427239.5	6	InGen	24786	24785	ENSG00000060718.19	COL11A1	FALSE	9.59486997285671	-1.69267309262396	-0.471096263092081	-4.56763740634846	1.62833181496021e-05	0.00693857575627379	2.51956383081867	0.0497012763132061
chr15:22542851-22542942(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000613386.4|ENST00000619021.4	2	InGen	388755	388756	ENSG00000276550.4	HERC2P2	FALSE	109.754040986771	2.00419341651274	2.73894547328939	4.56760100971467	1.62855929913417e-05	0.00693857575627379	2.68505143093534	0.0512707642442689
