""	gene_id	Symbol	gene_type	chr	start	end	strand	length	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000399429.7	ENSG00000215018.9	COL28A1	protein_coding	chr7	7357875	7535853	-	4277	0.437563496816858	0.936025309011627	5.0771928266645	8.09644646215834e-07	0.000138891864833413	5.37679514187468	0.407570509723873
ENST00000615329.4	ENSG00000136643.11	RPS6KC1	protein_coding	chr1	213051233	213273464	+	4022	0.246238011321681	3.96891328415813	5.07588023500888	8.14668399013271e-07	0.000139436051048387	4.88860843871137	0.0821160082420181
ENST00000424358.1	ENSG00000126005.16	MMP24-AS1	protein_coding	chr20	35277150	35278129	-	867	0.345423467706155	0.689017513817107	5.07306963760893	8.2552740420789e-07	0.000140974247808372	5.38796416342627	0.0273579586156741
ENST00000436561.1	ENSG00000231995.2	RP11-111F5.2	processed_pseudogene	chr9	62266319	62266919	+	601	-0.42205738299929	1.6365615717098	-5.06611741348305	8.52994333960368e-07	0.000145335181665659	5.22681876173266	0.0686555484130133
ENST00000262419.10	ENSG00000120071.12	KANSL1	protein_coding	chr17	46029956	46192800	-	5309	0.635223935734587	1.72168522127163	5.06498314189391	8.57558892422402e-07	0.000145783075912954	5.20238536959166	0.388900414564247
ENST00000281038.9	ENSG00000137513.9	NARS2	protein_coding	chr11	78435961	78574864	-	2519	0.273552729420466	2.65753696973699	5.06386636385106	8.62076183964594e-07	0.000146220935446373	5.04877480677931	0.0918896162125375
ENST00000261177.9	ENSG00000110900.14	TSPAN11	protein_coding	chr12	30926958	30996599	+	5505	0.4382149652945	1.7162921992624	5.06170429561424	8.70887255364766e-07	0.000147383479357899	5.18862634604119	0.284421919941041
ENST00000469415.1	ENSG00000126217.20	MCF2L	protein_coding	chr13	113093601	113098548	+	3027	0.244332849939263	3.00264885072019	5.06111524568733	8.73302902337107e-07	0.000147460915408308	4.97645549648149	0.0352757883294353
ENST00000547691.6	ENSG00000198707.14	CEP290	protein_coding	chr12	88049016	88104188	-	5968	-0.237010831646629	2.90783391130264	-5.05980908844824	8.78682542515839e-07	0.000148037368219967	4.99090354097584	0.0649316447830558
ENST00000304004.7	ENSG00000171453.17	POLR1C	protein_coding	chr6	43517089	43529585	+	1280	-0.328945271290745	0.549188025284225	-5.05346485672475	9.05272671986419e-07	0.000152176740300503	5.32431324994743	0.100110782710945
ENST00000370898.7	ENSG00000254685.6	FPGT	protein_coding	chr1	74198212	74207234	+	3254	-0.157300421221287	3.0079639623009	-5.0519159695548	9.11881927716474e-07	0.000152946361012027	4.93704032182995	0.140034571943808
ENST00000548670.1	ENSG00000139220.16	PPFIA2	protein_coding	chr12	81358183	81369405	-	617	-0.391735849773832	1.11845138566091	-5.04676716456298	9.34190261364805e-07	0.000156339854206938	5.21170531674424	0.179220880236004
ENST00000449549.3	ENSG00000237172.3	B3GNT9	protein_coding	chr16	67148105	67151214	-	2917	-0.229271053277226	1.7751326287635	-5.04081146131328	9.60654757950781e-07	0.000160290840920909	5.09106152573695	0.578884186566304
ENST00000319651.9	ENSG00000176809.10	LRRC37A3	protein_coding	chr17	64854370	64897660	-	5537	3.54556372532281	-0.947763871437042	5.04050061321724	9.62055798061994e-07	0.000160290840920909	5.36847339251821	0.0464345153303764
ENST00000413510.3	ENSG00000237152.3	DLEU7-AS1	antisense	chr13	50807856	50849905	+	1806	0.776294482678101	-1.17978338570089	5.03497131765168	9.87310608149972e-07	0.000163492593004529	5.33766364547038	0.0422122780709408
ENST00000305949.5	ENSG00000172167.7	MTBP	protein_coding	chr8	120445426	120523635	+	3059	-0.253731144803419	1.4144458827627	-5.03492799679605	9.87510988394451e-07	0.000163492593004529	5.11714107241785	0.0444068669002193
ENST00000472686.1	ENSG00000161542.16	PRPSAP1	protein_coding	chr17	76313601	76328986	-	561	0.524235081548416	-1.02203119290508	5.0348686871802	9.87785388427157e-07	0.000163492593004529	5.34349285410776	0.0833676847057058
ENST00000618256.1	ENSG00000275367.1	RP11-266K4.14	lincRNA	chr12	8217758	8221115	+	3358	0.190019193116396	5.22992377450304	5.03348921397914	9.94188502399384e-07	0.000164191539314025	4.5050145433993	0.114677099124334
ENST00000435127.1	ENSG00000232759.1	AC002480.3	antisense	chr7	22563337	22573996	+	2432	0.551466935934894	-0.478609075641313	5.03024241351088	1.00941835763969e-06	0.000166111757671748	5.31124902808039	0.119298044320337
ENST00000443455.5	ENSG00000196912.12	ANKRD36B	protein_coding	chr2	97547565	97589864	-	1661	-0.400781010398603	1.90327999037209	-5.03007135211864	1.01022699828255e-06	0.000166111757671748	5.02197721395253	0.104628128594955
ENST00000431681.5	ENSG00000237296.9	SMG1P1	transcribed_unprocessed_pseudogene	chr16	22475037	22492220	+	2913	-0.295741349747166	5.94565618525483	-5.02901959519525	1.01521267127535e-06	0.000166567867235458	4.37326173643089	0.289172352965426
ENST00000474488.1	ENSG00000077044.10	DGKD	protein_coding	chr2	233434467	233442591	+	1355	0.641563871218095	-0.802513354963623	5.02780556058225	1.02099724125089e-06	0.000167152785307312	5.31289145892086	0.0472379547866645
ENST00000457997.1	ENSG00000206192.7	ANKRD20A9P	unprocessed_pseudogene	chr13	18816718	18871967	-	2978	-1.03511952624554	-1.78251042825322	-5.0269804101341	1.02494709319743e-06	0.000167435446077235	5.15176319064687	0.229657897490809
ENST00000421278.2	ENSG00000137073.20	UBAP2	protein_coding	chr9	33948374	33989043	-	833	-0.24558785579566	1.97382320637035	-5.02595865111302	1.02985859864543e-06	0.000167873638972703	4.98302582505069	0.0417315579725759
ENST00000603468.1	ENSG00000270607.1	RP11-359E10.1	lincRNA	chr11	19710934	19712619	-	1686	0.296547452465035	0.802802169743513	5.02414826151588	1.03861703989211e-06	0.000168935660166815	5.15393050103532	0.173624930318141
ENST00000477640.1	ENSG00000164398.12	ACSL6	protein_coding	chr5	131993166	132012243	-	581	0.495381402575709	-1.05472499211457	5.02269480478963	1.04570087517981e-06	0.000169721308639905	5.29013683974915	0.0596863866653181
ENST00000605830.5	ENSG00000271270.5	TMCC1-AS1	antisense	chr3	129893871	129908911	+	3496	0.175319101750234	2.67230520776323	5.02106437296521	1.05370296306561e-06	0.000170652293431199	4.85595054347701	0.0855774690851542
ENST00000360772.7	ENSG00000065534.18	MYLK	protein_coding	chr3	123610049	123884331	-	10027	-0.360832824098478	1.62170454399581	-5.0203088130704	1.0574313056118e-06	0.000170888614150899	5.02115777998012	0.0228342949737483
ENST00000483234.5	ENSG00000028310.17	BRD9	protein_coding	chr5	863741	879315	-	2211	-0.448698121890503	1.71351241449001	-5.01741712323767	1.07181889952616e-06	0.00017284284690453	4.99189756370976	0.0456260392139116
ENST00000609438.1	ENSG00000185477.4	GPRIN3	protein_coding	chr4	89236386	89308010	-	14244	-0.251323679435199	5.13959147139723	-5.01675730635764	1.07512829493175e-06	0.000173006061459434	4.4470762679336	0.0904505904010628
ENST00000495167.3	ENSG00000179277.9	MEIS3P1	processed_pseudogene	chr17	15786618	15787575	+	958	0.383205769889031	0.212573673102164	5.01561474548825	1.0808823829419e-06	0.00017356113299994	5.1910483196339	0.0514289621001818
ENST00000409681.1	ENSG00000068654.15	POLR1A	protein_coding	chr2	86026328	86106155	-	6454	-1.48453713157983	1.75430202677307	-5.01400514749717	1.08903918110292e-06	0.000174498833382297	4.9675796650735	0.0682192809576452
ENST00000589026.5	ENSG00000226752.8	PSMD5-AS1	processed_transcript	chr9	120824828	120851355	+	525	-0.612451978633548	-1.51543288863843	-5.01231837868614	1.09765103532893e-06	0.00017514672098692	5.19572823430106	0.0669803555587098
ENST00000626677.1	ENSG00000242086.8	LINC00969	lincRNA	chr3	195689425	195696554	+	378	0.436834426825118	-0.383567465636259	5.01220842960309	1.09821466863494e-06	0.00017514672098692	5.2269724846631	0.0682858934952029
ENST00000606162.5	ENSG00000122378.13	FAM213A	protein_coding	chr10	80408493	80437115	+	5859	0.219364414985793	5.19751556954013	5.01184888965106	1.1000597408917e-06	0.00017514672098692	4.41532391176727	0.0581747193494706
ENST00000590866.2	ENSG00000160953.15	MUM1	protein_coding	chr19	1354972	1359894	+	1513	0.319108807636941	0.47562617010179	5.01040895010548	1.10747930704311e-06	0.000175956031928502	5.13662902347785	0.110339059050023
ENST00000585850.1	ENSG00000141338.13	ABCA8	protein_coding	chr17	68931762	68955392	-	1502	-0.301460404642566	2.24526795320222	-5.00749620308851	1.12263630508092e-06	0.000177988668419661	4.85452280288682	0.0341075437602028
ENST00000397527.5	ENSG00000126001.15	CEP250	protein_coding	chr20	35455329	35519280	+	15703	-0.134172707091621	4.82901013514212	-5.00190952385836	1.15227189326352e-06	0.000181944870314267	4.42891672009529	0.0479666030951351
ENST00000230361.3	ENSG00000112599.8	GUCA1B	protein_coding	chr6	42184401	42194916	-	1113	0.486902035794885	-0.602153314596826	5.00188169455653	1.15242139903471e-06	0.000181944870314267	5.19235221317674	0.0336240489829452
ENST00000265174.4	ENSG00000138801.8	PAPSS1	protein_coding	chr4	107613666	107720452	-	2731	-0.117307137757769	5.7193590028739	-5.0007426334262	1.15855686240193e-06	0.000182530876047336	4.27913239980695	0.281341403624611
ENST00000509903.5	ENSG00000153113.23	CAST	protein_coding	chr5	96702806	96771679	+	2171	5.02834857592499	-2.66904576944566	4.99998097526796	1.16267711416693e-06	0.000182797600815861	4.57541821621099	0.334315364305315
ENST00000326793.10	ENSG00000114331.13	ACAP2	protein_coding	chr3	195274736	195443078	-	7160	-0.158443063889065	5.30539953188842	-4.99780301387732	1.17453744848301e-06	0.000184277584807932	4.33614817388036	0.0618375224188222
ENST00000442218.2	ENSG00000211584.13	SLC48A1	protein_coding	chr12	47773208	47782753	+	3010	-0.141220878044782	5.19460328610879	-4.9964219786113	1.18211865598442e-06	0.000185081442543723	4.34134600128014	0.0290335143234345
ENST00000550135.5	ENSG00000176593.7	CTD-2368P22.1	processed_transcript	chr19	58002061	58011232	+	6438	-0.236507236246011	3.03123980953667	-4.99594549734562	1.18474528566549e-06	0.000185107847963034	4.68408154676543	0.0897925360080136
ENST00000514004.5	ENSG00000001084.10	GCLC	protein_coding	chr6	53512989	53545033	-	2356	-0.343861238073904	1.17146942132698	-4.99408191556909	1.19507278182334e-06	0.000186334857404418	4.97034778198938	0.0338665105179753
ENST00000318006.9	ENSG00000166887.15	VPS39	protein_coding	chr15	42158701	42208316	-	4844	-0.100414437965472	5.32105886234488	-4.99326545533729	1.19962481661538e-06	0.000186658151476214	4.31242377092666	0.38803758728757
ENST00000514247.5	ENSG00000109775.10	UFSP2	protein_coding	chr4	185399540	185425979	-	2348	0.279138110380245	1.95679920030586	4.99277527799419	1.2023657797302e-06	0.000186698895888045	4.84367957020162	0.212493677504146
ENST00000466256.6	ENSG00000058453.16	CROCC	protein_coding	chr1	16740273	16941434	+	1868	-0.351032580880163	-0.0282486113058381	-4.98905800634683	1.22335027182456e-06	0.000189566431318591	5.10003178636029	0.313059557151548
ENST00000502637.5	ENSG00000242110.7	AMACR	protein_coding	chr5	33988684	34008104	-	1598	2.57074092074462	-3.55117413728791	4.98847557351769	1.22667016041575e-06	0.000189690560802361	4.07606873561923	0.0512184691599824
ENST00000618775.4	ENSG00000259429.5	UBE2Q2P2	transcribed_unprocessed_pseudogene	chr15	82355142	82414738	+	648	0.367285379423803	0.0481088326988025	4.98795264703835	1.22965829322891e-06	0.000189762984436016	5.08699482292393	0.0517541841047727
ENST00000566442.5	ENSG00000214013.9	GANC	protein_coding	chr15	42273658	42314833	+	2512	-0.288492001865433	0.810009245073923	-4.98018760711714	1.27486794225546e-06	0.000196337484383061	4.96174583781351	0.108569387636564
ENST00000443998.1	ENSG00000230202.1	RP11-632C17__A.1	processed_pseudogene	chr6	117998975	117999448	+	474	-1.55792973156781	-1.31973975556537	-4.97262793487366	1.32042598417903e-06	0.000202938694780692	5.04449950831419	0.075772502494875
ENST00000564604.5	ENSG00000261377.5	PDCD6IPP2	transcribed_unprocessed_pseudogene	chr15	28832331	28851557	+	559	0.977280721559499	-1.30435467501097	4.97102380345345	1.33029398393548e-06	0.000204038919829322	5.0577887510466	0.0308606864300236
ENST00000636308.1	ENSG00000265479.6	DTX2P1-UPK3BP1-PMS2P11	processed_transcript	chr7	76959835	77025733	+	4646	-0.162072891685787	5.03445356146623	-4.97022575165526	1.33522985352613e-06	0.00020437972568943	4.25151283931699	0.115987360599207
ENST00000324472.8	ENSG00000177990.11	DPY19L2	protein_coding	chr12	63558913	63668577	-	4060	0.254287441329288	2.68160804535398	4.96943580281213	1.34013306822593e-06	0.000204714160720134	4.62333833046606	0.0415958473075656
ENST00000563701.1	ENSG00000261079.1	RP11-252A24.3	lincRNA	chr16	74367462	74369826	+	2365	0.41142243302273	-0.495869562568887	4.96871270562084	1.3446366143871e-06	0.000204986313345907	5.04294514430046	0.202773373071611
ENST00000264156.2	ENSG00000076003.4	MCM6	protein_coding	chr2	135839626	135876426	-	3736	-0.230226895831814	3.08906129852803	-4.96791081038111	1.34964806125918e-06	0.00020533463807145	4.54654966484775	0.413547822973104
ENST00000506640.2	ENSG00000228327.3	RP11-206L10.2	transcribed_unprocessed_pseudogene	chr1	725885	778626	-	6432	0.327071020981731	3.69797730664924	4.96503837416556	1.36774819706365e-06	0.000207668848735215	4.4335014640239	0.0290586316339294
ENST00000603472.1	ENSG00000270681.1	RP11-372K14.2	antisense	chr4	151139991	151141103	+	1113	0.517162146776306	-1.14113946773393	4.96064281821316	1.39590179342136e-06	0.000211517038552855	5.02232537919045	0.0351076253129935
ENST00000335606.10	ENSG00000242110.7	AMACR	protein_coding	chr5	33986178	34008108	-	4153	0.44063454144171	1.53076975943168	4.95954517270074	1.40301929796199e-06	0.000212168635161083	4.76578254127562	0.0379235680489122
ENST00000425591.1	ENSG00000203335.4	AC006019.3	antisense	chr7	154055585	154059561	-	2470	-0.427824447399015	-0.356970055287839	-4.95856747980432	1.40938856376242e-06	0.000212704696088946	4.99435078050247	0.0255830315043072
ENST00000560571.1	ENSG00000170776.20	AKAP13	protein_coding	chr15	85380571	85382170	+	712	0.393231568341507	-0.842613234348185	4.94510462733576	1.4999915768357e-06	0.000225648317158851	4.95617316483884	0.108402022881978
ENST00000281456.10	ENSG00000151729.10	SLC25A4	protein_coding	chr4	185143241	185150382	+	4440	-0.1576898081863	5.62720084297273	-4.94493821482319	1.50114603694889e-06	0.000225648317158851	4.0420482615315	0.108437098854844
ENST00000569858.1	ENSG00000260735.1	RP11-72I8.1	antisense	chr16	15094411	15109197	+	2598	0.345420121551405	2.57610860259213	4.94323076335929	1.51304099788299e-06	0.000226983275915478	4.51555680040091	0.0249827187601213
ENST00000620528.4	ENSG00000280071.3	CH507-9B2.3	protein_coding	chr21	5116341	5128425	-	1640	2.98586459598679	0.634608956893626	4.94240468217202	1.51882858850975e-06	0.000227043994259497	4.83403849326628	0.0867638899018537
ENST00000514079.5	ENSG00000006283.17	CACNA1G	protein_coding	chr17	50561460	50626766	+	6891	-2.60968435052808	-3.89923550134969	-4.94231254966873	1.51947540276443e-06	0.000227043994259497	3.63711589576718	0.0218841954216098
ENST00000540351.1	ENSG00000150991.14	UBC	protein_coding	chr12	124913290	124914141	-	622	0.904745134662379	0.45175419324499	4.9384983992948	1.54648779674953e-06	0.000230622672248337	4.8122618339644	0.0958922462784881
ENST00000420823.5	ENSG00000224957.5	LINC01266	lincRNA	chr3	536231	846015	+	3948	-0.582090396885299	-0.189011422141609	-4.93323390170663	1.58453639090279e-06	0.000235829745182803	4.87099329474507	0.0344687668661423
ENST00000433310.6	ENSG00000232855.6	AF131217.1	lincRNA	chr21	28439346	28674848	-	6103	-0.407219629937694	0.702275446251694	-4.92591825544327	1.63891686837125e-06	0.000243442190217299	4.73566521998477	0.0882156763203878
ENST00000511430.1	ENSG00000004468.12	CD38	protein_coding	chr4	15778312	15826086	+	1672	-0.462354891924329	-0.669859402819186	-4.92491982420902	1.64647729004706e-06	0.000244083776055421	4.86517179299731	0.0257745678293587
ENST00000370179.7	ENSG00000125534.9	PPDPF	protein_coding	chr20	63520724	63522206	+	868	-0.292831704755182	2.48644117878538	-4.92099320089876	1.67653954635227e-06	0.000248052095670419	4.43854573885776	0.166971542766882
ENST00000430983.5	ENSG00000214174.8	AMZ2P1	transcribed_unprocessed_pseudogene	chr17	64966550	64975568	-	3425	0.231403466016887	2.37709701551866	4.91857313541245	1.69533139515217e-06	0.000250340611838265	4.44448933876989	0.0241972634115406
ENST00000524590.5	ENSG00000109971.13	HSPA8	protein_coding	chr11	123060593	123062032	-	536	1.37193663768018	-1.97461334025097	4.91057912011297	1.75886463390045e-06	0.000259213966173012	4.67028881745284	0.125676184995418
ENST00000489469.5	ENSG00000205670.10	SMIM11A	protein_coding	chr21	34375509	34400175	+	780	0.322390531638998	0.76562382020074	4.90892421108641	1.77230201963076e-06	0.000260684165617916	4.64987058161139	0.349626287670934
ENST00000581666.1	ENSG00000265015.1	RP11-454P7.3	transcribed_processed_pseudogene	chr18	15196999	15197729	-	415	-0.437667305746786	-0.200757974900995	-4.90646795767044	1.79242935146038e-06	0.000263130725202982	4.75190301158657	0.0734189902194497
ENST00000436911.6	ENSG00000227191.8	TRGC2	TR_C_gene	chr7	38239580	38249572	-	1013	0.847900006413759	-1.72275881907305	4.90091779298603	1.83872684853423e-06	0.000269402101626973	4.6919477347936	0.104474299862814
ENST00000530122.1	ENSG00000254995.4	STX16-NPEPL1	protein_coding	chr20	58651434	58715410	+	3433	0.334938542203258	2.56639527853712	4.8994791027478	1.8509154123719e-06	0.000270661337456923	4.32771092581964	0.0447233672513061
ENST00000483795.5	ENSG00000119185.12	ITGB1BP1	protein_coding	chr2	9405694	9423456	-	1913	0.597075975075092	-0.335618467449925	4.89259084054868	1.91036379561485e-06	0.000278813153263486	4.70424159887264	0.0688168182494447
ENST00000439119.5	ENSG00000206145.8	P2RX6P	transcribed_unprocessed_pseudogene	chr22	21035243	21045012	-	468	-0.803076404725557	-1.35753642517996	-4.89020574231666	1.93137534128358e-06	0.000281334517556529	4.70953889826271	0.174432160902232
ENST00000418006.1	ENSG00000235049.1	LINC00940	lincRNA	chr12	1929202	1936574	-	2350	-0.684390696853892	-1.85752403858583	-4.88857158213957	1.94590034016958e-06	0.000282903105632878	4.61221084402314	0.0795184922082925
ENST00000528851.5	ENSG00000110077.14	MS4A6A	protein_coding	chr11	60172014	60183104	-	1806	0.930373649798977	-0.530235374098841	4.88544009899345	1.97402983594758e-06	0.000286439716599954	4.68154967212438	0.0868215913121188
ENST00000341633.9	ENSG00000103351.12	CLUAP1	protein_coding	chr16	3501012	3536559	+	1643	-0.285571610398981	2.1398260353793	-4.88294354099302	1.99673727542673e-06	0.000288493818130433	4.32628735842759	0.0272639446020585
ENST00000373840.8	ENSG00000119396.10	RAB14	protein_coding	chr9	121178137	121201869	-	4145	-0.0940540372962011	6.09493650872688	-4.8827851479204	1.99818642946512e-06	0.000288493818130433	3.69612463245731	0.167462749901124
ENST00000511830.2	ENSG00000179978.11	RP11-1319K7.1	unprocessed_pseudogene	chr5	70094659	70128434	-	3544	0.59587591895319	3.10376666234546	4.88262220197096	1.99967829959349e-06	0.000288493818130433	4.15631104118919	0.100946829932916
ENST00000310380.10	ENSG00000173950.15	XXYLT1	protein_coding	chr3	195068279	195271167	-	2727	-0.205868588353312	1.65568729904201	-4.8810448123997	2.01417606470881e-06	0.000290029799726875	4.40344687669143	0.0554121108974193
ENST00000565330.5	ENSG00000167965.17	MLST8	protein_coding	chr16	2205454	2209098	+	1403	2.02388160768193	-2.70220421569205	4.87606321046305	2.06063238636897e-06	0.000296152985467673	4.12663286981858	0.176705298602215
ENST00000366977.7	ENSG00000117697.14	NSL1	protein_coding	chr1	212736956	212791782	-	2317	-0.110432697855975	3.65534579424985	-4.87485232257562	2.07208019449028e-06	0.00029723102355594	4.04192841669788	0.088733162017395
ENST00000400175.9	ENSG00000118680.12	MYL12B	protein_coding	chr18	3262613	3278284	+	1025	1.75734028916612	0.0754037192803619	4.87414001260498	2.07884311916579e-06	0.000297634213804671	4.55762888850014	0.0252626733171552
ENST00000587483.5	ENSG00000108309.12	RUNDC3A	protein_coding	chr17	44310704	44318669	+	3686	-0.171286939804853	3.82664928750903	-4.87178817819584	2.10132418126033e-06	0.00030028201663479	4.00332981966338	0.0539279305504399
ENST00000432365.6	ENSG00000065054.13	SLC9A3R2	protein_coding	chr16	2026928	2038489	+	1564	0.869045086911072	0.513766222203806	4.86871115339611	2.1310925158641e-06	0.000303959178555321	4.50437997306065	0.0546846879087061
ENST00000355346.8	ENSG00000119185.12	ITGB1BP1	protein_coding	chr2	9405684	9423547	-	1963	0.734201582698032	3.01969670718929	4.86734922555534	2.14439813352961e-06	0.000305278788351571	4.11076724692252	0.027586274053921
ENST00000343638.9	ENSG00000108312.14	UBTF	protein_coding	chr17	44205033	44220963	-	4684	0.18921645532686	3.79752264973096	4.86605318784732	2.15713458883853e-06	0.000306512544812907	3.98448065538743	0.240244740747967
ENST00000479049.6	ENSG00000135636.13	DYSF	protein_coding	chr2	71576899	71686763	+	3399	-0.626273594060329	2.37762689374691	-4.86518009347043	2.16575588312774e-06	0.000307158022226868	4.20375550207634	0.168273201508701
ENST00000392176.3	ENSG00000213077.5	FAM106A	protein_coding	chr17	18524566	18526846	-	2281	0.207263812344127	2.82645728493429	4.86174417770259	2.20000817762126e-06	0.000310950258769944	4.12237868099373	0.0287744525708359
ENST00000309295.8	ENSG00000173442.12	EHBP1L1	protein_coding	chr11	65576038	65592650	+	5185	0.240645734549931	2.87499999719305	4.86167006515472	2.20075273771236e-06	0.000310950258769944	4.11139871770022	0.447340521908197
ENST00000414594.5	ENSG00000164402.13	SEPT8	protein_coding	chr5	132763769	132778009	-	693	-0.638926148760281	-1.15064126751096	-4.86105357555449	2.2069556525084e-06	0.000311242740139991	4.60025258163569	0.120788626201479
ENST00000525200.5	ENSG00000172890.11	NADSYN1	protein_coding	chr11	71455125	71501541	+	3616	0.333573986133021	1.40912615032528	4.86020011920684	2.21557075144852e-06	0.000311873677982872	4.34355817914538	0.0961552317633355
ENST00000424611.5	ENSG00000180229.12	HERC2P3	transcribed_unprocessed_pseudogene	chr15	20438697	20453675	-	1956	0.428415543671749	2.88640933793564	4.85588448532781	2.25963458100266e-06	0.000317482874367032	4.07530471247999	0.293809446709631
ENST00000505448.3	ENSG00000251615.3	RP11-774O3.3	lincRNA	chr4	8355090	8358338	-	3249	-0.27328360636909	1.97421580864574	-4.85531582226091	2.26550358313504e-06	0.000317714728756642	4.23997511032998	0.0416030920780154
ENST00000379711.2	ENSG00000198879.11	SFMBT2	protein_coding	chr10	7348142	7408745	-	692	0.407421280306002	0.0580708970272555	4.85285716595473	2.29104866986565e-06	0.000319995962311102	4.49399868773488	0.0913963745590335
ENST00000549464.5	ENSG00000067798.14	NAV3	protein_coding	chr12	77830905	78050007	+	2595	0.398898106986331	1.17247893297312	4.85239692460626	2.29586135113139e-06	0.000319995962311102	4.34504185876265	0.0873570676860991
ENST00000530179.1	ENSG00000110077.14	MS4A6A	protein_coding	chr11	60178171	60183083	-	548	1.47349693956787	-3.13943962948691	4.85238460869999	2.29599027105035e-06	0.000319995962311102	3.9710439329263	0.454344385218418
ENST00000509835.5	ENSG00000198589.10	LRBA	protein_coding	chr4	150264661	150849537	-	5578	-2.78179671055114	-2.69171955438143	-4.85211954186806	2.29876662298406e-06	0.000319995962311102	4.53349553727308	0.341359774880749
ENST00000553116.5	ENSG00000111540.15	RAB5B	protein_coding	chr12	55973913	55994706	+	3322	-0.126365221900297	5.98553170898525	-4.83893124951452	2.44107613256401e-06	0.000339178971341814	3.51854330744274	0.0620846474211299
ENST00000569335.1	ENSG00000128731.15	HERC2	protein_coding	chr15	28222148	28229516	-	582	0.44026678501412	-0.600764896104437	4.8375949145146	2.45596215275888e-06	0.000340618883539814	4.4862062383976	0.391688156173971
ENST00000343677.3	ENSG00000187837.3	HIST1H1C	protein_coding	chr6	26055787	26056428	-	642	-0.249375266376254	4.00494906631776	-4.83551023086606	2.47935968596588e-06	0.000342966970809482	3.81985180405223	0.266278808471202
ENST00000319540.8	ENSG00000145284.11	SCD5	protein_coding	chr4	82629539	82798857	-	3101	-0.111916621166315	7.61376634829137	-4.83489182514166	2.4863417183173e-06	0.000342966970809482	3.2328904402849	0.0368397503661498
ENST00000435744.5	ENSG00000224309.7	ANKRD30BP2	transcribed_unprocessed_pseudogene	chr21	13038208	13067033	+	1610	0.678455559836356	-1.43475332725857	4.83487296619884	2.48655494113555e-06	0.000342966970809482	4.4759659665788	0.487862288152625
ENST00000367749.3	ENSG00000076258.9	FMO4	protein_coding	chr1	171314234	171342084	+	2252	-0.358334054837122	-0.113943712174727	-4.83307936742621	2.5069146737362e-06	0.000345143029551005	4.43084558912519	0.027914698006718
ENST00000230381.6	ENSG00000112619.7	PRPH2	protein_coding	chr6	42696600	42722574	-	2976	0.582931101468316	1.42466385439472	4.83028289246015	2.53898014996694e-06	0.000348919810426752	4.20272699830324	0.0433854218048584
ENST00000483757.5	ENSG00000107099.15	DOCK8	protein_coding	chr9	273059	381387	+	4788	0.553201059358232	-0.264942002366497	4.82690653605758	2.57822311462144e-06	0.000353667403531923	4.4123081709489	0.0594966731551367
ENST00000297488.10	ENSG00000129422.14	MTUS1	protein_coding	chr8	17643799	17697670	-	3731	-0.246188718836591	5.19123507215387	-4.82628823587279	2.58547275297172e-06	0.000354017031915541	3.5801458483737	0.203974929082347
ENST00000360793.7	ENSG00000008283.15	CYB561	protein_coding	chr17	63432304	63446378	-	3001	0.234095452247714	3.92793994745466	4.82473660453972	2.60375264890312e-06	0.000355522414792982	3.78288231294254	0.0736894293579882
ENST00000452357.6	ENSG00000089127.12	OAS1	protein_coding	chr12	112906850	112918462	+	1990	1.27960246462495	-1.90962167935017	4.82455429534031	2.60590862932354e-06	0.000355522414792982	4.34069045199409	0.0870662028575923
ENST00000347364.7	ENSG00000125863.17	MKKS	protein_coding	chr20	10401009	10434222	-	6714	-0.587492667751482	2.77170307283409	-4.82272002130216	2.6276968802076e-06	0.000357846698646572	3.96178895755399	0.166325403471514
ENST00000311403.4	ENSG00000174282.11	ZBTB4	protein_coding	chr17	7459366	7484263	-	5956	0.419626837085428	4.16822683709624	4.82147575665663	2.64257684813398e-06	0.00035906803884121	3.71996234429477	0.0897877133458341
ENST00000564661.1	ENSG00000103260.8	METRN	protein_coding	chr16	716427	717817	+	1174	0.382762080017677	0.919860751186303	4.82117371836351	2.64620113873337e-06	0.00035906803884121	4.24763547988922	0.0814528421813857
ENST00000464741.2	ENSG00000182771.18	GRID1	protein_coding	chr10	85601994	86366493	-	3243	-0.151384075671628	3.8635880154996	-4.81973956602008	2.66347580935555e-06	0.000360762049868268	3.76531809104146	0.0171906151038803
ENST00000540458.5	ENSG00000111664.10	GNB3	protein_coding	chr12	6839954	6847393	+	2869	0.374155747281749	0.514919380966288	4.81804948194012	2.68397311050904e-06	0.0003623120680223	4.29255879003681	0.114831633964547
ENST00000477773.1	ENSG00000058453.16	CROCC	protein_coding	chr1	16948391	16951338	+	648	-0.390501751155096	-0.350278128895985	-4.81773507730041	2.6878029787736e-06	0.0003623120680223	4.38775370079878	0.0361431491363976
ENST00000309765.4	ENSG00000173769.4	TOPAZ1	protein_coding	chr3	44241886	44332098	+	5334	-0.652323493190333	-1.14074379542334	-4.8176079972442	2.68935248143602e-06	0.0003623120680223	4.41752943543358	0.0769350328701547
ENST00000528517.5	ENSG00000143156.13	NME7	protein_coding	chr1	169230714	169367730	-	1087	1.37465971394931	-1.66089656026278	4.81691192689444	2.69785507450542e-06	0.000362808513939158	4.37047818881011	0.0251673513171226
