gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,Dentate Gyrus
ENSG00000177994.15,ENSG00000177994,C2orf73,chr2,protein_coding,0,0,1,0
ENSG00000162994.15,ENSG00000162994,CLHC1,chr2,protein_coding,0,1,0,0
ENSG00000203327.2,ENSG00000203327,AC012358.7,chr2,antisense,0,1,0,0
ENSG00000227799.1,ENSG00000227799,AC012358.4,chr2,processed_pseudogene,1,1,1,0
ENSG00000272606.1,ENSG00000272606,RP11-554J4.1,chr2,antisense,0,0,1,0
ENSG00000028116.16,ENSG00000028116,VRK2,chr2,protein_coding,0,0,1,0
ENSG00000233426.3,ENSG00000233426,EIF3FP3,chr2,processed_pseudogene,0,1,1,0
ENSG00000212978.6,ENSG00000212978,AC016747.3,chr2,processed_transcript,1,0,0,0
ENSG00000169764.14,ENSG00000169764,UGP2,chr2,protein_coding,0,1,0,0
ENSG00000119862.12,ENSG00000119862,LGALSL,chr2,protein_coding,0,1,0,0
ENSG00000179833.4,ENSG00000179833,SERTAD2,chr2,protein_coding,1,0,1,0
ENSG00000138069.16,ENSG00000138069,RAB1A,chr2,protein_coding,1,0,0,0
ENSG00000172974.11,ENSG00000172974,AC007318.5,chr2,processed_pseudogene,0,1,0,0
ENSG00000115956.9,ENSG00000115956,PLEK,chr2,protein_coding,0,0,1,0
ENSG00000163219.11,ENSG00000163219,ARHGAP25,chr2,protein_coding,0,0,1,0
ENSG00000169604.19,ENSG00000169604,ANTXR1,chr2,protein_coding,0,1,1,0
ENSG00000115977.18,ENSG00000115977,AAK1,chr2,protein_coding,0,1,0,0
ENSG00000196975.15,ENSG00000196975,ANXA4,chr2,protein_coding,1,1,0,1
ENSG00000244617.2,ENSG00000244617,ASPRV1,chr2,protein_coding,1,0,0,0
ENSG00000179818.13,ENSG00000179818,PCBP1-AS1,chr2,processed_transcript,1,1,1,0
ENSG00000116005.11,ENSG00000116005,PCYOX1,chr2,protein_coding,0,1,0,0
ENSG00000035141.7,ENSG00000035141,FAM136A,chr2,protein_coding,0,1,1,0
ENSG00000258881.6,ENSG00000258881,AC007040.11,chr2,protein_coding,0,0,0,1
ENSG00000124370.10,ENSG00000124370,MCEE,chr2,protein_coding,0,0,1,0
ENSG00000124374.8,ENSG00000124374,PAIP2B,chr2,protein_coding,1,0,0,0
ENSG00000135636.13,ENSG00000135636,DYSF,chr2,protein_coding,0,0,1,0
ENSG00000003137.8,ENSG00000003137,CYP26B1,chr2,protein_coding,0,1,0,0
ENSG00000116096.5,ENSG00000116096,SPR,chr2,protein_coding,1,0,0,0
ENSG00000144040.12,ENSG00000144040,SFXN5,chr2,protein_coding,1,0,0,0
ENSG00000135631.16,ENSG00000135631,RAB11FIP5,chr2,protein_coding,0,1,0,0
ENSG00000163013.11,ENSG00000163013,FBXO41,chr2,protein_coding,0,1,0,0
ENSG00000163016.9,ENSG00000163016,ALMS1P1,chr2,transcribed_unprocessed_pseudogene,1,1,1,0
ENSG00000144034.14,ENSG00000144034,TPRKB,chr2,protein_coding,1,0,0,0
ENSG00000280037.1,ENSG00000280037,RP11-434P11.1,chr2,TEC,1,0,0,0
ENSG00000124356.15,ENSG00000124356,STAMBP,chr2,protein_coding,0,0,1,1
ENSG00000114956.19,ENSG00000114956,DGUOK,chr2,protein_coding,0,0,1,0
ENSG00000257800.1,ENSG00000257800,FNBP1P1,chr2,processed_pseudogene,0,0,0,1
ENSG00000225439.2,ENSG00000225439,BOLA3-AS1,chr2,antisense,1,1,1,0
ENSG00000204843.12,ENSG00000204843,DCTN1,chr2,protein_coding,1,0,0,0
ENSG00000115274.14,ENSG00000115274,INO80B,chr2,protein_coding,1,1,1,1
ENSG00000115275.11,ENSG00000115275,MOGS,chr2,protein_coding,0,1,1,0
ENSG00000159374.17,ENSG00000159374,M1AP,chr2,protein_coding,0,0,1,0
ENSG00000135622.12,ENSG00000135622,SEMA4F,chr2,protein_coding,0,1,0,0
ENSG00000270571.2,ENSG00000270571,RP11-355F16.1,chr2,antisense,0,0,1,1
ENSG00000115364.13,ENSG00000115364,MRPL19,chr2,protein_coding,1,1,1,0
ENSG00000005436.13,ENSG00000005436,GCFC2,chr2,protein_coding,1,0,1,0
ENSG00000270696.1,ENSG00000270696,RP11-342K6.1,chr2,antisense,1,1,1,0
ENSG00000271452.1,ENSG00000271452,RP11-342K6.2,chr2,sense_intronic,1,0,0,0
ENSG00000163541.11,ENSG00000163541,SUCLG1,chr2,protein_coding,0,1,0,0
ENSG00000186854.10,ENSG00000186854,TRABD2A,chr2,protein_coding,0,0,0,1
ENSG00000034510.5,ENSG00000034510,TMSB10,chr2,protein_coding,0,0,1,0
ENSG00000115486.11,ENSG00000115486,GGCX,chr2,protein_coding,0,0,1,0
ENSG00000118640.10,ENSG00000118640,VAMP8,chr2,protein_coding,0,0,1,0
ENSG00000168899.4,ENSG00000168899,VAMP5,chr2,protein_coding,1,0,1,0
ENSG00000168883.19,ENSG00000168883,USP39,chr2,protein_coding,0,0,1,0
ENSG00000168874.12,ENSG00000168874,ATOH8,chr2,protein_coding,0,0,0,1
ENSG00000115525.16,ENSG00000115525,ST3GAL5,chr2,protein_coding,0,0,1,1
ENSG00000068654.15,ENSG00000068654,POLR1A,chr2,protein_coding,1,1,1,1
ENSG00000208772.1,ENSG00000208772,SNORD94,chr2,snoRNA,1,1,1,0
ENSG00000153563.15,ENSG00000153563,CD8A,chr2,protein_coding,1,1,0,0
ENSG00000187627.14,ENSG00000187627,RGPD1,chr2,protein_coding,0,1,0,0
ENSG00000183281.14,ENSG00000183281,PLGLB1,chr2,protein_coding,1,1,1,1
ENSG00000231259.4,ENSG00000231259,AC125232.1,chr2,unprocessed_pseudogene,1,1,1,0
ENSG00000125551.18,ENSG00000125551,PLGLB2,chr2,protein_coding,1,1,1,1
ENSG00000185304.13,ENSG00000185304,RGPD2,chr2,protein_coding,1,1,1,0
ENSG00000222724.1,ENSG00000222724,RNU2-63P,chr2,snRNA,0,0,1,0
ENSG00000283196.1,ENSG00000283196,RP4-614C10.2,chr2,lincRNA,0,0,1,0
ENSG00000143429.10,ENSG00000143429,AC027612.6,chr2,transcribed_unprocessed_pseudogene,1,0,0,0
ENSG00000223564.1,ENSG00000223564,CYP4F32P,chr2,unprocessed_pseudogene,1,0,1,1
ENSG00000232502.1,ENSG00000232502,AC073464.7,chr2,processed_pseudogene,1,0,0,1
ENSG00000235571.1,ENSG00000235571,SNX18P14,chr2,processed_pseudogene,1,0,1,1
ENSG00000204717.4,ENSG00000204717,AC073464.11,chr2,unprocessed_pseudogene,1,0,1,1
ENSG00000229089.6,ENSG00000229089,ANKRD20A8P,chr2,transcribed_unprocessed_pseudogene,1,0,1,1
ENSG00000172005.10,ENSG00000172005,MAL,chr2,protein_coding,0,0,1,0
ENSG00000144026.11,ENSG00000144026,ZNF514,chr2,protein_coding,1,1,1,1
ENSG00000229689.3,ENSG00000229689,AC009237.8,chr2,transcribed_unprocessed_pseudogene,0,0,1,0
ENSG00000144028.14,ENSG00000144028,SNRNP200,chr2,protein_coding,1,0,0,0
ENSG00000158158.11,ENSG00000158158,CNNM4,chr2,protein_coding,1,0,0,0
ENSG00000213337.8,ENSG00000213337,ANKRD39,chr2,protein_coding,1,0,0,0
ENSG00000168754.14,ENSG00000168754,FAM178B,chr2,protein_coding,1,0,0,0
ENSG00000144199.11,ENSG00000144199,FAHD2B,chr2,protein_coding,1,1,0,0
ENSG00000277701.4,ENSG00000277701,RP11-734K23.9,chr2,lincRNA,0,0,1,0
ENSG00000230606.10,ENSG00000230606,AC159540.1,chr2,lincRNA,1,1,1,0
ENSG00000235833.1,ENSG00000235833,AC159540.14,chr2,processed_pseudogene,0,0,1,0
ENSG00000040933.15,ENSG00000040933,INPP4A,chr2,protein_coding,0,0,1,0
ENSG00000115446.11,ENSG00000115446,UNC50,chr2,protein_coding,0,0,1,0
ENSG00000071073.12,ENSG00000071073,MGAT4A,chr2,protein_coding,0,0,0,1
ENSG00000196872.11,ENSG00000196872,KIAA1211L,chr2,protein_coding,0,0,0,1
ENSG00000135951.14,ENSG00000135951,TSGA10,chr2,protein_coding,1,1,1,1
ENSG00000241962.9,ENSG00000241962,RP11-111H13.1,chr2,protein_coding,1,0,0,0
ENSG00000144218.18,ENSG00000144218,AFF3,chr2,protein_coding,1,0,0,0
ENSG00000170485.16,ENSG00000170485,NPAS2,chr2,protein_coding,0,1,0,0
ENSG00000196460.12,ENSG00000196460,RFX8,chr2,protein_coding,0,1,0,0
ENSG00000115594.11,ENSG00000115594,IL1R1,chr2,protein_coding,1,0,0,0
ENSG00000115616.2,ENSG00000115616,SLC9A2,chr2,protein_coding,1,0,1,1
ENSG00000235597.1,ENSG00000235597,LINC01102,chr2,lincRNA,1,0,0,0
ENSG00000135972.8,ENSG00000135972,MRPS9,chr2,protein_coding,0,0,1,0
ENSG00000226508.1,ENSG00000226508,AC104655.3,chr2,lincRNA,0,0,1,0
ENSG00000272861.1,ENSG00000272861,RP11-332H14.1,chr2,lincRNA,1,0,0,0
ENSG00000135966.12,ENSG00000135966,TGFBRAP1,chr2,protein_coding,0,1,0,0
ENSG00000115641.18,ENSG00000115641,FHL2,chr2,protein_coding,0,0,0,1
ENSG00000115652.14,ENSG00000115652,UXS1,chr2,protein_coding,0,1,0,0
ENSG00000144057.15,ENSG00000144057,ST6GAL2,chr2,protein_coding,0,1,1,0
ENSG00000198075.9,ENSG00000198075,SULT1C4,chr2,protein_coding,0,0,0,1
ENSG00000144061.12,ENSG00000144061,NPHP1,chr2,protein_coding,0,0,1,0
ENSG00000175772.10,ENSG00000175772,LINC01106,chr2,lincRNA,1,1,1,0
ENSG00000204581.2,ENSG00000204581,AC096670.3,chr2,antisense,0,1,0,0
ENSG00000227992.1,ENSG00000227992,AC108463.2,chr2,processed_pseudogene,0,0,0,1
ENSG00000271590.1,ENSG00000271590,RP11-181E10.3,chr2,lincRNA,0,1,1,0
ENSG00000279191.1,ENSG00000279191,RP11-803D5.1,chr2,TEC,0,0,1,0
ENSG00000153208.16,ENSG00000153208,MERTK,chr2,protein_coding,0,1,0,0
ENSG00000169629.11,ENSG00000169629,RGPD8,chr2,protein_coding,1,1,1,0
ENSG00000125630.15,ENSG00000125630,POLR1B,chr2,protein_coding,0,1,1,0
ENSG00000125611.15,ENSG00000125611,CHCHD5,chr2,protein_coding,1,0,0,0
ENSG00000189223.14,ENSG00000189223,PAX8-AS1,chr2,processed_transcript,1,0,0,0
ENSG00000225398.3,ENSG00000225398,PGM5P4,chr2,unprocessed_pseudogene,1,0,0,0
ENSG00000146556.14,ENSG00000146556,WASH2P,chr2,transcribed_unprocessed_pseudogene,0,1,1,0
ENSG00000236397.3,ENSG00000236397,DDX11L2,chr2,unprocessed_pseudogene,1,1,1,1
ENSG00000279267.1,ENSG00000279267,RP11-395L14.18,chr2,TEC,1,1,1,0
ENSG00000240356.6,ENSG00000240356,RPL23AP7,chr2,transcribed_processed_pseudogene,1,1,1,0
ENSG00000144134.18,ENSG00000144134,RABL2A,chr2,protein_coding,1,0,0,0
ENSG00000227359.1,ENSG00000227359,AC017074.2,chr2,lincRNA,0,0,1,0
ENSG00000270019.1,ENSG00000270019,RP11-141B14.1,chr2,lincRNA,0,0,1,0
ENSG00000236255.1,ENSG00000236255,AC009404.2,chr2,lincRNA,0,0,1,0
ENSG00000125633.10,ENSG00000125633,CCDC93,chr2,protein_coding,0,1,1,0
ENSG00000279227.1,ENSG00000279227,AC009303.2,chr2,TEC,0,0,0,1
ENSG00000226479.3,ENSG00000226479,TMEM185B,chr2,protein_coding,0,0,0,1
ENSG00000144118.13,ENSG00000144118,RALB,chr2,protein_coding,1,1,0,0
ENSG00000163083.5,ENSG00000163083,INHBB,chr2,protein_coding,0,0,1,0
ENSG00000115112.7,ENSG00000115112,TFCP2L1,chr2,protein_coding,1,0,0,0
ENSG00000074054.17,ENSG00000074054,CLASP1,chr2,protein_coding,1,0,0,0
ENSG00000264229.1,ENSG00000264229,RNU4ATAC,chr2,snRNA,1,1,1,0
ENSG00000211460.11,ENSG00000211460,TSN,chr2,protein_coding,0,0,1,0
ENSG00000214100.8,ENSG00000214100,AC079776.2,chr2,transcribed_unprocessed_pseudogene,1,0,0,0
ENSG00000222014.5,ENSG00000222014,RAB6C,chr2,protein_coding,0,1,1,0
ENSG00000180178.10,ENSG00000180178,FAR2P1,chr2,transcribed_unprocessed_pseudogene,1,0,0,0
ENSG00000072135.12,ENSG00000072135,PTPN18,chr2,protein_coding,1,0,0,0
ENSG00000273073.1,ENSG00000273073,RP11-109E12.1,chr2,lincRNA,0,1,0,1
ENSG00000173272.14,ENSG00000173272,MZT2A,chr2,protein_coding,1,1,1,0
ENSG00000075886.10,ENSG00000075886,TUBA3D,chr2,protein_coding,0,0,1,0
ENSG00000163040.14,ENSG00000163040,CCDC74A,chr2,protein_coding,0,1,1,1
ENSG00000235615.2,ENSG00000235615,AJ239322.1,chr2,lincRNA,1,1,1,1
ENSG00000236485.1,ENSG00000236485,RP1-156L9.1,chr2,lincRNA,1,1,1,0
ENSG00000226886.1,ENSG00000226886,AC093787.1,chr2,processed_pseudogene,1,0,0,0
ENSG00000271179.1,ENSG00000271179,RP11-629P16.1,chr2,processed_pseudogene,0,0,1,0
ENSG00000227745.1,ENSG00000227745,AC098826.5,chr2,unprocessed_pseudogene,1,1,1,1
ENSG00000163046.15,ENSG00000163046,ANKRD30BL,chr2,protein_coding,1,1,1,1
ENSG00000150551.10,ENSG00000150551,LYPD1,chr2,protein_coding,1,1,0,0
ENSG00000152127.8,ENSG00000152127,MGAT5,chr2,protein_coding,1,1,0,0
ENSG00000076003.4,ENSG00000076003,MCM6,chr2,protein_coding,0,1,1,0
ENSG00000115866.10,ENSG00000115866,DARS,chr2,protein_coding,0,0,1,0
ENSG00000144229.11,ENSG00000144229,THSD7B,chr2,protein_coding,1,0,0,0
ENSG00000150540.13,ENSG00000150540,HNMT,chr2,protein_coding,0,1,0,0
ENSG00000144227.4,ENSG00000144227,NXPH2,chr2,protein_coding,0,0,0,1
ENSG00000228655.6,ENSG00000228655,AC096558.1,chr2,antisense,0,0,1,0
ENSG00000257640.1,ENSG00000257640,RP11-570L15.2,chr2,antisense,0,0,1,0
ENSG00000121989.14,ENSG00000121989,ACVR2A,chr2,protein_coding,1,0,0,0
ENSG00000168288.12,ENSG00000168288,MMADHC,chr2,protein_coding,1,0,0,0
ENSG00000162947.4,ENSG00000162947,AC007364.1,chr2,lincRNA,0,0,0,1
ENSG00000115963.13,ENSG00000115963,RND3,chr2,protein_coding,0,1,0,0
ENSG00000183091.19,ENSG00000183091,NEB,chr2,protein_coding,1,1,1,0
ENSG00000226383.6,ENSG00000226383,AC093375.1,chr2,lincRNA,0,0,1,0
ENSG00000115159.15,ENSG00000115159,GPD2,chr2,protein_coding,0,1,0,0
ENSG00000007001.12,ENSG00000007001,UPP2,chr2,protein_coding,0,0,1,0
ENSG00000231158.1,ENSG00000231158,PTP4A1P1,chr2,processed_pseudogene,0,0,1,0
ENSG00000196151.10,ENSG00000196151,WDSUB1,chr2,protein_coding,1,0,1,0
ENSG00000123636.17,ENSG00000123636,BAZ2B,chr2,protein_coding,0,1,0,0
ENSG00000136536.14,ENSG00000136536,MARCH7,chr2,protein_coding,0,0,1,0
ENSG00000241399.6,ENSG00000241399,CD302,chr2,protein_coding,0,1,1,0
ENSG00000054219.10,ENSG00000054219,LY75,chr2,protein_coding,0,1,1,0
ENSG00000153246.12,ENSG00000153246,PLA2R1,chr2,protein_coding,1,0,0,0
ENSG00000136560.13,ENSG00000136560,TANK,chr2,protein_coding,1,0,0,0
ENSG00000115233.11,ENSG00000115233,PSMD14,chr2,protein_coding,0,0,1,0
ENSG00000232320.6,ENSG00000232320,AC009299.5,chr2,processed_pseudogene,1,1,0,0
ENSG00000136535.14,ENSG00000136535,TBR1,chr2,protein_coding,0,1,0,0
ENSG00000226121.2,ENSG00000226121,AC009487.6,chr2,processed_pseudogene,1,0,0,0
ENSG00000236841.7,ENSG00000236841,AC007750.5,chr2,antisense,0,1,0,0
ENSG00000115271.10,ENSG00000115271,GCA,chr2,protein_coding,0,0,1,0
ENSG00000184611.11,ENSG00000184611,KCNH7,chr2,protein_coding,1,0,0,0
ENSG00000115339.13,ENSG00000115339,GALNT3,chr2,protein_coding,0,0,1,0
ENSG00000236107.7,ENSG00000236107,AC010127.3,chr2,antisense,1,0,0,0
ENSG00000169432.14,ENSG00000169432,SCN9A,chr2,protein_coding,0,1,0,0
ENSG00000136546.13,ENSG00000136546,SCN7A,chr2,protein_coding,1,0,0,0
ENSG00000152253.8,ENSG00000152253,SPC25,chr2,protein_coding,0,1,1,0
ENSG00000073737.16,ENSG00000073737,DHRS9,chr2,protein_coding,0,1,1,0
ENSG00000081479.12,ENSG00000081479,LRP2,chr2,protein_coding,1,0,0,0
ENSG00000163093.11,ENSG00000163093,BBS5,chr2,protein_coding,0,0,1,0
ENSG00000071909.18,ENSG00000071909,MYO3B,chr2,protein_coding,0,1,0,0
ENSG00000234350.4,ENSG00000234350,AC007405.4,chr2,lincRNA,1,1,1,1
ENSG00000128683.13,ENSG00000128683,GAD1,chr2,protein_coding,0,0,0,1
ENSG00000071967.11,ENSG00000071967,CYBRD1,chr2,protein_coding,1,1,1,1
ENSG00000115840.13,ENSG00000115840,SLC25A12,chr2,protein_coding,0,1,1,0
ENSG00000091409.14,ENSG00000091409,ITGA6,chr2,protein_coding,1,0,1,0
ENSG00000228016.1,ENSG00000228016,RAPGEF4-AS1,chr2,antisense,0,0,1,1
ENSG00000144306.14,ENSG00000144306,SCRN3,chr2,protein_coding,0,0,1,0
ENSG00000236449.1,ENSG00000236449,AC018890.6,chr2,antisense,1,0,0,0
ENSG00000115935.17,ENSG00000115935,WIPF1,chr2,protein_coding,0,0,1,0
ENSG00000235655.3,ENSG00000235655,H3F3AP4,chr2,processed_pseudogene,1,1,1,0
ENSG00000154518.9,ENSG00000154518,ATP5G3,chr2,protein_coding,0,1,0,0
ENSG00000128654.13,ENSG00000128654,MTX2,chr2,protein_coding,0,1,0,0
ENSG00000237260.1,ENSG00000237260,AC073069.2,chr2,processed_pseudogene,0,1,0,0
ENSG00000116044.15,ENSG00000116044,NFE2L2,chr2,protein_coding,0,0,1,0
ENSG00000280374.1,ENSG00000280374,RP11-337N6.3,chr2,sense_intronic,0,0,1,0
ENSG00000237298.9,ENSG00000237298,TTN-AS1,chr2,antisense,1,1,1,0
ENSG00000155657.25,ENSG00000155657,TTN,chr2,protein_coding,0,1,1,0
ENSG00000270277.1,ENSG00000270277,RP11-65L3.2,chr2,antisense,1,1,1,0
ENSG00000279598.1,ENSG00000279598,RP11-65L3.3,chr2,TEC,1,1,0,0
ENSG00000270574.1,ENSG00000270574,RP11-171I2.2,chr2,antisense,1,1,0,0
ENSG00000271401.1,ENSG00000271401,RP11-171I2.3,chr2,lincRNA,1,0,1,0
ENSG00000267784.1,ENSG00000267784,RP11-171I2.1,chr2,antisense,1,0,0,0
ENSG00000163492.14,ENSG00000163492,CCDC141,chr2,protein_coding,1,1,1,0
ENSG00000144331.18,ENSG00000144331,ZNF385B,chr2,protein_coding,0,1,0,0
ENSG00000115252.18,ENSG00000115252,PDE1A,chr2,protein_coding,1,0,1,0
ENSG00000162998.4,ENSG00000162998,FRZB,chr2,protein_coding,0,1,0,0
ENSG00000163002.12,ENSG00000163002,NUP35,chr2,protein_coding,1,1,0,0
ENSG00000272800.1,ENSG00000272800,RP11-438L19.1,chr2,lincRNA,1,0,1,0
ENSG00000224019.1,ENSG00000224019,RPL21P32,chr2,processed_pseudogene,0,1,0,0
ENSG00000138448.11,ENSG00000138448,ITGAV,chr2,protein_coding,0,1,0,0
ENSG00000231689.2,ENSG00000231689,LINC01090,chr2,lincRNA,0,1,0,0
ENSG00000144366.15,ENSG00000144366,GULP1,chr2,protein_coding,0,1,0,0
ENSG00000115368.9,ENSG00000115368,WDR75,chr2,protein_coding,1,0,0,0
ENSG00000138449.10,ENSG00000138449,SLC40A1,chr2,protein_coding,0,1,1,0
ENSG00000138381.9,ENSG00000138381,ASNSD1,chr2,protein_coding,1,1,1,0
ENSG00000273240.1,ENSG00000273240,RP11-455J20.3,chr2,antisense,1,1,1,0
ENSG00000128699.13,ENSG00000128699,ORMDL1,chr2,protein_coding,1,1,1,0
ENSG00000138379.4,ENSG00000138379,MSTN,chr2,protein_coding,0,0,1,0
ENSG00000198130.15,ENSG00000198130,HIBCH,chr2,protein_coding,0,0,1,0
ENSG00000151690.14,ENSG00000151690,MFSD6,chr2,protein_coding,1,0,0,0
ENSG00000115415.18,ENSG00000115415,STAT1,chr2,protein_coding,1,0,1,0
ENSG00000128641.18,ENSG00000128641,MYO1B,chr2,protein_coding,0,0,1,0
ENSG00000118997.13,ENSG00000118997,DNAH7,chr2,protein_coding,1,0,0,0
ENSG00000162944.10,ENSG00000162944,RFTN2,chr2,protein_coding,0,0,1,0
ENSG00000237166.1,ENSG00000237166,AC007163.3,chr2,lincRNA,1,0,0,0
ENSG00000240344.8,ENSG00000240344,PPIL3,chr2,protein_coding,1,1,1,0
ENSG00000196290.14,ENSG00000196290,NIF3L1,chr2,protein_coding,1,1,0,0
ENSG00000115942.8,ENSG00000115942,ORC2,chr2,protein_coding,1,0,0,0
ENSG00000003400.14,ENSG00000003400,CASP10,chr2,protein_coding,0,1,1,0
ENSG00000064012.21,ENSG00000064012,CASP8,chr2,protein_coding,0,0,1,0
ENSG00000115993.12,ENSG00000115993,TRAK2,chr2,protein_coding,0,0,1,0
ENSG00000155755.18,ENSG00000155755,TMEM237,chr2,protein_coding,0,0,1,0
ENSG00000082126.17,ENSG00000082126,MPP4,chr2,protein_coding,0,0,1,0
ENSG00000138442.9,ENSG00000138442,WDR12,chr2,protein_coding,1,0,0,0
ENSG00000138380.17,ENSG00000138380,CARF,chr2,protein_coding,1,0,1,0
ENSG00000144426.18,ENSG00000144426,NBEAL1,chr2,protein_coding,1,0,0,0
ENSG00000118257.16,ENSG00000118257,NRP2,chr2,protein_coding,1,0,0,0
ENSG00000225216.6,ENSG00000225216,AC007362.3,chr2,antisense,0,0,0,1
ENSG00000227946.1,ENSG00000227946,AC007383.3,chr2,lincRNA,0,1,0,0
ENSG00000114942.13,ENSG00000114942,EEF1B2,chr2,protein_coding,0,1,0,0
ENSG00000114948.12,ENSG00000114948,ADAM23,chr2,protein_coding,0,1,0,0
ENSG00000138400.12,ENSG00000138400,MDH1B,chr2,protein_coding,0,1,0,1
ENSG00000178385.14,ENSG00000178385,PLEKHM3,chr2,protein_coding,0,1,0,0
ENSG00000115020.16,ENSG00000115020,PIKFYVE,chr2,protein_coding,0,1,0,0
ENSG00000115365.11,ENSG00000115365,LANCL1,chr2,protein_coding,1,0,0,0
ENSG00000021826.14,ENSG00000021826,CPS1,chr2,protein_coding,0,0,1,0
ENSG00000178568.14,ENSG00000178568,ERBB4,chr2,protein_coding,0,0,1,0
ENSG00000196096.3,ENSG00000196096,AC079610.2,chr2,lincRNA,0,1,1,0
ENSG00000138376.10,ENSG00000138376,BARD1,chr2,protein_coding,0,1,0,0
ENSG00000229267.2,ENSG00000229267,AC072062.1,chr2,antisense,0,1,0,0
ENSG00000230076.1,ENSG00000230076,AC016708.2,chr2,processed_pseudogene,1,1,1,1
ENSG00000118242.15,ENSG00000118242,MREG,chr2,protein_coding,0,1,0,0
ENSG00000079246.15,ENSG00000079246,XRCC5,chr2,protein_coding,1,1,1,0
ENSG00000197756.9,ENSG00000197756,RPL37A,chr2,protein_coding,0,1,1,1
ENSG00000259855.1,ENSG00000259855,RP11-574O16.1,chr2,lincRNA,0,0,1,0
ENSG00000188282.12,ENSG00000188282,RUFY4,chr2,protein_coding,0,0,1,0
ENSG00000163466.15,ENSG00000163466,ARPC2,chr2,protein_coding,1,0,0,0
ENSG00000261338.2,ENSG00000261338,RP11-378A13.1,chr2,sense_overlapping,1,0,1,0
ENSG00000127838.13,ENSG00000127838,PNKD,chr2,protein_coding,0,1,0,0
ENSG00000135926.13,ENSG00000135926,TMBIM1,chr2,protein_coding,0,0,1,0
ENSG00000158428.3,ENSG00000158428,CATIP,chr2,protein_coding,0,0,1,0
ENSG00000144580.13,ENSG00000144580,CNOT9,chr2,protein_coding,0,0,1,0
ENSG00000115568.15,ENSG00000115568,ZNF142,chr2,protein_coding,0,1,0,0
ENSG00000163481.7,ENSG00000163481,RNF25,chr2,protein_coding,0,1,0,0
ENSG00000228135.1,ENSG00000228135,LINC01494,chr2,antisense,0,1,0,1
ENSG00000144567.10,ENSG00000144567,FAM134A,chr2,protein_coding,1,0,0,0
ENSG00000115657.12,ENSG00000115657,ABCB6,chr2,protein_coding,0,0,1,0
ENSG00000163521.15,ENSG00000163521,GLB1L,chr2,protein_coding,0,0,1,0
ENSG00000243910.7,ENSG00000243910,TUBA4B,chr2,protein_coding,0,0,1,0
ENSG00000182698.11,ENSG00000182698,RESP18,chr2,protein_coding,1,0,1,1
ENSG00000123992.18,ENSG00000123992,DNPEP,chr2,protein_coding,1,0,0,0
ENSG00000175084.11,ENSG00000175084,DES,chr2,protein_coding,1,0,0,0
ENSG00000072182.12,ENSG00000072182,ASIC4,chr2,protein_coding,1,0,0,0
ENSG00000272944.1,ENSG00000272944,CTD-2308L22.1,chr2,antisense,1,0,0,0
ENSG00000226666.1,ENSG00000226666,HSPA9P1,chr2,processed_pseudogene,0,0,1,0
ENSG00000152056.16,ENSG00000152056,AP1S3,chr2,protein_coding,0,1,1,0
ENSG00000135917.13,ENSG00000135917,SLC19A3,chr2,protein_coding,0,1,0,0
ENSG00000123977.9,ENSG00000123977,DAW1,chr2,protein_coding,0,1,1,0
ENSG00000153832.11,ENSG00000153832,FBXO36,chr2,protein_coding,0,0,1,0
ENSG00000067066.16,ENSG00000067066,SP100,chr2,protein_coding,0,0,1,0
ENSG00000135916.15,ENSG00000135916,ITM2C,chr2,protein_coding,0,0,1,0
ENSG00000232520.1,ENSG00000232520,AC012507.3,chr2,antisense,1,0,0,0
ENSG00000135898.9,ENSG00000135898,GPR55,chr2,protein_coding,0,1,1,1
ENSG00000173699.15,ENSG00000173699,SPATA3,chr2,protein_coding,1,0,0,0
ENSG00000204128.5,ENSG00000204128,C2orf72,chr2,protein_coding,1,0,0,0
ENSG00000135931.17,ENSG00000135931,ARMC9,chr2,protein_coding,0,1,0,0
ENSG00000237039.1,ENSG00000237039,AC018738.2,chr2,processed_pseudogene,0,0,1,1
ENSG00000224376.1,ENSG00000224376,AC017104.6,chr2,processed_transcript,1,0,0,0
ENSG00000156973.13,ENSG00000156973,PDE6D,chr2,protein_coding,0,0,1,0
ENSG00000144524.17,ENSG00000144524,COPS7B,chr2,protein_coding,0,1,0,0
ENSG00000066248.14,ENSG00000066248,NGEF,chr2,protein_coding,1,0,0,0
ENSG00000168918.13,ENSG00000168918,INPP5D,chr2,protein_coding,1,1,1,0
ENSG00000144481.16,ENSG00000144481,TRPM8,chr2,protein_coding,1,0,0,0
ENSG00000157985.18,ENSG00000157985,AGAP1,chr2,protein_coding,1,0,0,0
ENSG00000168505.6,ENSG00000168505,GBX2,chr2,protein_coding,1,0,0,0
ENSG00000182177.13,ENSG00000182177,ASB18,chr2,protein_coding,1,0,0,0
ENSG00000132321.16,ENSG00000132321,IQCA1,chr2,protein_coding,1,1,0,0
ENSG00000231546.1,ENSG00000231546,RPL3P5,chr2,transcribed_processed_pseudogene,1,0,0,0
ENSG00000144476.5,ENSG00000144476,ACKR3,chr2,protein_coding,1,0,0,0
ENSG00000227252.1,ENSG00000227252,AC105760.2,chr2,antisense,0,0,1,0
ENSG00000163359.15,ENSG00000163359,COL6A3,chr2,protein_coding,1,0,0,0
