module,gene_id,gene_name
grey,ENSG00000112852.6,PCDHB2
grey,ENSG00000113205.5,PCDHB3
grey,ENSG00000272108.1,AC005754.8
blue,ENSG00000081818.3,PCDHB4
grey,ENSG00000113209.8,PCDHB5
grey,ENSG00000113211.5,PCDHB6
grey,ENSG00000255622.3,PCDHB17P
grey,ENSG00000280336.1,CH17-140K24.3
blue,ENSG00000113212.6,PCDHB7
grey,ENSG00000120322.3,PCDHB8
grey,ENSG00000272674.3,PCDHB16
grey,ENSG00000177839.6,PCDHB9
grey,ENSG00000120324.8,PCDHB10
grey,ENSG00000197479.6,PCDHB11
grey,ENSG00000120328.6,PCDHB12
grey,ENSG00000187372.11,PCDHB13
grey,ENSG00000120327.6,PCDHB14
grey,ENSG00000146001.5,PCDHB18P
grey,ENSG00000262096.2,PCDHB19P
grey,ENSG00000113248.5,PCDHB15
grey,ENSG00000277795.1,AC005752.10
turquoise,ENSG00000178913.7,TAF7
grey,ENSG00000272070.1,AC005618.6
grey,ENSG00000204956.5,PCDHGA1
grey,ENSG00000081853.14,PCDHGA2
grey,ENSG00000254245.2,PCDHGA3
grey,ENSG00000254221.2,PCDHGB1
grey,ENSG00000262576.2,PCDHGA4
grey,ENSG00000253910.2,PCDHGB2
grey,ENSG00000253485.2,PCDHGA5
grey,ENSG00000262209.2,PCDHGB3
grey,ENSG00000253731.2,PCDHGA6
grey,ENSG00000253537.2,PCDHGA7
grey,ENSG00000253953.2,PCDHGB4
grey,ENSG00000253767.2,PCDHGA8
grey,ENSG00000276547.1,PCDHGB5
grey,ENSG00000261934.2,PCDHGA9
grey,ENSG00000253305.2,PCDHGB6
grey,ENSG00000253846.2,PCDHGA10
grey,ENSG00000254122.2,PCDHGB7
grey,ENSG00000253873.5,PCDHGA11
grey,ENSG00000248449.2,PCDHGB8P
grey,ENSG00000253159.2,PCDHGA12
grey,ENSG00000276545.1,PCDHGB9P
grey,ENSG00000273557.1,CTD-2024I7.18
yellow,ENSG00000240184.6,PCDHGC3
grey,ENSG00000242020.3,RN7SL68P
grey,ENSG00000242419.5,PCDHGC4
red,ENSG00000240764.3,PCDHGC5
brown,ENSG00000131504.15,DIAPH1
grey,ENSG00000171720.9,HDAC3
purple,ENSG00000164620.8,RELL2
grey,ENSG00000197948.10,FCHSD1
grey,ENSG00000120318.15,ARAP3
grey,ENSG00000278925.1,AC005753.1
red,ENSG00000156453.13,PCDH1
grey,ENSG00000081791.8,KIAA0141
grey,ENSG00000113555.5,PCDH12
grey,ENSG00000271871.1,AC005740.6
magenta,ENSG00000013561.17,RNF14
grey,ENSG00000113552.15,GNPDA1
salmon,ENSG00000131507.10,NDFIP1
grey,ENSG00000280047.1,CTC-463A16.1
darkolivegreen,ENSG00000187678.8,SPRY4
grey,ENSG00000281881.1,SPRY4-IT1
grey,ENSG00000231185.6,AC005592.2
turquoise,ENSG00000113578.17,FGF1
grey,ENSG00000236714.1,AC005592.1
midnightblue,ENSG00000145819.15,ARHGAP26
grey,ENSG00000230789.1,ARHGAP26-IT1
turquoise,ENSG00000113580.14,NR3C1
grey,ENSG00000279679.1,RP11-278J6.5
black,ENSG00000145817.16,YIPF5
brown,ENSG00000183775.10,KCTD16
grey,ENSG00000249605.1,CTC-218H9.1
grey,ENSG00000186314.11,PRELID2
darkolivegreen,ENSG00000156463.17,SH3RF2
grey,ENSG00000248493.1,AC005351.1
grey,ENSG00000173261.8,PLAC8L1
black,ENSG00000133706.17,LARS
royalblue,ENSG00000091009.7,RBM27
black,ENSG00000113649.11,TCERG1
brown,ENSG00000156475.18,PPP2R2B
grey,ENSG00000241291.3,RN7SL791P
grey,ENSG00000248568.1,KRT8P48
grey,ENSG00000249553.1,PPP2R2B-IT1
grey,ENSG00000169302.14,STK32A
blue,ENSG00000113657.12,DPYSL3
black,ENSG00000176049.15,JAKMIP2
grey,ENSG00000247199.3,RP11-373N22.3
grey,ENSG00000204909.7,SPINK9
turquoise,ENSG00000145868.16,FBXO38
brown,ENSG00000164270.17,HTR4
grey,ENSG00000253297.1,CTB-160O22.1
grey,ENSG00000169252.5,ADRB2
turquoise,ENSG00000169247.11,SH3TC2
turquoise,ENSG00000250072.5,CTC-529P8.1
grey,ENSG00000173210.19,ABLIM3
grey,ENSG00000157510.13,AFAP1L1
grey,ENSG00000164284.14,GRPEL2
grey,ENSG00000145882.10,PCYOX1L
grey,ENSG00000249669.8,CARMN
turquoise,ENSG00000113712.16,CSNK1A1
grey,ENSG00000230551.4,CTB-89H12.4
grey,ENSG00000241112.1,RPL29P14
turquoise,ENSG00000183111.11,ARHGEF37
brown,ENSG00000155846.16,PPARGC1B
lightyellow,ENSG00000155850.7,SLC26A2
grey,ENSG00000164296.6,TIGD6
grey,ENSG00000113716.12,HMGXB3
grey60,ENSG00000182578.13,CSF1R
grey,ENSG00000214485.6,RPL7P1
grey,ENSG00000113721.13,PDGFRB
grey,ENSG00000011083.8,SLC6A7
green,ENSG00000070808.15,CAMK2A
turquoise,ENSG00000183876.8,ARSI
turquoise,ENSG00000070814.17,TCOF1
grey60,ENSG00000019582.14,CD74
grey,ENSG00000164587.11,RPS14
turquoise,ENSG00000070614.14,NDST1
green,ENSG00000171992.12,SYNPO
grey,ENSG00000253852.1,CTB-140J7.2
brown,ENSG00000164591.13,MYOZ3
turquoise,ENSG00000086589.11,RBM22
turquoise,ENSG00000132912.12,DCTN4
grey,ENSG00000256235.1,SMIM3
turquoise,ENSG00000145908.12,ZNF300
grey,ENSG00000197083.11,ZNF300P1
darkorange,ENSG00000211445.11,GPX3
grey,ENSG00000145901.14,TNIP1
purple,ENSG00000197043.13,ANXA6
blue,ENSG00000198624.12,CCDC69
orange,ENSG00000196743.8,GM2A
grey,ENSG00000123643.12,SLC36A1
darkgrey,ENSG00000086570.12,FAT2
grey,ENSG00000271795.1,CTC-251D13.1
blue,ENSG00000113140.10,SPARC
grey,ENSG00000272112.1,CTB-113P19.5
cyan,ENSG00000177556.11,ATOX1
grey,ENSG00000213433.5,RPLP1P6
turquoise,ENSG00000275765.5,RP11-54C4.3
magenta,ENSG00000145907.14,G3BP1
grey,ENSG00000145888.10,GLRA1
grey,ENSG00000254226.5,CTB-12O2.1
grey,ENSG00000249484.8,LINC01470
brown,ENSG00000155511.17,GRIA1
grey,ENSG00000055147.18,FAM114A2
greenyellow,ENSG00000037749.11,MFAP3
grey,ENSG00000164574.15,GALNT10
grey,ENSG00000245275.7,SAP30L-AS1
grey,ENSG00000164576.11,SAP30L
grey,ENSG00000155506.16,LARP1
turquoise,ENSG00000170271.10,FAXDC2
magenta,ENSG00000155508.13,CNOT8
black,ENSG00000082516.8,GEMIN5
grey,ENSG00000082515.17,MRPL22
grey,ENSG00000226650.5,KIF4B
grey,ENSG00000170624.13,SGCD
grey,ENSG00000231989.4,PPP1R2P3
grey,ENSG00000113249.12,HAVCR1
grey60,ENSG00000135077.8,HAVCR2
grey,ENSG00000155868.7,MED7
grey,ENSG00000113263.12,ITK
brown,ENSG00000055163.19,CYFIP2
grey,ENSG00000172568.4,FNDC9
grey,ENSG00000251405.2,CTB-109A12.1
grey,ENSG00000248544.2,CTB-47B11.3
grey,ENSG00000135074.15,ADAM19
turquoise,ENSG00000172548.14,NIPAL4
grey,ENSG00000113272.13,THG1L
grey,ENSG00000155858.5,LSM11
greenyellow,ENSG00000113282.13,CLINT1
grey,ENSG00000164330.16,EBF1
brown,ENSG00000145860.11,RNF145
grey,ENSG00000164332.7,UBLCP1
grey,ENSG00000249738.8,AC008697.1
grey,ENSG00000170214.3,ADRA1B
grey,ENSG00000113312.10,TTC1
black,ENSG00000170234.12,PWWP2A
brown,ENSG00000170231.15,FABP6
grey,ENSG00000135083.14,CCNJL
grey,ENSG00000254373.1,RP11-34P1.2
grey,ENSG00000145861.7,C1QTNF2
black,ENSG00000221886.3,ZBED8
royalblue,ENSG00000164609.9,SLU7
grey,ENSG00000164611.12,PTTG1
grey,ENSG00000253522.4,MIR3142HG
turquoise,ENSG00000118322.12,ATP10B
brown,ENSG00000145864.12,GABRB2
grey,ENSG00000145863.10,GABRA6
brown,ENSG00000022355.16,GABRA1
brown,ENSG00000113327.14,GABRG2
grey,ENSG00000250061.5,RP11-541P9.3
magenta,ENSG00000113328.18,CCNG1
turquoise,ENSG00000170584.10,NUDCD2
grey,ENSG00000072571.19,HMMR
salmon,ENSG00000038274.16,MAT2B
grey,ENSG00000241956.9,CTC-340A15.2
grey,ENSG00000253693.1,CTC-535M15.2
grey,ENSG00000229119.3,CTB-63M22.1
red,ENSG00000145934.16,TENM2
grey,ENSG00000253357.1,CTB-78F1.2
grey,ENSG00000279739.1,CTB-105N12.2
grey,ENSG00000253978.1,CTB-178M22.2
yellow,ENSG00000113645.14,WWC1
greenyellow,ENSG00000113643.8,RARS
purple,ENSG00000188573.7,FBLL1
royalblue,ENSG00000120137.6,PANK3
grey,ENSG00000233913.7,CTC-575D19.1
brown,ENSG00000184347.14,SLIT3
grey,ENSG00000279752.1,CTB-174D11.3
turquoise,ENSG00000040275.16,SPDL1
grey60,ENSG00000134516.15,DOCK2
turquoise,ENSG00000204767.3,FAM196B
darkturquoise,ENSG00000043462.11,LCP2
steelblue,ENSG00000182132.13,KCNIP1
grey,ENSG00000145936.8,KCNMB1
grey,ENSG00000253647.1,CTD-2270F17.1
grey,ENSG00000204764.12,RANBP17
magenta,ENSG00000181163.13,NPM1
royalblue,ENSG00000072803.17,FBXW11
grey,ENSG00000072786.12,STK10
grey,ENSG00000168246.5,UBTD2
grey,ENSG00000253218.1,KLF3P1
grey,ENSG00000174705.12,SH3PXD2B
grey,ENSG00000214357.8,NEURL1B
grey,ENSG00000253683.1,CTB-79E8.3
blue,ENSG00000120129.5,DUSP1
red,ENSG00000113719.15,ERGIC1
grey,ENSG00000204758.7,CTC-308K20.1
grey,ENSG00000037241.7,RPL26L1
grey,ENSG00000253785.1,CTC-308K20.3
yellow,ENSG00000113732.8,ATP6V0E1
grey,ENSG00000212402.1,SNORA74B
pink,ENSG00000164463.12,CREBRF
grey,ENSG00000113734.17,BNIP1
grey,ENSG00000113739.10,STC2
grey,ENSG00000145919.10,BOD1
grey,ENSG00000254211.5,LINC01485
grey,ENSG00000113742.12,CPEB4
grey,ENSG00000185056.9,C5orf47
brown,ENSG00000170091.10,HMP19
blue,ENSG00000249306.5,LINC01411
grey,ENSG00000213376.4,GAPDHP71
grey,ENSG00000204754.3,CTC-281M20.1
brown,ENSG00000184845.3,DRD1
midnightblue,ENSG00000164466.12,SFXN1
purple,ENSG00000113749.7,HRH2
grey,ENSG00000200648.1,RNU6-226P
purple,ENSG00000145920.14,CPLX2
grey,ENSG00000051596.9,THOC3
grey,ENSG00000248469.1,RP11-826N14.2
brown,ENSG00000182230.11,FAM153B
grey,ENSG00000251623.1,RP11-826N14.4
grey,ENSG00000170085.17,SIMC1
grey,ENSG00000251667.1,BRCC3P1
steelblue,ENSG00000122203.14,KIAA1191
greenyellow,ENSG00000175414.6,ARL10
grey,ENSG00000048162.20,NOP16
grey,ENSG00000146066.2,HIGD2A
darkgreen,ENSG00000175416.12,CLTB
yellow,ENSG00000113194.12,FAF2
sienna3,ENSG00000146083.11,RNF44
grey,ENSG00000074276.10,CDHR2
red,ENSG00000169258.6,GPRIN1
purple,ENSG00000074317.10,SNCB
grey,ENSG00000175766.11,EIF4E1B
red,ENSG00000048140.17,TSPAN17
grey,ENSG00000248859.2,LINC01574
green,ENSG00000113763.10,UNC5A
grey,ENSG00000160883.10,HK3
grey,ENSG00000087206.16,UIMC1
grey,ENSG00000113761.11,ZNF346
grey,ENSG00000251666.1,ZNF346-IT1
grey,ENSG00000160867.14,FGFR4
pink,ENSG00000165671.18,NSD1
grey,ENSG00000240729.1,CTD-2301A4.3
grey,ENSG00000169228.13,RAB24
grey,ENSG00000213347.10,MXD3
grey,ENSG00000169230.9,PRELID1
cyan,ENSG00000169223.14,LMAN2
purple,ENSG00000169220.17,RGS14
red,ENSG00000131187.9,F12
darkgreen,ENSG00000198055.10,GRK6
grey,ENSG00000246334.2,PRR7-AS1
darkgreen,ENSG00000131188.11,PRR7
red,ENSG00000113758.13,DBN1
grey,ENSG00000279821.1,RP11-1334A24.5
grey,ENSG00000196923.13,PDLIM7
darkturquoise,ENSG00000146094.13,DOK3
darkmagenta,ENSG00000183258.11,DDX41
grey,ENSG00000146067.15,FAM193B
cyan,ENSG00000184840.11,TMED9
grey,ENSG00000027847.13,B4GALT7
grey,ENSG00000247679.2,RP11-1277A3.1
grey,ENSG00000246596.6,RP11-1277A3.2
grey,ENSG00000170074.19,FAM153A
grey,ENSG00000249109.1,RP11-1026M7.2
grey,ENSG00000170089.15,RP11-423H2.1
grey,ENSG00000249684.5,RP11-423H2.3
grey,ENSG00000249129.1,SUDS3P1
grey,ENSG00000204677.10,FAM153C
grey,ENSG00000218227.3,RP11-889L3.1
saddlebrown,ENSG00000145911.5,N4BP3
tan,ENSG00000145916.18,RMND5B
darkgreen,ENSG00000145912.8,NHP2
magenta,ENSG00000197451.11,HNRNPAB
grey,ENSG00000175309.14,PHYKPL
grey,ENSG00000050767.15,COL23A1
black,ENSG00000113240.12,CLK4
grey,ENSG00000252464.1,RN7SKP70
grey,ENSG00000169131.10,ZNF354A
blue,ENSG00000178338.10,ZNF354B
grey,ENSG00000198939.7,ZFP2
grey,ENSG00000272431.1,RP11-281O15.8
grey,ENSG00000178187.7,ZNF454
grey,ENSG00000254035.1,RP11-281O15.4
grey,ENSG00000234284.6,ZNF879
black,ENSG00000177932.6,ZNF354C
grey,ENSG00000253144.1,RP11-281O15.7
grey,ENSG00000087116.14,ADAMTS2
black,ENSG00000176783.14,RUFY1
grey,ENSG00000249140.1,PRDX2P3
grey,ENSG00000169045.17,HNRNPH1
grey,ENSG00000250999.1,RP11-1379J22.5
magenta,ENSG00000127022.14,CANX
grey,ENSG00000225051.5,HMGB3P22
grey,ENSG00000161021.11,MAML1
tan,ENSG00000161013.16,MGAT4B
cyan,ENSG00000161011.19,SQSTM1
blue,ENSG00000161010.14,C5orf45
grey,ENSG00000245317.2,CTC-241N9.1
turquoise,ENSG00000197226.12,TBC1D9B
turquoise,ENSG00000113269.13,RNF130
grey,ENSG00000146090.15,RASGEF1C
brown,ENSG00000050748.17,MAPK9
grey,ENSG00000248367.1,CTB-129O4.1
blue,ENSG00000131459.12,GFPT2
midnightblue,ENSG00000113300.11,CNOT6
grey,ENSG00000037280.15,FLT4
grey,ENSG00000131446.16,MGAT1
grey,ENSG00000280161.1,CTC-205M6.1
grey,ENSG00000278970.1,HEIH
turquoise,ENSG00000245060.6,LINC00847
black,ENSG00000196670.13,ZFP62
grey,ENSG00000165810.16,BTNL9
grey,ENSG00000250222.1,CTC-338M12.5
grey,ENSG00000146054.17,TRIM7
turquoise,ENSG00000146063.18,TRIM41
grey,ENSG00000204628.11,RACK1
grey,ENSG00000233937.6,CTC-338M12.4
grey,ENSG00000183718.5,TRIM52
grey,ENSG00000248275.1,TRIM52-AS1
grey,ENSG00000248103.1,CTC-338M12.9
grey,ENSG00000274525.1,CTC-338M12.13
grey,ENSG00000238035.8,AC138035.2
grey,ENSG00000250765.6,AC138035.1
turquoise,ENSG00000112679.14,DUSP22
grey,ENSG00000137265.14,IRF4
black,ENSG00000112685.13,EXOC2
grey,ENSG00000219712.1,RP11-532F6.2
grey,ENSG00000272463.1,RP11-532F6.3
yellow,ENSG00000271727.1,RP11-532F6.4
grey,ENSG00000271911.1,RP11-532F6.5
grey,ENSG00000164379.6,FOXQ1
grey,ENSG00000137273.3,FOXF2
grey,ENSG00000218027.2,RP11-157J24.1
grey,ENSG00000272279.1,RP11-157J24.2
grey,ENSG00000054598.6,FOXC1
brown,ENSG00000112699.10,GMDS
grey,ENSG00000250903.8,GMDS-AS1
grey,ENSG00000236086.4,HMGN2P28
grey,ENSG00000272465.1,RP1-136B1.1
blue,ENSG00000164385.8,LINC01600
grey,ENSG00000145949.9,MYLK4
grey,ENSG00000124535.15,WRNIP1
turquoise,ENSG00000021355.12,SERPINB1
grey,ENSG00000230438.6,SERPINB9P1
lightyellow,ENSG00000170542.5,SERPINB9
turquoise,ENSG00000124570.17,SERPINB6
grey,ENSG00000244041.7,LINC01011
grey,ENSG00000124588.19,NQO2
grey,ENSG00000271361.1,HTATSF1P2
lightyellow,ENSG00000137275.13,RIPK1
grey,ENSG00000137274.12,BPHL
red,ENSG00000137267.5,TUBB2A
grey,ENSG00000216819.1,TUBB2BP1
brown,ENSG00000230269.6,RP1-40E16.9
yellow,ENSG00000137285.9,TUBB2B
grey,ENSG00000180822.11,PSMG4
cyan,ENSG00000137266.14,SLC22A23
grey,ENSG00000228793.1,RP1-223B1.1
grey,ENSG00000270477.1,RP1-72E17.2
lightyellow,ENSG00000168994.13,PXDC1
grey,ENSG00000270504.1,RP11-420L9.5
grey,ENSG00000145945.5,FAM50B
grey,ENSG00000260604.2,RP1-140K8.5
grey,ENSG00000230648.1,RP3-406P24.3
pink,ENSG00000112739.16,PRPF4B
grey,ENSG00000198721.12,ECI2
grey,ENSG00000234817.2,RP3-400B16.1
grey,ENSG00000201185.1,RNA5SP202
grey,ENSG00000153046.17,CDYL
grey,ENSG00000124787.13,RPP40
grey,ENSG00000272142.1,RP11-428J1.5
grey,ENSG00000271978.1,RP11-428J1.4
grey,ENSG00000220685.3,RP11-530A18.1
yellow,ENSG00000219607.3,PPP1R3G
grey,ENSG00000214113.10,LYRM4
grey,ENSG00000145982.11,FARS2
grey,ENSG00000124785.8,NRN1
grey,ENSG00000124491.15,F13A1
grey,ENSG00000216863.9,LY86-AS1
grey60,ENSG00000112799.8,LY86
blue,ENSG00000124782.19,RREB1
grey,ENSG00000225092.2,RP11-405O10.2
magenta,ENSG00000124783.12,SSR1
grey,ENSG00000220472.1,RP11-69L16.5
black,ENSG00000124784.8,RIOK1
grey,ENSG00000096696.13,DSP
lightgreen,ENSG00000168566.12,SNRNP48
grey,ENSG00000153162.8,BMP6
grey,ENSG00000239264.8,TXNDC5
magenta,ENSG00000188428.18,BLOC1S5
grey,ENSG00000124802.11,EEF1E1
turquoise,ENSG00000124786.9,SLC35B3
grey,ENSG00000251164.1,HULC
grey,ENSG00000230939.1,RP11-314C16.1
grey,ENSG00000111846.15,GCNT2
blue,ENSG00000137434.11,C6orf52
royalblue,ENSG00000111845.4,PAK1IP1
orange,ENSG00000111843.13,TMEM14C
grey,ENSG00000272097.1,RP11-421M1.8
grey,ENSG00000137210.13,TMEM14B
blue,ENSG00000111837.11,MAK
grey,ENSG00000153157.12,SYCP2L
yellow,ENSG00000197977.3,ELOVL2
grey,ENSG00000230314.6,ELOVL2-AS1
salmon,ENSG00000224531.5,SMIM13
grey,ENSG00000247925.2,RP3-510L9.1
lightyellow,ENSG00000111859.16,NEDD9
midnightblue,ENSG00000205269.5,TMEM170B
grey,ENSG00000111863.12,ADTRP
yellow,ENSG00000095951.16,HIVEP1
grey,ENSG00000078401.6,EDN1
grey,ENSG00000212802.4,RPL15P3
brown,ENSG00000112137.17,PHACTR1
grey,ENSG00000206702.1,RNU1-11P
grey,ENSG00000215022.7,RP1-257A7.4
grey,ENSG00000145979.17,TBC1D7
grey,ENSG00000272379.1,RP1-257A7.5
brown,ENSG00000145990.10,GFOD1
grey,ENSG00000237786.1,GFOD1-AS1
grey,ENSG00000124523.15,SIRT5
grey,ENSG00000261071.1,RP1-223E5.4
magenta,ENSG00000225921.6,NOL7
royalblue,ENSG00000010017.12,RANBP9
orange,ENSG00000050393.11,MCUR1
blue,ENSG00000180537.12,RNF182
grey,ENSG00000112149.9,CD83
grey,ENSG00000008083.13,JARID2
grey,ENSG00000201367.1,RNU6-522P
darkorange,ENSG00000047579.19,DTNBP1
grey,ENSG00000214027.3,ARPC3P5
turquoise,ENSG00000007944.14,MYLIP
blue,ENSG00000137198.9,GMPR
green,ENSG00000124788.17,ATXN1
grey,ENSG00000229931.1,RP1-151F17.1
darkolivegreen,ENSG00000272341.1,RP1-151F17.2
brown,ENSG00000112183.14,RBM24
brown,ENSG00000112186.11,CAP2
magenta,ENSG00000137414.5,FAM8A1
black,ENSG00000124789.11,NUP153
turquoise,ENSG00000137177.19,KIF13A
grey,ENSG00000187566.4,NHLRC1
grey,ENSG00000137364.4,TPMT
greenyellow,ENSG00000165097.13,KDM1B
turquoise,ENSG00000124795.14,DEK
grey,ENSG00000137393.9,RNF144B
grey,ENSG00000231662.1,RP11-686D16.1
grey,ENSG00000228412.7,RP4-625H18.2
lightcyan,ENSG00000172201.11,ID4
turquoise,ENSG00000172197.10,MBOAT1
darkolivegreen,ENSG00000112242.14,E2F3
grey,ENSG00000240869.3,RN7SL128P
grey,ENSG00000224707.1,E2F3-IT1
black,ENSG00000145996.11,CDKAL1
brown,ENSG00000231754.2,RP11-204E9.1
grey,ENSG00000124766.6,SOX4
grey,ENSG00000272168.6,CASC15
grey,ENSG00000260455.1,NBAT1
purple,ENSG00000152954.11,NRSN1
blue,ENSG00000146038.11,DCDC2
midnightblue,ENSG00000124532.14,MRS2
grey,ENSG00000112293.14,GPLD1
yellow,ENSG00000112294.12,ALDH5A1
yellow,ENSG00000137261.13,KIAA0319
greenyellow,ENSG00000111802.13,TDP2
yellow,ENSG00000112304.10,ACOT13
grey,ENSG00000272345.1,RP1-30M3.5
steelblue,ENSG00000112308.12,C6orf62
paleturquoise,ENSG00000112312.9,GMNN
darkorange,ENSG00000111913.16,FAM65B
grey,ENSG00000214975.4,PPIAP29
grey,ENSG00000168405.14,CMAHP
grey,ENSG00000219682.4,RP3-425P12.4
yellow,ENSG00000079691.17,LRRC16A
grey60,ENSG00000112343.10,TRIM38
grey,ENSG00000272462.2,U91328.19
grey,ENSG00000124610.4,HIST1H1A
grey,ENSG00000275714.1,HIST1H3A
grey,ENSG00000278637.1,HIST1H4A
grey,ENSG00000278705.1,HIST1H4B
grey,ENSG00000274267.1,HIST1H3B
grey,ENSG00000278463.1,HIST1H2AB
grey,ENSG00000276410.3,HIST1H2BB
grey,ENSG00000278272.1,HIST1H3C
yellow,ENSG00000187837.3,HIST1H1C
grey,ENSG00000010704.18,HFE
yellow,ENSG00000197061.4,HIST1H4C
yellow,ENSG00000180596.7,HIST1H2BC
grey,ENSG00000180573.9,HIST1H2AC
darkred,ENSG00000168298.6,HIST1H1E
grey,ENSG00000158373.8,HIST1H2BD
grey,ENSG00000283064.1,RP1-221C16.8
green,ENSG00000274290.2,HIST1H2BE
grey,ENSG00000277157.1,HIST1H4D
grey,ENSG00000277224.2,HIST1H2BF
green,ENSG00000276966.2,HIST1H4E
grey,ENSG00000273802.2,HIST1H2BG
grey,ENSG00000277075.2,HIST1H2AE
grey,ENSG00000274750.2,HIST1H3E
grey,ENSG00000124575.6,HIST1H1D
grey,ENSG00000274618.1,HIST1H4F
grey,ENSG00000275713.2,HIST1H2BH
grey,ENSG00000278588.1,HIST1H2BI
purple,ENSG00000158406.4,HIST1H4H
grey,ENSG00000186470.13,BTN3A2
grey,ENSG00000124508.16,BTN2A2
grey,ENSG00000026950.16,BTN3A1
grey,ENSG00000124549.14,BTN2A3P
grey,ENSG00000111801.15,BTN3A3
grey,ENSG00000112763.15,BTN2A1
lightcyan,ENSG00000228223.2,HCG11
grey,ENSG00000261353.1,CTA-14H9.5
grey,ENSG00000182952.4,HMGN4
tan,ENSG00000146109.4,ABT1
grey,ENSG00000275846.1,RP11-457M11.7
turquoise,ENSG00000181315.10,ZNF322
grey,ENSG00000261584.1,RP11-457M11.5
grey,ENSG00000241549.8,GUSBP2
grey,ENSG00000224843.6,LINC00240
grey,ENSG00000124635.8,HIST1H2BJ
grey,ENSG00000196787.3,HIST1H2AG
purple,ENSG00000276180.1,HIST1H4I
darkmagenta,ENSG00000197903.7,HIST1H2BK
grey,ENSG00000274997.1,HIST1H2AH
brown,ENSG00000204789.4,ZNF204P
grey,ENSG00000124613.8,ZNF391
grey,ENSG00000271755.1,RP1-153G14.4
grey,ENSG00000096654.15,ZNF184
grey,ENSG00000281706.2,LINC01012
grey,ENSG00000185130.5,HIST1H2BL
grey,ENSG00000278828.1,HIST1H3H
grey,ENSG00000273703.1,HIST1H2BM
grey,ENSG00000197238.4,HIST1H4J
grey,ENSG00000273542.1,HIST1H4K
grey,ENSG00000233822.4,HIST1H2BN
blue,ENSG00000275221.1,HIST1H2AK
grey,ENSG00000184357.4,HIST1H1B
grey,ENSG00000272009.1,RP1-313I6.12
grey,ENSG00000197279.3,ZNF165
grey,ENSG00000219891.2,ZSCAN12P1
turquoise,ENSG00000219392.1,ZNF602P
grey,ENSG00000269293.2,ZSCAN16-AS1
turquoise,ENSG00000196812.4,ZSCAN16
grey,ENSG00000261839.1,RP1-265C24.8
grey,ENSG00000198315.10,ZKSCAN8
grey,ENSG00000226314.7,ZNF192P1
grey,ENSG00000280107.1,AL022393.9
grey,ENSG00000216901.1,ZNF603P
turquoise,ENSG00000137185.11,ZSCAN9
grey,ENSG00000187626.8,ZKSCAN4
grey,ENSG00000189134.3,NKAPL
pink,ENSG00000197062.11,ZSCAN26
grey,ENSG00000137338.5,PGBD1
grey,ENSG00000235109.7,ZSCAN31
grey,ENSG00000189298.13,ZKSCAN3
grey,ENSG00000158691.14,ZSCAN12
grey,ENSG00000187987.9,ZSCAN23
brown,ENSG00000232040.2,ZBED9
grey,ENSG00000204713.10,TRIM27
darkred,ENSG00000263426.2,RN7SL471P
blue,ENSG00000197935.6,ZNF311
purple,ENSG00000204681.10,GABBR1
grey,ENSG00000235238.1,SUMO2P1
turquoise,ENSG00000204655.11,MOG
grey,ENSG00000204642.13,HLA-F
grey,ENSG00000214922.9,HLA-F-AS1
grey,ENSG00000273340.1,MICE
grey,ENSG00000181126.13,HLA-V
grey,ENSG00000176998.4,HCG4
grey,ENSG00000281831.1,HCP5B
grey,ENSG00000230521.1,HCG4P7
grey,ENSG00000206341.7,HLA-H
grey,ENSG00000235963.1,MCCD1P1
grey,ENSG00000227262.3,HCG4B
grey,ENSG00000230795.3,HLA-K
grey,ENSG00000206503.11,HLA-A
grey,ENSG00000227766.1,HCG4P5
grey,ENSG00000229390.1,MICD
grey,ENSG00000224312.1,MCCD1P2
grey,ENSG00000204623.9,ZNRD1ASP
grey,ENSG00000237669.1,HCG4P3
grey,ENSG00000066379.14,ZNRD1
sienna3,ENSG00000204619.7,PPP1R11
grey,ENSG00000234127.8,TRIM26
grey,ENSG00000233892.1,PAIP1P1
grey,ENSG00000270604.5,HCG17
grey,ENSG00000243753.5,HLA-L
grey,ENSG00000280128.1,XXbac-BPG283O16.9
grey,ENSG00000231074.8,HCG18
grey,ENSG00000204599.14,TRIM39
grey,ENSG00000241370.5,RPP21
grey,ENSG00000236603.2,RANP1
grey,ENSG00000204592.8,HLA-E
grey,ENSG00000204590.12,GNL1
grey,ENSG00000204576.11,PRR3
cyan,ENSG00000204574.12,ABCF1
grey,ENSG00000204569.9,PPP1R10
turquoise,ENSG00000204568.11,MRPS18B
grey,ENSG00000137343.17,ATAT1
grey,ENSG00000204564.11,C6orf136
grey,ENSG00000204560.9,DHX16
darkturquoise,ENSG00000146112.11,PPP1R18
grey,ENSG00000137404.14,NRM
grey,ENSG00000137337.14,MDC1
grey,ENSG00000196230.12,TUBB
grey,ENSG00000272540.1,XXbac-BPG252P9.9
grey,ENSG00000137312.14,FLOT1
grey,ENSG00000272273.1,XXbac-BPG252P9.10
lightyellow,ENSG00000137331.11,IER3
grey,ENSG00000228022.5,HCG20
turquoise,ENSG00000204580.12,DDR1
grey,ENSG00000213780.10,GTF2H4
grey,ENSG00000137411.16,VARS2
grey,ENSG00000228789.6,HCG22
grey,ENSG00000204540.10,PSORS1C1
grey,ENSG00000204536.13,CCHCR1
grey,ENSG00000137310.11,TCF19
