module,gene_id,gene_name
grey,ENSG00000213088.9,ACKR1
blue,ENSG00000158716.8,DUSP23
blue,ENSG00000188004.9,C1orf204
black,ENSG00000272668.1,RP11-190A12.8
blue,ENSG00000158710.14,TAGLN2
black,ENSG00000085552.16,IGSF9
magenta,ENSG00000177807.7,KCNJ10
red,ENSG00000260766.1,RP11-226L15.5
darkmagenta,ENSG00000143315.6,PIGM
black,ENSG00000162728.4,KCNJ9
darkturquoise,ENSG00000162729.13,IGSF8
magenta,ENSG00000018625.14,ATP1A2
blue,ENSG00000143318.12,CASQ1
blue,ENSG00000227741.1,RP11-536C5.7
black,ENSG00000162734.12,PEA15
salmon,ENSG00000132716.18,DCAF8
yellow,ENSG00000224261.2,RPSAP18
salmon,ENSG00000162735.18,PEX19
blue,ENSG00000122218.14,COPA
grey,ENSG00000235082.2,SUMO1P3
red,ENSG00000202078.1,Y_RNA
lightyellow,ENSG00000162736.15,NCSTN
blue,ENSG00000171786.5,NHLH1
blue,ENSG00000162738.5,VANGL2
lightcyan,ENSG00000066294.14,CD84
grey,ENSG00000213080.3,RP11-312J18.5
blue,ENSG00000158769.17,F11R
blue,ENSG00000215845.10,TSTD1
grey,ENSG00000158773.14,USF1
lightcyan,ENSG00000186517.13,ARHGAP30
grey,ENSG00000162755.13,KLHDC9
paleturquoise,ENSG00000143256.4,PFDN2
black,ENSG00000158793.13,NIT1
tan,ENSG00000158796.16,DEDD
turquoise,ENSG00000143222.11,UFC1
brown,ENSG00000143258.15,USP21
black,ENSG00000143224.17,PPOX
brown,ENSG00000158850.14,B4GALT3
tan,ENSG00000158864.12,NDUFS2
blue,ENSG00000158874.11,APOA2
greenyellow,ENSG00000158882.13,TOMM40L
sienna3,ENSG00000248485.1,PCP4L1
yellow,ENSG00000158887.15,MPZ
grey,ENSG00000143252.14,SDHC
lightcyan,ENSG00000143226.13,FCGR2A
lightcyan,ENSG00000203747.9,FCGR3A
grey,ENSG00000162746.14,FCRLB
turquoise,ENSG00000081721.11,DUSP12
green,ENSG00000118217.5,ATF6
grey,ENSG00000229808.1,RP11-456P18.2
grey,ENSG00000198929.12,NOS1AP
yellow,ENSG00000239887.4,C1orf226
red,ENSG00000152332.15,UHMK1
white,ENSG00000117143.13,UAP1
grey,ENSG00000272574.1,RP11-359K18.4
magenta,ENSG00000162733.16,DDR2
darkturquoise,ENSG00000132196.13,HSD17B7
magenta,ENSG00000185860.13,CCDC190
turquoise,ENSG00000117152.13,RGS4
grey,ENSG00000143248.12,RGS5
purple,ENSG00000232995.7,RGS5
grey,ENSG00000143228.12,NUF2
turquoise,ENSG00000185630.18,PBX1
purple,ENSG00000207082.1,RNU6-171P
purple,ENSG00000269887.1,RP11-477H21.2
grey,ENSG00000271917.1,RP11-506O24.2
turquoise,ENSG00000143171.12,RXRG
grey,ENSG00000143198.12,MGST3
blue,ENSG00000143149.12,ALDH9A1
red,ENSG00000143183.16,TMCO1
yellow,ENSG00000224358.1,RP11-466F5.8
darkgreen,ENSG00000143179.13,UCK2
darkgrey,ENSG00000188859.6,FAM78B
grey,ENSG00000230898.1,RP11-9L18.3
grey,ENSG00000215952.1,MIR921
grey,ENSG00000215835.2,RP11-9L18.2
grey,ENSG00000229588.1,RP11-479J7.2
darkred,ENSG00000143157.11,POGK
salmon,ENSG00000152382.5,TADA1
turquoise,ENSG00000143195.12,ILDR2
grey,ENSG00000143194.12,MAEL
salmon,ENSG00000143190.21,POU2F1
salmon,ENSG00000272033.1,RP11-52A20.2
brown,ENSG00000198821.10,CD247
blue,ENSG00000143162.7,CREG1
black,ENSG00000198771.10,RCSD1
grey,ENSG00000197965.11,MPZL1
yellow,ENSG00000143199.17,ADCY10
salmon,ENSG00000143158.10,MPC2
turquoise,ENSG00000143164.15,DCAF6
grey,ENSG00000224837.1,GCSHP5
magenta,ENSG00000143147.14,GPR161
turquoise,ENSG00000143155.12,TIPRL
blue,ENSG00000213064.9,SFT2D2
black,ENSG00000143178.12,TBX19
blue,ENSG00000143196.4,DPT
grey,ENSG00000235736.1,RP1-10C16.1
grey,ENSG00000203601.3,LINC00970
lightgreen,ENSG00000143153.12,ATP1B1
cyan,ENSG00000143156.13,NME7
cyan,ENSG00000117475.13,BLZF1
cyan,ENSG00000117477.12,CCDC181
green,ENSG00000117479.12,SLC19A2
red,ENSG00000234604.2,RP1-206D15.5
green,ENSG00000213062.4,RP1-206D15.6
turquoise,ENSG00000198734.10,F5
purple,ENSG00000000460.16,C1orf112
grey,ENSG00000171806.11,METTL18
red,ENSG00000000457.13,SCYL3
black,ENSG00000075945.12,KIFAP3
yellow,ENSG00000243051.3,RN7SL269P
yellow,ENSG00000120370.12,GORAB
magenta,ENSG00000116132.11,PRRX1
grey,ENSG00000271811.1,RP1-79C4.4
green,ENSG00000117523.15,PRRC2C
green,ENSG00000117533.14,VAMP4
grey,ENSG00000010165.19,METTL13
red,ENSG00000197959.13,DNM3
red,ENSG00000233540.1,DNM3-IT1
grey,ENSG00000283152.1,MIR3120
grey,ENSG00000135845.9,PIGC
blue,ENSG00000094975.13,SUCO
yellow,ENSG00000120337.8,TNFSF18
grey,ENSG00000230849.2,GOT2P2
darkgreen,ENSG00000226375.1,RP3-395P12.2
grey,ENSG00000117586.10,TNFSF4
cyan,ENSG00000231615.2,RP11-296O14.2
pink,ENSG00000203739.3,RP11-296O14.3
red,ENSG00000117592.8,PRDX6
grey,ENSG00000162753.11,SLC9C2
grey,ENSG00000183831.6,ANKRD45
turquoise,ENSG00000076321.10,KLHL20
grey,ENSG00000225591.2,RP11-360D2.2
grey,ENSG00000200674.1,RN7SKP160
grey,ENSG00000120334.15,CENPL
purple,ENSG00000117593.9,DARS2
grey,ENSG00000270084.1,GAS5-AS1
grey,ENSG00000234741.7,GAS5
magenta,ENSG00000185278.15,ZBTB37
green,ENSG00000135870.11,RC3H1
grey,ENSG00000236535.1,RC3H1-IT1
turquoise,ENSG00000152061.23,RABGAP1L
turquoise,ENSG00000203737.3,GPR52
grey,ENSG00000237249.1,RP1-102G20.2
brown,ENSG00000223525.1,RABGAP1L-IT1
red,ENSG00000116161.17,CACYBP
green,ENSG00000120333.4,MRPS14
midnightblue,ENSG00000116147.16,TNR
grey,ENSG00000235628.1,TNR-IT1
yellow,ENSG00000227740.1,RP11-318C24.2
lightgreen,ENSG00000143207.19,RFWD2
turquoise,ENSG00000252906.1,SCARNA3
grey,ENSG00000236021.1,RP11-195C7.1
grey,ENSG00000227815.2,RP11-195C7.3
skyblue,ENSG00000116183.10,PAPPA2
blue,ENSG00000152092.15,ASTN1
blue,ENSG00000198797.6,BRINP2
black,ENSG00000120341.18,SEC16B
blue,ENSG00000254154.8,RP4-798P15.3
blue,ENSG00000242193.9,RP11-568K15.1
turquoise,ENSG00000224687.1,RASAL2-AS1
turquoise,ENSG00000075391.16,RASAL2
grey,ENSG00000213058.3,RP4-765C7.2
brown,ENSG00000213057.5,C1orf220
grey,ENSG00000273384.1,RP5-1098D14.1
turquoise,ENSG00000116191.17,RALGPS2
magenta,ENSG00000116194.12,ANGPTL1
red,ENSG00000116199.11,FAM20B
greenyellow,ENSG00000186283.13,TOR3A
green,ENSG00000143322.19,ABL2
blue,ENSG00000057252.12,SOAT1
grey,ENSG00000162779.21,AXDND1
grey,ENSG00000162782.15,TDRD5
purple,ENSG00000231966.1,RP11-12M5.4
green,ENSG00000169905.12,TOR1AIP2
yellow,ENSG00000272906.1,RP11-533E19.7
cyan,ENSG00000143337.18,TOR1AIP1
yellowgreen,ENSG00000135837.15,CEP350
yellow,ENSG00000235145.2,RPSAP16
plum1,ENSG00000116260.16,QSOX1
yellow,ENSG00000230124.6,ACBD6
grey,ENSG00000143324.13,XPR1
brown,ENSG00000135835.10,KIAA1614
salmon,ENSG00000243155.1,RP11-46A10.5
salmon,ENSG00000232586.1,KIAA1614-AS1
lightgreen,ENSG00000135823.13,STX6
grey,ENSG00000153029.14,MR1
grey,ENSG00000162783.10,IER5
saddlebrown,ENSG00000179452.2,GM140
grey,ENSG00000198216.10,CACNA1E
yellow,ENSG00000273573.1,Metazoa_SRP
blue,ENSG00000272880.1,RP11-33M22.2
blue,ENSG00000179930.5,ZNF648
magenta,ENSG00000135821.17,GLUL
magenta,ENSG00000135828.11,RNASEL
green,ENSG00000143333.6,RGS16
red,ENSG00000135824.12,RGS8
magenta,ENSG00000135838.13,NPL
grey,ENSG00000135829.16,DHX9
midnightblue,ENSG00000135862.5,LAMC1
tan,ENSG00000157064.10,NMNAT2
royalblue,ENSG00000116698.20,SMG7
grey,ENSG00000162704.15,ARPC5
red,ENSG00000143344.15,RGL1
red,ENSG00000198756.10,COLGALT2
turquoise,ENSG00000198860.11,TSEN15
grey,ENSG00000271387.1,RP11-382D12.2
red,ENSG00000116667.12,C1orf21
turquoise,ENSG00000230470.1,GS1-115G20.1
grey,ENSG00000232036.2,GS1-115G20.2
turquoise,ENSG00000116406.18,EDEM3
blue,ENSG00000135842.16,FAM129A
red,ENSG00000121481.10,RNF2
purple,ENSG00000121486.11,TRMT1L
cyan,ENSG00000116668.12,SWT1
grey,ENSG00000238061.2,RP4-635A23.4
grey,ENSG00000279838.1,RP4-635A23.6
grey,ENSG00000116679.15,IVNS1ABP
grey,ENSG00000143341.11,HMCN1
yellowgreen,ENSG00000047410.13,TPR
cyan,ENSG00000157181.15,C1orf27
red,ENSG00000262180.1,OCLM
red,ENSG00000229739.2,RP11-295K2.3
grey,ENSG00000273198.1,GS1-304P7.3
yellow,ENSG00000228238.1,GS1-304P7.2
magenta,ENSG00000162670.10,BRINP3
magenta,ENSG00000237457.6,LINC01351
white,ENSG00000116741.7,RGS2
turquoise,ENSG00000234473.1,ZNF101P2
red,ENSG00000116750.13,UCHL5
red,ENSG00000116747.12,TROVE2
greenyellow,ENSG00000272579.1,RP11-101E13.5
grey,ENSG00000023572.8,GLRX2
green,ENSG00000134371.10,CDC73
turquoise,ENSG00000162630.5,B3GALT2
red,ENSG00000162687.16,KCNT2
grey,ENSG00000265986.1,MIR4735
grey,ENSG00000000971.15,CFH
green,ENSG00000177888.7,ZBTB41
grey,ENSG00000237861.1,RP11-332L8.1
turquoise,ENSG00000134376.14,CRB1
grey,ENSG00000221879.3,MRPS21P3
turquoise,ENSG00000213047.11,DENND1B
grey,ENSG00000233040.2,FAM204BP
grey,ENSG00000203724.10,C1orf53
grey,ENSG00000143355.15,LHX9
blue,ENSG00000151414.14,NEK7
lightcyan,ENSG00000081237.18,PTPRC
turquoise,ENSG00000229989.3,MIR181A1HG
cyan,ENSG00000203721.6,LINC00862
turquoise,ENSG00000230623.4,RP11-469A15.2
turquoise,ENSG00000162702.7,ZNF281
grey,ENSG00000118193.11,KIF14
grey,ENSG00000118197.13,DDX59
red,ENSG00000118200.14,CAMSAP2
grey,ENSG00000231333.2,RPL34P6
darkturquoise,ENSG00000116852.14,KIF21B
blue,ENSG00000081248.10,CACNA1S
greenyellow,ENSG00000116857.16,TMEM9
blue,ENSG00000163395.16,IGFN1
turquoise,ENSG00000118194.18,TNNT2
grey,ENSG00000174307.6,PHLDA3
magenta,ENSG00000159176.13,CSRP1
tan,ENSG00000134369.15,NAV1
grey,ENSG00000231871.5,IPO9-AS1
salmon,ENSG00000198700.9,IPO9
grey,ENSG00000277681.1,MIR6739
blue,ENSG00000198892.6,SHISA4
grey,ENSG00000223774.5,RP11-307B6.3
magenta,ENSG00000163431.12,LMOD1
green,ENSG00000134375.10,TIMM17A
tan,ENSG00000176393.10,RNPEP
grey,ENSG00000163435.15,ELF3
magenta,ENSG00000170075.8,GPR37L1
pink,ENSG00000143862.7,ARL8A
grey,ENSG00000243323.5,PTPRVP
yellow,ENSG00000077152.9,UBE2T
turquoise,ENSG00000077157.21,PPP1R12B
darkorange,ENSG00000232626.3,RP11-175B9.2
skyblue,ENSG00000143858.11,SYT2
yellow,ENSG00000226862.1,RP11-569A11.1
grey,ENSG00000117139.16,KDM5B
grey,ENSG00000235449.2,RP11-480I12.2
black,ENSG00000214796.8,RP11-480I12.5
grey,ENSG00000183155.4,RABIF
grey,ENSG00000117153.15,KLHL12
blue,ENSG00000159346.12,ADIPOR1
tan,ENSG00000159348.12,CYB5R1
red,ENSG00000163444.11,TMEM183A
brown,ENSG00000143847.15,PPFIA4
pink,ENSG00000163485.15,ADORA1
blue,ENSG00000133048.12,CHI3L1
blue,ENSG00000133063.15,CHIT1
grey,ENSG00000236523.2,NPM1P40
grey,ENSG00000231507.1,LINC01353
midnightblue,ENSG00000159388.5,BTG2
magenta,ENSG00000188783.5,PRELP
blue,ENSG00000058668.14,ATP2B4
brown,ENSG00000221643.1,SNORA77
cyan,ENSG00000058673.15,ZC3H11A
yellow,ENSG00000257315.1,ZBED6
grey,ENSG00000182004.12,SNRPE
grey,ENSG00000143842.14,SOX13
blue,ENSG00000143845.14,ETNK2
blue,ENSG00000174567.7,GOLT1A
brown,ENSG00000143850.13,PLEKHA6
grey,ENSG00000219133.2,RP11-203F10.6
red,ENSG00000158615.8,PPP1R15B
plum1,ENSG00000133056.13,PIK3C2B
tan,ENSG00000198625.12,MDM4
pink,ENSG00000170382.11,LRRN2
lightyellow,ENSG00000163531.15,NFASC
brown,ENSG00000229657.2,RP11-494K3.2
darkturquoise,ENSG00000184144.10,CNTN2
red,ENSG00000174529.7,TMEM81
red,ENSG00000117222.13,RBBP5
darkgrey,ENSG00000133059.16,DSTYK
turquoise,ENSG00000133069.15,TMCC2
pink,ENSG00000162873.14,KLHDC8A
blue,ENSG00000117266.15,CDK18
blue,ENSG00000174514.12,MFSD4A
grey,ENSG00000206762.1,RNU6-418P
darkred,ENSG00000158711.13,ELK4
grey,ENSG00000158715.5,SLC45A3
green,ENSG00000069275.12,NUCKS1
grey,ENSG00000201944.1,SNORA72
turquoise,ENSG00000117280.12,RAB29
red,ENSG00000133065.10,SLC41A1
grey,ENSG00000162877.12,PM20D1
turquoise,ENSG00000266028.7,SRGAP2
turquoise,ENSG00000263528.7,IKBKE
darkturquoise,ENSG00000266094.7,RASSF5
yellow,ENSG00000143486.15,EIF2D
blue,ENSG00000143479.15,DYRK3
blue,ENSG00000162889.10,MAPKAPK2
green,ENSG00000123836.14,PFKFB2
red,ENSG00000180667.10,YOD1
grey,ENSG00000275392.1,RP11-164O23.8
blue,ENSG00000196352.14,CD55
salmon,ENSG00000117335.19,CD46
grey,ENSG00000234219.1,CDCA4P4
brown,ENSG00000203709.10,C1orf132
grey,ENSG00000174059.16,CD34
tan,ENSG00000076356.6,PLXNA2
sienna3,ENSG00000008118.9,CAMK1G
grey,ENSG00000196878.13,LAMB3
lightcyan,ENSG00000009790.14,TRAF3IP3
salmon,ENSG00000162757.4,C1orf74
cyan,ENSG00000117597.17,DIEXF
turquoise,ENSG00000143469.17,SYT14
turquoise,ENSG00000082497.11,SERTAD4
blue,ENSG00000054392.12,HHAT
skyblue,ENSG00000143473.11,KCNH1
grey,ENSG00000224668.1,IPO8P1
orange,ENSG00000234233.1,KCNH1-IT1
green,ENSG00000117625.13,RCOR3
blue,ENSG00000082512.14,TRAF5
blue,ENSG00000153363.12,LINC00467
grey,ENSG00000198570.5,RD3
red,ENSG00000170385.9,SLC30A1
salmon,ENSG00000117650.12,NEK2
green,ENSG00000123684.12,LPGAT1
purple,ENSG00000143493.12,INTS7
grey,ENSG00000143476.17,DTL
grey,ENSG00000220749.4,RPL21P28
magenta,ENSG00000066027.11,PPP2R5A
yellow,ENSG00000065600.12,TMEM206
blue,ENSG00000117691.9,NENF
blue,ENSG00000260805.2,RP11-61J19.5
blue,ENSG00000162772.16,ATF3
blue,ENSG00000123685.8,BATF3
darkred,ENSG00000117697.14,NSL1
green,ENSG00000203705.10,TATDN3
grey,ENSG00000198468.7,FLVCR1-AS1
green,ENSG00000162769.12,FLVCR1
turquoise,ENSG00000143494.15,VASH2
red,ENSG00000174606.13,ANGEL2
turquoise,ENSG00000136643.11,RPS6KC1
turquoise,ENSG00000230461.8,PROX1-AS1
grey,ENSG00000281664.1,LINC00538
turquoise,ENSG00000117707.15,PROX1
grey,ENSG00000274895.1,RP11-478J18.2
turquoise,ENSG00000143499.13,SMYD2
turquoise,ENSG00000152104.11,PTPN14
turquoise,ENSG00000117724.12,CENPF
turquoise,ENSG00000082482.13,KCNK2
turquoise,ENSG00000136636.12,KCTD3
blue,ENSG00000042781.12,USH2A
blue,ENSG00000196482.16,ESRRG
midnightblue,ENSG00000092978.10,GPATCH2
yellow,ENSG00000162814.10,SPATA17
red,ENSG00000067533.5,RRP15
magenta,ENSG00000092969.11,TGFB2
yellow,ENSG00000143353.11,LYPLAL1
yellow,ENSG00000277007.1,RP11-392O17.2
grey,ENSG00000215817.5,ZC3H11B
blue,ENSG00000196660.10,SLC30A10
turquoise,ENSG00000136628.17,EPRS
grey,ENSG00000162813.17,BPNT1
turquoise,ENSG00000067704.9,IARS2
red,ENSG00000118873.15,RAB3GAP2
turquoise,ENSG00000218283.2,MORF4L1P1
grey,ENSG00000213033.4,AURKAPS1
turquoise,ENSG00000116141.15,MARK1
green,ENSG00000233012.2,HDAC1P2
blue,ENSG00000162817.6,C1orf115
blue,ENSG00000117791.15,MARC2
turquoise,ENSG00000186205.12,MARC1
darkgrey,ENSG00000272823.1,RP11-295M18.6
darkgrey,ENSG00000257551.1,HLX-AS1
grey,ENSG00000136630.12,HLX
grey,ENSG00000143507.17,DUSP10
yellow,ENSG00000143512.12,HHIPL2
grey60,ENSG00000143498.17,TAF1A
grey,ENSG00000225265.1,TAF1A-AS1
midnightblue,ENSG00000154305.16,MIA3
turquoise,ENSG00000272750.1,RP11-378J18.8
red,ENSG00000186063.12,AIDA
darkred,ENSG00000162819.11,BROX
yellow,ENSG00000228106.5,RP11-452F19.3
darkmagenta,ENSG00000154309.8,DISP1
grey,ENSG00000187554.11,TLR5
turquoise,ENSG00000143502.14,SUSD4
blue,ENSG00000203697.11,CAPN8
blue,ENSG00000162909.17,CAPN2
magenta,ENSG00000143514.16,TP53BP2
yellow,ENSG00000272645.3,GTF2IP20
blue,ENSG00000185495.10,RP11-504P24.3
black,ENSG00000278467.1,RP11-504P24.9
red,ENSG00000143756.11,FBXO28
grey,ENSG00000143753.12,DEGS1
yellow,ENSG00000237101.1,RP11-365O16.6
yellow,ENSG00000143748.17,NVL
grey,ENSG00000143771.11,CNIH4
royalblue,ENSG00000162923.14,WDR26
turquoise,ENSG00000143786.7,CNIH3
grey,ENSG00000229991.1,AKR1B1P1
turquoise,ENSG00000233384.2,RP11-100E13.1
salmon,ENSG00000225334.1,RP11-449J1.1
grey,ENSG00000185842.14,DNAH14
turquoise,ENSG00000143815.14,LBR
darkgrey,ENSG00000154380.17,ENAH
red,ENSG00000143742.12,SRP9
turquoise,ENSG00000143819.12,EPHX1
grey,ENSG00000242861.1,RP11-285F7.2
turquoise,ENSG00000196187.11,TMEM63A
black,ENSG00000243709.1,LEFTY1
brown,ENSG00000143811.17,PYCR2
green,ENSG00000143751.9,SDE2
yellow,ENSG00000272562.1,RP11-396C23.4
grey,ENSG00000163041.9,H3F3A
lightgreen,ENSG00000182827.8,ACBD3
yellow,ENSG00000183814.15,LIN9
turquoise,ENSG00000143799.12,PARP1
pink,ENSG00000203685.9,STUM
magenta,ENSG00000143772.9,ITPKB
violet,ENSG00000143801.16,PSEN2
greenyellow,ENSG00000163050.16,ADCK3
turquoise,ENSG00000143776.18,CDC42BPA
grey,ENSG00000236636.2,RP11-211A18.1
turquoise,ENSG00000181450.17,ZNF678
grey,ENSG00000143740.14,SNAP47
greenyellow,ENSG00000081692.12,JMJD4
yellow,ENSG00000276255.2,RP5-881P19.7
greenyellow,ENSG00000143761.14,ARF1
brown,ENSG00000143793.12,C1orf35
orange,ENSG00000162910.18,MRPL55
cyan,ENSG00000280157.1,RP11-520H14.7
greenyellow,ENSG00000143774.16,GUK1
pink,ENSG00000198835.3,GJC2
brown,ENSG00000181873.12,IBA57
blue,ENSG00000162913.9,C1orf145
blue,ENSG00000154358.20,OBSCN
brown,ENSG00000154370.14,TRIM11
grey,ENSG00000231563.1,RP11-245P10.4
brown,ENSG00000162931.11,TRIM17
grey,ENSG00000181218.5,HIST3H2A
black,ENSG00000196890.4,HIST3H2BB
yellow,ENSG00000279306.1,RP5-915N17.11
tan,ENSG00000168159.10,RNF187
grey,ENSG00000183929.7,DUSP5P1
grey,ENSG00000206878.1,SNORA51
tan,ENSG00000234975.6,FTH1P2
grey,ENSG00000116574.5,RHOU
grey,ENSG00000177788.5,RP5-1061H20.4
red,ENSG00000168118.11,RAB4A
salmon,ENSG00000237481.1,RP4-803J11.2
red,ENSG00000154429.10,CCSAP
tan,ENSG00000143632.14,ACTA1
salmon,ENSG00000069248.11,NUP133
blue,ENSG00000135776.4,ABCB10
grey,ENSG00000135801.9,TAF5L
grey,ENSG00000135763.9,URB2
midnightblue,ENSG00000143641.9,GALNT2
turquoise,ENSG00000177614.10,PGBD5
greenyellow,ENSG00000282564.1,RP4-553F17.1
purple,ENSG00000135775.13,COG2
magenta,ENSG00000135744.7,AGT
grey,ENSG00000135773.12,CAPN9
magenta,ENSG00000119280.16,C1orf198
green,ENSG00000143643.12,TTC13
grey,ENSG00000173409.13,ARV1
grey,ENSG00000182118.6,FAM89A
turquoise,ENSG00000119283.15,TRIM67
yellow,ENSG00000143633.12,C1orf131
purple,ENSG00000116906.11,GNPAT
green,ENSG00000116903.7,EXOC8
turquoise,ENSG00000010072.15,SPRTN
green,ENSG00000135766.8,EGLN1
grey,ENSG00000233461.5,RP11-295G20.2
green,ENSG00000116918.13,TSNAX
turquoise,ENSG00000162946.20,DISC1
turquoise,ENSG00000226758.1,DISC1-IT1
skyblue3,ENSG00000116991.10,SIPA1L2
turquoise,ENSG00000212916.4,MAP10
turquoise,ENSG00000135778.11,NTPCR
turquoise,ENSG00000135749.18,PCNX2
lightgreen,ENSG00000231940.1,RPS7P3
grey,ENSG00000143674.10,RP5-862P8.2
skyblue,ENSG00000135750.14,KCNK1
grey,ENSG00000265744.1,MIR4427
turquoise,ENSG00000183780.12,SLC35F3
turquoise,ENSG00000231272.1,RP4-799P18.4
lightgreen,ENSG00000232166.1,RP4-799P18.5
turquoise,ENSG00000264377.1,MIR4671
turquoise,ENSG00000236358.1,RP5-827C21.2
turquoise,ENSG00000273367.1,RP5-827C21.6
grey,ENSG00000231663.1,RP5-827C21.4
turquoise,ENSG00000168275.14,COA6
grey,ENSG00000059588.9,TARBP1
magenta,ENSG00000231768.1,LINC01354
turquoise,ENSG00000168264.10,IRF2BP2
grey,ENSG00000224939.1,LINC00184
grey,ENSG00000273416.1,RP4-597N16.4
tan,ENSG00000173726.10,TOMM20
blue,ENSG00000207181.1,SNORA14B
grey,ENSG00000188739.14,RBM34
green,ENSG00000054267.20,ARID4B
purple,ENSG00000152904.11,GGPS1
grey,ENSG00000227962.1,RP11-382D8.3
yellow,ENSG00000230026.2,RP11-382D8.5
pink,ENSG00000116957.12,TBCE
lightgreen,ENSG00000162885.12,B3GALNT2
sienna3,ENSG00000168243.10,GNG4
darkolivegreen,ENSG00000143669.13,LYST
grey,ENSG00000222831.1,MIR1537
turquoise,ENSG00000116962.14,NID1
skyblue3,ENSG00000077585.13,GPR137B
grey,ENSG00000086619.13,ERO1B
turquoise,ENSG00000116977.18,LGALS8
cyan,ENSG00000119285.10,HEATR1
turquoise,ENSG00000077522.12,ACTN2
turquoise,ENSG00000116984.12,MTR
grey,ENSG00000226498.2,RPSAP21
turquoise,ENSG00000198626.15,RYR2
grey,ENSG00000252396.1,RN7SKP195
grey,ENSG00000266262.1,MIR4428
blue,ENSG00000133019.11,CHRM3
turquoise,ENSG00000155816.19,FMN2
grey,ENSG00000223694.1,ADH5P3
grey,ENSG00000252317.1,Y_RNA
turquoise,ENSG00000180875.4,GREM2
yellow,ENSG00000223963.2,THAP12P8
tan,ENSG00000182901.16,RGS7
grey,ENSG00000215802.3,RFKP1
tan,ENSG00000238085.1,RP11-435F13.2
salmon,ENSG00000224348.2,RP11-306K13.1
grey,ENSG00000225554.1,RP11-527D7.1
green,ENSG00000091483.6,FH
grey,ENSG00000054277.13,OPN3
grey,ENSG00000203668.2,CHML
sienna3,ENSG00000180287.16,PLD5
grey,ENSG00000214837.8,LINC01347
grey,ENSG00000143702.15,CEP170
purple,ENSG00000054282.15,SDCCAG8
turquoise,ENSG00000117020.16,AKT3
salmon,ENSG00000226766.1,FABP7P1
red,ENSG00000232184.1,RP11-370K11.1
turquoise,ENSG00000228939.1,AKT3-IT1
grey,ENSG00000226828.1,RP11-278H7.1
turquoise,ENSG00000179456.10,ZBTB18
yellow,ENSG00000225401.2,TGIF2P1
grey,ENSG00000035687.9,ADSS
grey,ENSG00000179397.17,C1orf101
darkred,ENSG00000121644.18,DESI2
blue,ENSG00000203667.9,COX20
green,ENSG00000153187.17,HNRNPU
grey,ENSG00000272195.1,RP11-156E8.1
turquoise,ENSG00000203666.12,EFCAB2
green,ENSG00000162849.15,KIF26B
yellow,ENSG00000231612.1,RP11-522M21.3
turquoise,ENSG00000185420.18,SMYD3
grey,ENSG00000202184.1,RNU6-1283P
grey,ENSG00000230184.1,SMYD3-IT1
grey,ENSG00000207326.1,Y_RNA
grey,ENSG00000162851.7,TFB2M
red,ENSG00000162852.13,CNST
tan,ENSG00000225300.1,RP11-1086F11.1
grey,ENSG00000143653.9,SCCPDH
yellow,ENSG00000260855.1,RP11-439E19.10
yellow,ENSG00000227953.6,LINC01341
red,ENSG00000153207.14,AHCTF1
grey,ENSG00000197472.14,ZNF695
grey,ENSG00000135747.11,ZNF670-ZNF695
grey,ENSG00000277462.1,ZNF670
grey,ENSG00000188295.14,ZNF669
turquoise,ENSG00000196418.12,ZNF124
darkgreen,ENSG00000224014.1,RP11-488L18.6
greenyellow,ENSG00000259865.1,RP11-488L18.10
grey,ENSG00000227671.4,RP11-488L18.4
tan,ENSG00000162714.12,ZNF496
salmon,ENSG00000162711.16,NLRP3
turquoise,ENSG00000162722.8,TRIM58
turquoise,ENSG00000238243.3,OR2W3
grey,ENSG00000224830.2,OR2X1P
grey,ENSG00000279263.1,OR2L8
grey,ENSG00000187080.7,OR2AK2
grey,ENSG00000237492.1,OR2L9P
grey,ENSG00000224227.2,OR2L1P
grey,ENSG00000232215.2,OR2L6P
grey,ENSG00000197454.1,OR2L5
grey,ENSG00000203663.3,OR2L2
grey,ENSG00000198128.3,OR2L3
grey,ENSG00000196071.4,OR2L13
grey,ENSG00000177233.2,OR2M1P
grey60,ENSG00000189181.4,OR14I1
grey60,ENSG00000259823.5,LYPD8
blue,ENSG00000175137.10,SH3BP5L
steelblue,ENSG00000171161.12,ZNF672
brown,ENSG00000171163.15,ZNF692
grey,ENSG00000185220.11,PGBD2
turquoise,ENSG00000184731.5,FAM110C
yellow,ENSG00000035115.21,SH3YL1
red,ENSG00000143727.15,ACP1
purple,ENSG00000228643.1,AC079779.4
pink,ENSG00000151353.14,TMEM18
grey,ENSG00000237667.5,LINC01115
turquoise,ENSG00000172554.11,SNTG2
tan,ENSG00000130508.10,PXDN
turquoise,ENSG00000186487.17,MYT1L
saddlebrown,ENSG00000227364.1,AC018685.2
grey,ENSG00000237720.1,AC011995.1
black,ENSG00000228391.1,AC011995.3
darkolivegreen,ENSG00000234423.1,LINC01250
yellow,ENSG00000236760.1,AC019118.3
grey,ENSG00000032389.12,TSSC1
darkorange,ENSG00000224885.1,TSSC1-IT1
pink,ENSG00000171853.15,TRAPPC12
grey,ENSG00000182551.13,ADI1
grey,ENSG00000242282.6,AC108488.4
salmon,ENSG00000171865.9,RNASEH1
grey,ENSG00000234171.2,RNASEH1-AS1
paleturquoise,ENSG00000171863.12,RPS7
grey,ENSG00000118004.17,COLEC11
blue,ENSG00000176887.6,SOX11
