""	inGencode	inGencodeStart	inGencodeEnd	gencodeGeneID	ensemblID	Symbol	gencodeStrand	gencodeTx	numTx	Class	startExon	endExon	newGeneID	newGeneSymbol	isFusion	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
chr16:72097782-72098644(+)	TRUE	TRUE	TRUE	ENSG00000140829.11	ENSG00000140829	DHX38	+	ENST00000268482.7|ENST00000564307.5|ENST00000563650.2	3	InGen	433962	433963	ENSG00000140829.11	DHX38	FALSE	-0.267896117708804	1.70023856107956	-4.48255466312629	1.16730567069519e-05	0.00124688786202134	2.77415740611491	0.0327549849543071
chr2:97187402-97190977(+)	FALSE	TRUE	TRUE						0	ExonSkip	69056	69059	ENSG00000135976.16	ANKRD36	FALSE	0.760707883841181	0.144603659652544	4.48163260001246	1.17195032337801e-05	0.00125095435125348	3.04228466984514	0.0335023757720571
chr1:23397956-23408663(-)	TRUE	TRUE	TRUE	ENSG00000204219.9	ENSG00000204219	TCEA3	-	ENST00000450454.6	1	InGen	8015	8014	ENSG00000204219.9	TCEA3	FALSE	0.429219860915531	0.182920864779759	4.48031719876996	1.17860705761631e-05	0.00125661421997864	3.03986415551758	0.102906207750332
chr3:66263380-66362859(+)	FALSE	TRUE	TRUE						0	ExonSkip	109926	109928	ENSG00000144741.17	SLC25A26	FALSE	1.46833109101849	-1.22495656313378	4.48025243569964	1.17893573483742e-05	0.00125661421997864	3.02440244445949	0.0325709097057821
chr8:104115710-104148606(+)	FALSE	FALSE	TRUE						0	AltStartEnd		245481	ENSG00000176406.21	RIMS2	FALSE	-0.40830626421911	1.11295131322233	-4.47969979233217	1.18174402354779e-05	0.00125870910685033	2.8789009050655	0.0340175445547491
chr1:154170712-154172028(-)	TRUE	TRUE	TRUE	ENSG00000143549.19	ENSG00000143549	TPM3	-	ENST00000368533.7|ENST00000368545.7|ENST00000341485.9|ENST00000341372.7|ENST00000328159.8|ENST00000509409.5|ENST00000271850.11|ENST00000312970.12|ENST00000368531.6|ENST00000509601.1	10	InGen	33342	33338	ENSG00000143549.19	TPM3	FALSE	-0.267304025578942	1.79104175912004	-4.47780227490226	1.19143536388559e-05	0.00126812711564076	2.73546649703169	0.0341799689341432
chr12:7497134-7498867(-)	TRUE	TRUE	TRUE	ENSG00000177575.12	ENSG00000177575	CD163	-	ENST00000359156.8|ENST00000537044.1|ENST00000541972.5|ENST00000396620.7|ENST00000432237.2	5	InGen	328692	328691	ENSG00000177575.12	CD163	FALSE	-0.82292834536393	-0.426054851977898	-4.47685961857788	1.1962782089157e-05	0.00127237479498284	3.05234052306521	0.0327051020410591
chr15:24950691-24962113(+)	FALSE	FALSE	TRUE						0	AltStartEnd		389231	ENSG00000128739.21	SNRPN	FALSE	1.22991499701841	-0.263773215351495	4.47645985791901	1.19833766252333e-05	0.00127365808884179	3.04344440042577	0.0383525723492217
chr15:45072439-45073364(+)	TRUE	TRUE	TRUE	ENSG00000140263.13	ENSG00000140263	SORD	+	ENST00000267814.13|ENST00000559230.5|ENST00000558580.1|ENST00000560488.5|ENST00000559562.1|ENST00000558574.1	6	InGen	395577	395578	ENSG00000140263.13	SORD	FALSE	0.392215837234579	0.25432848986455	4.47559429271112	1.2028084865716e-05	0.00127750066933303	3.00668501890039	0.0336243364528853
chr17:37207801-37210466(-)	TRUE	TRUE	TRUE	ENSG00000278540.4	ENSG00000278540	ACACA	-	ENST00000616317.4|ENST00000612895.4|ENST00000614428.4|ENST00000617649.4|ENST00000614450.4	5	InGen	453443	453442	ENSG00000278540.4	ACACA	FALSE	-0.208358215232786	2.42755531062022	-4.47092664257292	1.22719540131852e-05	0.00130190459147664	2.57991940306478	0.0699161346158988
chr1:150625809-150627466(-)	TRUE	TRUE	TRUE	ENSG00000143420.17	ENSG00000143420	ENSA	-	ENST00000369014.9|ENST00000361532.9|ENST00000271690.12|ENST00000513281.5|ENST00000354702.3	5	InGen	31369	31367	ENSG00000143420.17	ENSA	FALSE	-0.139698390813519	4.8586747647415	-4.47086336928496	1.22752922353638e-05	0.00130190459147664	2.26845290587849	0.0572075596351162
chr16:83994421-83994608(+)	TRUE	TRUE	TRUE	ENSG00000103154.9	ENSG00000103154	NECAB2	+	ENST00000305202.8|ENST00000565691.5|ENST00000566836.1|ENST00000567703.1	4	InGen	435860	435861	ENSG00000103154.9	NECAB2	FALSE	0.264116500974551	3.82751581025761	4.47060442530511	1.22889628980792e-05	0.00130242946666647	2.3826152559974	0.0636261076875437
chr4:155667420-155696755(+)	TRUE	TRUE	TRUE	ENSG00000164116.16	ENSG00000164116	GUCY1A3	+	ENST00000506455.5|ENST00000512983.5|ENST00000511507.5|ENST00000515602.5|ENST00000509901.5|ENST00000443668.6|ENST00000296518.11|ENST00000515201.5	8	InGen	148469	148470	ENSG00000164116.16	GUCY1A3	FALSE	0.317132444835252	2.65507459149752	4.46999850831623	1.23210087888513e-05	0.00130427122259346	2.54203091757221	0.0557102724937061
chr9:4718538-4719134(-)	TRUE	TRUE	TRUE	ENSG00000147853.16	ENSG00000147853	AK3	-	ENST00000611749.4|ENST00000381809.7|ENST00000359883.6|ENST00000447596.4	4	InGen	252523	252522	ENSG00000147853.16	AK3	FALSE	-0.207565653517817	3.35278766930654	-4.46994563782411	1.2323808821205e-05	0.00130427122259346	2.43069296366927	0.0742966425015679
chr7:45703493-45703599(+)	TRUE	TRUE	TRUE	ENSG00000164742.14	ENSG00000164742	ADCY1	+	ENST00000297323.11	1	InGen	210386	210387	ENSG00000164742.14	ADCY1	FALSE	0.3968151635106	3.42499224232904	4.46960263565516	1.23419891389214e-05	0.00130527024086705	2.42595001113105	0.0768492126759473
chrX:130625446-130627957(-)	TRUE	TRUE	TRUE	ENSG00000165675.16	ENSG00000165675	ENOX2	-	ENST00000370935.5|ENST00000370927.5|ENST00000338144.7|ENST00000394363.5|ENST00000610637.1	5	InGen	564472	564471	ENSG00000165675.16	ENOX2	FALSE	0.359993835378067	0.524484781870114	4.46928755982647	1.23587119612326e-05	0.00130611381166512	2.94056301802124	0.079124673960318
chr10:84253011-84254325(+)	TRUE	TRUE	TRUE	ENSG00000148604.13	ENSG00000148604	RGR	+	ENST00000478727.5|ENST00000358110.6|ENST00000359452.8|ENST00000483660.5|ENST00000483771.5|ENST00000483744.5|ENST00000497161.1	7	InGen	282948	282949	ENSG00000148604.13	RGR	FALSE	-0.948762322246876	-0.888937171792283	-4.46909677427409	1.23688485861082e-05	0.00130626062815568	2.97882819323262	0.065321583955387
chr17:69085183-69085624(-)	TRUE	TRUE	TRUE	ENSG00000154262.12	ENSG00000154262	ABCA6	-	ENST00000284425.6|ENST00000446604.6	2	InGen	466993	466992	ENSG00000154262.12	ABCA6	FALSE	0.820086646526562	-0.686717071310564	4.46762506431172	1.24473108346671e-05	0.00131361793233334	3.00536739661673	0.0626922993676866
chr6:43018557-43018632(+)	TRUE	TRUE	TRUE	ENSG00000124702.17	ENSG00000124702	KLHDC3	+	ENST00000244670.12|ENST00000326974.8|ENST00000332245.9	3	InGen	187964	187965	ENSG00000124702.17	KLHDC3	FALSE	0.154300894701257	4.71816295138851	4.46727289902575	1.24661568193651e-05	0.00131467772880834	2.26634286589621	0.0579386537923153
chr8:85473812-85474323(+)	TRUE	TRUE	TRUE	ENSG00000104267.9	ENSG00000104267	CA2	+	ENST00000285379.9|ENST00000520996.5|ENST00000522742.1	3	InGen	242357	242358	ENSG00000104267.9	CA2	FALSE	0.287069579634009	4.42019220048269	4.46685443143557	1.24885865785879e-05	0.0013161137066811	2.29310861418832	0.0634578432199005
chr22:46272417-46273897(+)	TRUE	TRUE	TRUE	ENSG00000075234.16	ENSG00000075234	TTC38	+	ENST00000417709.5|ENST00000381031.7|ENST00000421359.5|ENST00000422713.1	4	InGen	549906	549907	ENSG00000075234.16	TTC38	FALSE	-0.530123033448899	-0.2077718621593	-4.46658529959966	1.25030324540484e-05	0.00131670686840303	3.01041660740961	0.0614735001882364
chr4:154539214-154539950(-)	TRUE	TRUE	TRUE	ENSG00000171566.11	ENSG00000171566	PLRG1	-	ENST00000499023.6|ENST00000506627.5|ENST00000302078.9|ENST00000507125.1	4	InGen	148197	148196	ENSG00000171566.11	PLRG1	FALSE	-0.224486982537989	3.41746410360816	-4.46537133816975	1.25683925530118e-05	0.00132265724336421	2.40623187300118	0.0745848039141404
chr2:73306212-73307051(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	-1.32084173681631	-0.969726726621198	-4.46428915228805	1.26269343694215e-05	0.00132788220867611	3.00115042906439	0.138933038422187
chr1:148889895-148931799(+)	TRUE	TRUE	TRUE	ENSG00000178104.19	ENSG00000178104	PDE4DIP	+	ENST00000619981.4|ENST00000528129.5|ENST00000526445.1	3	InGen	30481	30483	ENSG00000178104.19	PDE4DIP	FALSE	-1.41360832583806	-0.570751348903889	-4.46136885325918	1.27862203982711e-05	0.00134363280537975	2.98674459579095	0.10027005321201
chr1:36479517-36481477(-)	TRUE	TRUE	TRUE	ENSG00000119535.17	ENSG00000119535	CSF3R	-	ENST00000373103.5|ENST00000373104.5|ENST00000373106.5|ENST00000526980.5|ENST00000489551.5	5	InGen	12802	12801	ENSG00000119535.17	CSF3R	FALSE	0.671533279463708	-0.784457305791357	4.46121431076173	1.27947033720393e-05	0.00134363280537975	2.96847748414392	0.10828189690592
chr21:37421867-37425689(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	-0.456347485071023	-0.117272074215247	-4.46065810806677	1.28252785824804e-05	0.00134589717217174	2.98263224945362	0.0386549711901464
chr6:116689454-116692054(+)	TRUE	TRUE	TRUE	ENSG00000196911.10	ENSG00000196911	KPNA5	+	ENST00000413340.5|ENST00000368564.6|ENST00000356348.6	3	InGen	195788	195789	ENSG00000196911.10	KPNA5	FALSE	-0.16549030697876	3.12128381606478	-4.45933851071198	1.28980996050896e-05	0.00135258856188739	2.41876536993518	0.0323874827097639
chr13:101377057-101378569(-)	TRUE	TRUE	TRUE	ENSG00000102452.15	ENSG00000102452	NALCN	-	ENST00000251127.10|ENST00000497170.5|ENST00000470333.1|ENST00000376200.5	4	InGen	366603	366602	ENSG00000102452.15	NALCN	FALSE	-0.179627233745112	3.49205444562425	-4.45819517305381	1.29615147828016e-05	0.00135828488703898	2.36655656292184	0.0273129822349859
chr7:103566413-103566600(-)	TRUE	TRUE	TRUE	ENSG00000189056.13	ENSG00000189056	RELN	-	ENST00000343529.9|ENST00000424685.2|ENST00000428762.5	3	InGen	220676	220675	ENSG00000189056.13	RELN	FALSE	-0.355950887939646	1.24667992948016	-4.45606227131513	1.30806172726386e-05	0.00136886271043262	2.74370198492677	0.0297981774668758
chr20:58895685-58898940(+)	TRUE	TRUE	TRUE	ENSG00000087460.23	ENSG00000087460	GNAS	+	ENST00000313949.11|ENST00000371098.6|ENST00000371075.7|ENST00000472183.5|ENST00000490374.5|ENST00000493744.5|ENST00000371100.8|ENST00000464624.6|ENST00000481768.5|ENST00000349036.7|ENST00000423897.5|ENST00000464960.5|ENST00000481039.5|ENST00000467321.5|ENST00000477931.5|ENST00000470512.5|ENST00000464788.5|ENST00000469431.5|ENST00000604005.5|ENST00000480232.5|ENST00000354359.11|ENST00000371085.7|ENST00000371081.5|ENST00000488652.5|ENST00000603546.1|ENST00000483387.1	26	InGen	530087	530088	ENSG00000087460.23	GNAS	FALSE	-0.14326278744713	4.68325220525752	-4.4560592350816	1.30807875644531e-05	0.00136886271043262	2.22590672046306	0.0259724757536081
chr17:12995063-12995702(-)	TRUE	TRUE	TRUE	ENSG00000006744.18	ENSG00000006744	ELAC2	-	ENST00000480891.5|ENST00000484122.5|ENST00000338034.8|ENST00000395962.6|ENST00000465825.5|ENST00000487229.6|ENST00000426905.7|ENST00000584650.5|ENST00000491478.5	9	InGen	445522	445521	ENSG00000006744.18	ELAC2	FALSE	0.225567352775494	1.86802970791709	4.45548432659624	1.31130705836265e-05	0.00137128007235541	2.62575262091013	0.0282512940844572
chr1:59321751-59339957(+)	TRUE	TRUE	TRUE	ENSG00000172456.17	ENSG00000172456	FGGY	+	ENST00000413489.5|ENST00000371218.8|ENST00000303721.11|ENST00000430447.5|ENST00000634364.1|ENST00000634399.1|ENST00000424725.2	7	InGen	19155	19156	ENSG00000172456.17	FGGY	FALSE	-0.262708314759273	2.80807427111607	-4.45341989700249	1.32296269686759e-05	0.00138250064720737	2.44368798387488	0.0291582531577767
chr1:108933145-108933290(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	0.567473919288848	-0.381636146156449	4.45162412373757	1.33318236834201e-05	0.00139220598774043	2.95387785721377	0.0309146336330959
chr21:46596833-46602277(-)	FALSE	FALSE	TRUE						0	AltStartEnd		538500	ENSG00000160307.9	S100B	FALSE	-0.800164548099699	-0.767371231284469	-4.45049520838056	1.3396457397318e-05	0.0013978833986693	2.9328490620946	0.0311843713121117
chr19:39893528-39893921(-)	TRUE	TRUE	TRUE	ENSG00000275395.4	ENSG00000275395	FCGBP	-	ENST00000616721.4|ENST00000620799.1	2	InGen	505851	505850	ENSG00000275395.4	FCGBP	FALSE	-1.02310552148271	-0.746418981378758	-4.45019031356569	1.34139650572556e-05	0.0013978833986693	2.93537700814351	0.032065745467411
chr11:60181742-60182977(-)	TRUE	TRUE	TRUE	ENSG00000110077.14	ENSG00000110077	MS4A6A	-	ENST00000528851.5|ENST00000420732.6|ENST00000530839.5|ENST00000533023.5|ENST00000527254.5|ENST00000525549.5|ENST00000530179.1|ENST00000526677.1|ENST00000532169.5|ENST00000533409.1	10	InGen	304706	304705	ENSG00000110077.14	MS4A6A	FALSE	0.615400730317818	0.0391022255117085	4.45004895070662	1.34220898431344e-05	0.0013978833986693	2.92222490658095	0.0291793504137852
chr15:22516991-22534067(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000613386.4|ENST00000619021.4	2	InGen	388748	388749	ENSG00000276550.4	HERC2P2	FALSE	0.817184237671277	0.474305756393668	4.4500220810586	1.34236347020497e-05	0.0013978833986693	2.88011319850055	0.102214769163521
chr2:73058597-73071603(-)	TRUE	TRUE	TRUE	ENSG00000144040.12	ENSG00000144040	SFXN5	-	ENST00000272433.6|ENST00000411783.5|ENST00000410065.5|ENST00000416579.5|ENST00000450185.5|ENST00000442582.1|ENST00000484123.1	7	InGen	64806	64820	ENSG00000144040.12	SFXN5	FALSE	-0.283984929048676	3.34640677097608	-4.44981264097958	1.34356822231188e-05	0.00139816297007704	2.35022920194724	0.0711100575803491
chr21:44855257-44856192(-)	TRUE	TRUE	TRUE	ENSG00000183255.11	ENSG00000183255	PTTG1IP	-	ENST00000330938.7|ENST00000397886.3|ENST00000474737.5|ENST00000494690.5	4	InGen	537695	537694	ENSG00000183255.11	PTTG1IP	FALSE	-0.162220741880053	3.87507411062879	-4.44902272720374	1.34812135395043e-05	0.00140192416369619	2.28209763983013	0.074387762314474
chr3:38004400-38005791(+)	TRUE	TRUE	TRUE	ENSG00000136059.14	ENSG00000136059	VILL	+	ENST00000283713.10|ENST00000383759.6|ENST00000465644.5|ENST00000486616.5|ENST00000488209.1	5	InGen	100555	100556	ENSG00000136059.14	VILL	FALSE	0.837145227717521	0.658501521785005	4.44801377472378	1.35395859417143e-05	0.00140701454993886	2.84495591159185	0.092095868303525
chr17:16439415-16439580(+)	TRUE	TRUE	TRUE	ENSG00000175061.17	ENSG00000175061	LRRC75A-AS1	+	ENST00000487066.5|ENST00000578757.5|ENST00000460249.5|ENST00000483140.5	4	InGen	446299	446304	ENSG00000175061.17	LRRC75A-AS1	FALSE	-0.356184690163162	2.43770684087235	-4.44726981182409	1.35827828759188e-05	0.00141052193994703	2.48709391056367	0.115544746857527
chr7:102638835-102639122(-)	TRUE	TRUE	TRUE	ENSG00000205236.6	ENSG00000205236	RP11-514P8.6	-	ENST00000519541.1|ENST00000340457.8|ENST00000476151.5	3	InGen	220297	220296	ENSG00000205236.6	RP11-514P8.6	FALSE	-0.53925859320017	3.01181643587997	-4.44644418272941	1.3630876523577e-05	0.0014145326074651	2.38659246090652	0.0938855955424994
chr16:72097010-72097676(+)	TRUE	TRUE	TRUE	ENSG00000140829.11	ENSG00000140829	DHX38	+	ENST00000268482.7|ENST00000564307.5	2	InGen	433961	433962	ENSG00000140829.11	DHX38	FALSE	-0.292596235703351	1.92253349966136	-4.44613312500612	1.36490382882147e-05	0.00141543370598429	2.58082716834243	0.0526718331577169
chr11:47422974-47424045(-)	TRUE	TRUE	TRUE	ENSG00000165916.8	ENSG00000165916	PSMC3	-	ENST00000602866.5|ENST00000298852.7|ENST00000619920.4|ENST00000530912.5|ENST00000530887.5|ENST00000530651.5|ENST00000531051.6|ENST00000527906.5	8	InGen	302894	302893	ENSG00000165916.8	PSMC3	FALSE	0.161687150086339	5.18327877904613	4.44552364646214	1.36846913685089e-05	0.00141778928009454	2.13141070019022	0.0409164077334736
chr1:204230587-204241374(-)	TRUE	TRUE	TRUE	ENSG00000143850.13	ENSG00000143850	PLEKHA6	-	ENST00000272203.7|ENST00000637508.1|ENST00000414478.1	3	InGen	44580	44579	ENSG00000143850.13	PLEKHA6	FALSE	0.28398807650059	1.27570120185752	4.44542037001375	1.36907416537513e-05	0.00141778928009454	2.71338823259124	0.0546031627709989
chr6:55495608-55499235(-)	TRUE	TRUE	TRUE	ENSG00000146151.12	ENSG00000146151	HMGCLL1	-	ENST00000274901.8|ENST00000398661.6|ENST00000370852.6|ENST00000308161.8	4	InGen	190172	190171	ENSG00000146151.12	HMGCLL1	FALSE	-0.201433859333929	3.21115258733905	-4.44383429386619	1.37839825925725e-05	0.00142511994469397	2.34541882303398	0.0628472935827039
chr15:31689482-31870506(-)	TRUE	TRUE	TRUE	ENSG00000169918.9	ENSG00000169918	OTUD7A	-	ENST00000560536.5|ENST00000558371.5|ENST00000560598.1	3	InGen	390844	390843	ENSG00000169918.9	OTUD7A	FALSE	-0.828889182276186	-0.049414600715775	-4.44360377159759	1.37975849867185e-05	0.00142511994469397	2.91382188400572	0.0418920381866039
chr3:9817760-9818821(+)	TRUE	TRUE	TRUE	ENSG00000214021.15	ENSG00000214021	TTLL3	+	ENST00000417065.5|ENST00000426895.8|ENST00000422738.5|ENST00000310252.11|ENST00000443148.5	5	InGen	96066	96067	ENSG00000214021.15	TTLL3	FALSE	-0.75273685120443	-1.34674639943361	-4.44359321425358	1.37982082509065e-05	0.00142511994469397	2.80071865174895	0.067651592866949
chr16:30298591-30299868(-)	TRUE	TRUE	TRUE	ENSG00000183604.14	ENSG00000183604	SMG1P5	-	ENST00000529428.5|ENST00000411546.3	2	InGen	423811	423810	ENSG00000183604.14	SMG1P5	FALSE	0.676099336366589	0.534472955504796	4.44356789785419	1.37997029419711e-05	0.00142511994469397	2.83620045984806	0.149978780720889
chr17:42125899-42126754(-)	TRUE	TRUE	TRUE	ENSG00000108774.14	ENSG00000108774	RAB5C	-	ENST00000346213.8|ENST00000393860.7|ENST00000547517.5	3	InGen	456288	456287	ENSG00000108774.14	RAB5C	FALSE	-0.135856904836179	4.09655162501528	-4.44295944576805	1.3835673012986e-05	0.00142784719191584	2.23280917375562	0.0500309961999045
chr7:22310091-22315369(-)	TRUE	TRUE	TRUE	ENSG00000136237.18	ENSG00000136237	RAPGEF5	-	ENST00000344041.10|ENST00000405243.1|ENST00000471484.1	3	InGen	206148	206147	ENSG00000136237.18	RAPGEF5	FALSE	-0.198121509173419	4.70445002395272	-4.44218495934692	1.38815888186557e-05	0.00143159636731952	2.16443852083878	0.0704037759521256
chr1:146852457-146853285(+)	TRUE	TRUE	TRUE	ENSG00000276975.2	ENSG00000276975	HYDIN2	+	ENST00000614586.2	1	InGen	29867	29868	ENSG00000276975.2	HYDIN2	FALSE	0.72352099216115	-0.944511212855166	4.44134509622563	1.39315458422537e-05	0.00143575684759806	2.87532497593809	0.231540698443125
chr9:92032559-92034809(-)	TRUE	TRUE	TRUE	ENSG00000090054.13	ENSG00000090054	SPTLC1	-	ENST00000262554.6|ENST00000469778.1	2	InGen	260418	260417	ENSG00000090054.13	SPTLC1	FALSE	-0.141752896742985	3.08128427157869	-4.44003317828517	1.40099273367744e-05	0.00144283893732955	2.35027847901978	0.159393134685389
chr10:4889924-4908350(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	-0.836921423531106	-1.02112518845688	-4.43976374795254	1.40260769661039e-05	0.00144350661573072	2.85621795168257	0.0597208983071053
chr14:24007462-24025291(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	-0.825332885330071	-1.12172104095693	-4.43817824253336	1.41214746460221e-05	0.00145232364350216	2.818587185227	0.422921655117106
chr16:83735919-83772808(-)	TRUE	TRUE	TRUE	ENSG00000260788.5	ENSG00000260788	RP11-298D21.1	-	ENST00000569165.1	1	InGen	435791	435784	ENSG00000260788.5	RP11-298D21.1	FALSE	0.733342007174052	0.130722084488365	4.43749756391579	1.41626209703698e-05	0.00145555289203462	2.86365064727414	0.301341349248673
chr17:69114938-69115375(-)	TRUE	TRUE	TRUE	ENSG00000154262.12	ENSG00000154262	ABCA6	-	ENST00000284425.6|ENST00000590311.5|ENST00000589803.5|ENST00000592493.1	4	InGen	466974	466973	ENSG00000154262.12	ABCA6	FALSE	0.73689164344671	-0.593630600364202	4.43678422413895	1.42058651258183e-05	0.00145899315344125	2.8908658619443	0.133625566716554
chr10:100246936-100250247(-)	TRUE	TRUE	TRUE	ENSG00000095485.16	ENSG00000095485	CWF19L1	-	ENST00000354105.8|ENST00000468709.5|ENST00000482452.5|ENST00000496796.5	4	InGen	285957	285956	ENSG00000095485.16	CWF19L1	FALSE	0.364996157497178	0.653825661685584	4.4361801984676	1.42425815107944e-05	0.00146136448416018	2.78764515195219	0.0629005855642753
chr5:70142446-70197254(-)	FALSE	FALSE	FALSE						0	AltStartEnd		159258	ENSG00000254701.3		FALSE	1.00058373618399	-0.851629252510379	4.4360825397685	1.4248526353786e-05	0.00146136448416018	2.86040240334113	0.0545110758043593
chrX:37949406-38033533(+)	FALSE	FALSE	TRUE						0	ExonSkip	554475	554480	ENSG00000259977.1-ENSG00000147041.11	-SYTL5	TRUE	0.651654140237106	0.394451897677925	4.43506420751006	1.43106580570435e-05	0.00146672949781494	2.81033111950417	0.533721479668395
chr20:18548771-18551088(+)	TRUE	TRUE	TRUE	ENSG00000101310.14	ENSG00000101310	SEC23B	+	ENST00000262544.6|ENST00000336714.7|ENST00000377475.7|ENST00000377465.5	4	InGen	522532	522533	ENSG00000101310.14	SEC23B	FALSE	-0.216744002891226	2.40032978574591	-4.43365694896095	1.43969475707264e-05	0.00147456143874084	2.43168041034668	0.0532032315714101
chr3:188341720-188406111(+)	TRUE	TRUE	TRUE	ENSG00000145012.12	ENSG00000145012	LPP	+	ENST00000448637.5|ENST00000454789.5|ENST00000426274.5|ENST00000617246.4	4	InGen	127142	127143	ENSG00000145012.12	LPP	FALSE	-1.44543735854744	-0.759813038672935	-4.43344119867723	1.4410220904714e-05	0.00147490932002868	2.86676671600031	0.289116050715681
chr2:151506259-151506908(-)	TRUE	TRUE	TRUE	ENSG00000183091.19	ENSG00000183091	NEB	-	ENST00000409198.5|ENST00000397337.6|ENST00000172853.14|ENST00000397345.7|ENST00000427231.6|ENST00000618972.4|ENST00000413693.5|ENST00000603639.5|ENST00000604864.5|ENST00000498015.2|ENST00000421461.6|ENST00000424585.1	12	InGen	76884	76883	ENSG00000183091.19	NEB	FALSE	0.720940125917571	-0.88498106598311	4.43328008211141	1.44201407376331e-05	0.0014749137236243	2.84649016681539	0.342371432893115
chr6:126115856-126174824(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	0.554542311621918	0.229519831906619	4.43293097893349	1.44416572666942e-05	0.00147610343688755	2.8444043781165	0.0927594845527808
chr19:48074875-48077770(-)	TRUE	TRUE	TRUE	ENSG00000105499.13	ENSG00000105499	PLA2G4C	-	ENST00000599111.5|ENST00000354276.7|ENST00000599921.5|ENST00000599300.5|ENST00000601946.1|ENST00000593765.5|ENST00000598185.1	7	InGen	511259	511258	ENSG00000105499.13	PLA2G4C	FALSE	-0.373060080640425	1.74140065173581	-4.4325299645208	1.44664113106506e-05	0.00147762220754499	2.55726361766065	0.0804507226482556
chr9:110973559-111005464(-)	FALSE	TRUE	FALSE						0	AltStartEnd	263284		ENSG00000198121.13	LPAR1	FALSE	1.22835115773373	-0.0306518615886766	4.43182690243127	1.45099086520006e-05	0.00148105206350779	2.86231101636297	0.0780656822283367
chr3:197621869-197622186(-)	TRUE	TRUE	TRUE	ENSG00000214135.8	ENSG00000214135	AC024560.3	-	ENST00000414207.5|ENST00000418868.5|ENST00000449003.5|ENST00000454517.1	4	InGen	129171	129170	ENSG00000214135.8	AC024560.3	FALSE	0.919353892894145	0.902640516145124	4.42906387247358	1.46820722219359e-05	0.00149760145285103	2.72863040356562	0.0626424200913649
chr4:7661565-7664352(+)	TRUE	TRUE	TRUE	ENSG00000184985.16	ENSG00000184985	SORCS2	+	ENST00000507866.6|ENST00000329016.10	2	InGen	131908	131909	ENSG00000184985.16	SORCS2	FALSE	0.259174537060324	2.54077484215699	4.42716295046808	1.480165476005e-05	0.00150784812100055	2.38129304728025	0.0662162733227255
chr15:22561455-22561558(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000613386.4|ENST00000619021.4|ENST00000615156.1	3	InGen	388767	388768	ENSG00000276550.4	HERC2P2	FALSE	1.47751358469955	1.78062205989268	4.42714604469495	1.4802722444682e-05	0.00150784812100055	2.54813758400796	0.0598249705851888
chr1:6149076-6149245(-)	TRUE	TRUE	TRUE	ENSG00000116254.17	ENSG00000116254	CHD5	-	ENST00000262450.7|ENST00000496404.1	2	InGen	2770	2769	ENSG00000116254.17	CHD5	FALSE	-0.468511304831221	-0.006316625466696	-4.42625923812779	1.48588324939725e-05	0.00151253191217273	2.84122087708816	0.0601094788660922
chr4:107701286-107719842(-)	TRUE	TRUE	TRUE	ENSG00000138801.8	ENSG00000138801	PAPSS1	-	ENST00000502431.5	1	InGen	143402	143415	ENSG00000138801.8	PAPSS1	FALSE	-0.331518245044516	1.42204131944774	-4.4249619703274	1.49412811171977e-05	0.0015198885902672	2.58040476872665	0.0585500645289606
chr4:154547065-154547710(-)	TRUE	TRUE	TRUE	ENSG00000171566.11	ENSG00000171566	PLRG1	-	ENST00000499023.6|ENST00000302078.9|ENST00000506192.5|ENST00000504341.1|ENST00000512719.5|ENST00000509975.5|ENST00000503751.5	7	InGen	148189	148188	ENSG00000171566.11	PLRG1	FALSE	-0.162938355398224	3.22757317333224	-4.42132581721465	1.51747257313951e-05	0.00154258472988085	2.25235828271046	0.0568469975878778
chr2:132148229-132150911(-)	TRUE	TRUE	TRUE	ENSG00000163046.15	ENSG00000163046	ANKRD30BL	-	ENST00000465868.5|ENST00000470729.5|ENST00000481691.5|ENST00000409867.5|ENST00000295181.6	5	InGen	74977	74976	ENSG00000163046.15	ANKRD30BL	FALSE	1.08330130784036	-1.60568646903372	4.42056021865985	1.52243220549245e-05	0.00154631107522643	2.65931469628619	0.059516667393278
chr21:41449296-41451166(+)	TRUE	TRUE	TRUE	ENSG00000157601.13	ENSG00000157601	MX1	+	ENST00000398600.6|ENST00000455164.6|ENST00000398598.7|ENST00000288383.10	4	InGen	536395	536396	ENSG00000157601.13	MX1	FALSE	-0.37325515394181	1.81383953645576	-4.42044048773113	1.52320924098685e-05	0.00154631107522643	2.4945355329589	0.120842595588502
chr5:132703620-132710958(-)	TRUE	TRUE	TRUE	ENSG00000131437.15	ENSG00000131437	KIF3A	-	ENST00000378746.8	1	InGen	166673	166672	ENSG00000131437.15	KIF3A	FALSE	0.995658623519443	-1.62595389345045	4.41999740266111	1.52608810729627e-05	0.00154818113553437	2.66505699206006	0.0721408887593473
