clusterID	N	coord	gene	annotation	FDR
clu_112784_+	2	chr2:37247629-37248258	NDUFAF7	annotated	0.00924
clu_51397_+	3	chrX:86816099-86832106	DACH2	annotated	0.00926
clu_5863_-	2	chr11:111759951-111761119	PPP2R1B	annotated	0.00953
clu_135271_+	2	chr16:672825-672976	RHOT2	cryptic	0.00953
clu_97246_-	19	chr12:130482724-130483283	.	annotated	0.00968
clu_49189_+	5	chr1:181739253-181755237	CACNA1E	cryptic	0.00969
clu_18416_-	4	chr10:35071339-35090430	CUL2	annotated	0.00971
clu_112577_+	2	chr2:28590076-28591133	PLB1	cryptic	0.00975
clu_11530_-	2	chr8:19458642-19505201	CSGALNACT1	cryptic	0.00975
clu_102348_-	2	chr1:23337861-23338490	HNRNPR	annotated	0.00976
clu_109557_+	8	chr15:26395244-26446429	AC009878.2	cryptic	0.00982
clu_128393_+	4	chr17:73203793-73206154	COG1	cryptic	0.00989
clu_56008_+	5	chr22:29215039-29226490	EMID1	cryptic	0.00989
clu_133006_-	2	chr4:48576219-48578973	FRYL	cryptic	0.00989
clu_41967_-	11	chr2:94167140-94188844	.	annotated	0.0103
clu_106946_+	4	chr10:3373537-3373784	.	annotated	0.0105
clu_59108_+	4	chr5:37392120-37437922	WDR70	cryptic	0.0105
clu_11972_-	3	chr8:51810201-51831444	PCMTD1	cryptic	0.0107
clu_75361_-	9	chr17:39672866-39684597	PGAP3	cryptic	0.0108
clu_126030_+	4	chr17:8247856-8253880	PFAS	cryptic	0.0109
clu_16259_-	9	chr3:123897613-123933673	CCDC14	cryptic	0.0109
clu_12626_-	8	chr8:115620060-115669345	TRPS1	cryptic	0.0109
clu_19153_-	4	chr10:79668452-79766271	NUTM2B-AS1	cryptic	0.0113
clu_111185_+	2	chr15:90936460-90939731	UNC45A	cryptic	0.0114
clu_50033_+	3	chr1:234373678-234374230	COA6	cryptic	0.0116
clu_60709_+	2	chr5:131391108-131391918	CDC42SE2	cryptic	0.0116
clu_19737_-	10	chr10:104164300-104179029	CFAP43	cryptic	0.0117
clu_136685_+	3	chr16:29455885-29457928	SLX1B	cryptic	0.0118
clu_123956_+	3	chr11:130122513-130126700	APLP2	annotated	0.0122
clu_80368_+	6	chr13:114259398-114262883	CDC16	cryptic	0.0122
clu_129341_-	14	chr7:14211361-14212409	.	annotated	0.0122
clu_143621_+	3	chr7:90307854-90310068	CFAP69	annotated	0.0122
clu_129585_-	5	chr7:35179155-35185720	DPY19L2P1	cryptic	0.0124
clu_324_-	13	chrX:22254065-22389663	PTCHD1-AS	cryptic	0.0124
clu_92668_+	9	chr8:12945966-13006202	KIAA1456	cryptic	0.0125
clu_47306_+	9	chr1:120439690-120447630	NBPF8	cryptic	0.0126
clu_26611_-	2	chr16:15104408-15104548	.	annotated	0.0127
clu_41386_-	2	chr2:70663732-70672878	ADD2	cryptic	0.0128
clu_76309_-	3	chr17:64855889-64859442	LRRC37A3	annotated	0.013
clu_16416_-	6	chr3:129171508-129183776	CNBP	cryptic	0.013
clu_104829_-	3	chr1:148575811-148577983	NBPF14	annotated	0.0133
clu_109764_+	5	chr15:40030456-40034326	EIF2AK4	cryptic	0.0133
clu_103875_-	22	chr1:93264772-93339357	CCDC18-AS1	cryptic	0.0134
clu_14451_-	2	chr3:15084890-15085000	RBSN	cryptic	0.0134
clu_73969_-	2	chr17:1801024-1804626	SMYD4	cryptic	0.0135
clu_13375_+	16	chr18:9337352-9444648	TWSG1	cryptic	0.0135
clu_134305_-	3	chr21:5147428-5152961	CH507-9B2.5	cryptic	0.0135
clu_56212_+	7	chr22:31944820-31956139	YWHAH	annotated	0.014
clu_143724_+	2	chr7:95869998-95977514	DYNC1I1	cryptic	0.014
clu_127302_+	2	chr17:40190531-40190640	RAPGEFL1	cryptic	0.0141
clu_128445_+	9	chr17:75226157-75231340	NUP85	cryptic	0.0142
clu_34747_-	29	chr9:64947918-64982110	.	annotated	0.0147
clu_122423_+	8	chr11:65502393-65503121	MALAT1	cryptic	0.0148
clu_26521_-	3	chr16:11763659-11765489	ZC3H7A	cryptic	0.0151
clu_70276_+	3	chr3:37340199-37347193	GOLGA4	cryptic	0.0151
clu_51579_+	3	chrX:106827337-106840048	TBC1D8B	cryptic	0.0151
clu_52178_+	2	chrX:155027071-155033403	FUNDC2	annotated	0.0153
clu_25613_+	2	chr20:56365262-56385092	FAM210B	cryptic	0.0156
clu_110158_+	5	chr15:49625431-49632171	DTWD1	annotated	0.0157
clu_7819_-	8	chr15:22983611-23003065	TUBGCP5	cryptic	0.0158
clu_46611_+	6	chr1:81306509-81445021	ADGRL2	cryptic	0.016
clu_55341_-	16	chr19:56824427-56836018	PEG3	cryptic	0.016
clu_60194_+	3	chr5:80434217-80436756	ZFYVE16	annotated	0.016
clu_117346_-	6	chr6:69790472-69867070	LMBRD1	cryptic	0.016
clu_48213_+	2	chr1:150344261-150344434	PRPF3	annotated	0.0161
clu_37171_+	4	chr12:27523707-27578152	PPFIBP1	cryptic	0.0161
clu_13445_+	5	chr18:12060398-12081797	RP11-815J4.1	cryptic	0.0161
clu_5512_-	4	chr11:78101195-78103980	ALG8	annotated	0.0162
clu_95534_-	2	chr12:53160271-53160763	CSAD	cryptic	0.0165
clu_62431_-	7	chr20:25510740-25512834	NINL	cryptic	0.0165
clu_133404_-	9	chr4:88906462-89020460	FAM13A	cryptic	0.0165
clu_137971_+	5	chr16:89554563-89556887	SPG7	cryptic	0.0166
clu_5485_-	6	chr11:77392538-77473552	PAK1	cryptic	0.0167
clu_33422_+	2	chr21:36288811-36289045	DOPEY2	cryptic	0.0167
clu_2547_-	3	chr22:21476160-21477790	PI4KAP2	annotated	0.0167
clu_4652_-	2	chr11:57317887-57320079	TNKS1BP1	annotated	0.0168
clu_69292_-	47	chr13:76436868-76846401	.	annotated	0.0169
clu_132442_-	13	chr4:9219441-9324458	.	annotated	0.0173
clu_13102_-	2	chr8:143933351-143934002	PLEC	cryptic	0.0173
clu_45910_+	3	chr1:43450171-43450839	SZT2	cryptic	0.0174
clu_113384_+	2	chr2:73220782-73221168	SMYD5	cryptic	0.0174
clu_34805_-	3	chr9:65289895-65301425	CBWD4P	cryptic	0.0174
clu_114739_+	2	chr2:161863062-161872296	SLC4A10	cryptic	0.0177
clu_103300_-	2	chr1:52461769-52465070	ZCCHC11	annotated	0.0178
clu_40205_-	6	chr2:10682069-10689796	NOL10	cryptic	0.0178
clu_102955_-	12	chr1:39848091-39883318	TRIT1	cryptic	0.0179
clu_38304_+	5	chr12:85154094-85229517	LRRIQ1	cryptic	0.0179
clu_70255_+	3	chr3:37007063-37011820	MLH1	annotated	0.018
clu_46748_+	6	chr1:92300239-92303977	RPAP2	cryptic	0.0183
clu_19126_-	2	chr10:77843706-77853354	DLG5	annotated	0.0184
clu_55088_-	11	chr19:51843315-51878389	ZNF577	cryptic	0.0186
clu_41800_-	7	chr2:93015170-93095131	.	annotated	0.0186
clu_107473_+	5	chr10:32462703-32472481	CCDC7	cryptic	0.0189
clu_52692_-	3	chr19:6216513-6217954	MLLT1	cryptic	0.0189
clu_69812_+	2	chr3:9475156-9475483	SETD5	cryptic	0.0189
clu_70327_+	5	chr3:38348632-38365199	XYLB	cryptic	0.0192
clu_71003_+	4	chr3:53723999-53726879	CACNA1D	cryptic	0.0193
clu_52870_-	2	chr19:9660874-9675015	ZNF562	annotated	0.0194
clu_118616_-	8	chr6:165281693-165289987	C6orf118	cryptic	0.0194
clu_93951_+	2	chr8:106710790-106713854	OXR1	cryptic	0.0194
clu_115567_+	6	chr2:209945943-209957644	UNC80	cryptic	0.0196
clu_53704_-	11	chr19:19786854-19821601	ZNF506	cryptic	0.0199
clu_50554_+	5	chrX:15791013-15799883	ZRSR2	cryptic	0.0199
clu_104744_-	4	chr1:146165010-146228709	NOTCH2NL	cryptic	0.0206
clu_6055_-	5	chr11:119017433-119018282	RPS25	cryptic	0.0206
clu_101000_+	3	chr19:54200888-54201160	RPS9	annotated	0.0207
clu_101370_-	23	chr1:485208-743286	RP4-669L17.10	cryptic	0.0208
clu_97773_+	2	chr19:5077448-5082367	KDM4B	cryptic	0.0214
clu_56683_+	5	chr22:43990406-43999534	SAMM50	cryptic	0.0218
clu_8081_-	2	chr15:38512941-38516197	RASGRP1	cryptic	0.0219
clu_56214_+	3	chr22:31893751-31901742	DEPDC5	cryptic	0.0219
clu_60433_+	2	chr5:102960059-102961164	PAM	cryptic	0.0219
clu_47305_+	3	chr1:120420118-120436232	.	annotated	0.022
clu_97117_-	3	chr12:124356782-124362126	NCOR2	cryptic	0.0221
clu_131882_-	3	chr7:156734257-156756393	LMBR1	annotated	0.0221
clu_64062_-	2	chr14:57209782-57209953	EXOC5	cryptic	0.0223
clu_26495_-	6	chr16:10763763-10770272	TVP23A	cryptic	0.0225
clu_104642_-	9	chr1:145291769-145336814	NBPF20	cryptic	0.023
clu_118706_-	2	chr6:170583623-170584299	PDCD2	annotated	0.023
clu_99363_+	10	chr19:34390760-34391059	.	annotated	0.0235
clu_75235_-	2	chr17:37584755-37585325	SYNRG	cryptic	0.0237
clu_3456_-	3	chr22:42808890-42817142	ARFGAP3	annotated	0.0238
clu_72535_+	3	chr3:182836470-182837071	ATP11B	cryptic	0.024
clu_56959_+	2	chr22:50522922-50523080	NCAPH2	annotated	0.0241
clu_90236_+	7	chr4:38049859-38054199	TBC1D1	cryptic	0.0241
clu_47049_+	6	chr1:109689325-109708481	GSTM1	annotated	0.0243
clu_47990_+	6	chr1:146757781-146773531	HYDIN2	cryptic	0.0243
clu_42891_-	3	chr2:152677475-152679352	PRPF40A	annotated	0.0244
clu_44051_-	3	chr2:237333548-237336135	COL6A3	cryptic	0.0244
clu_129528_-	2	chr7:30563893-30568833	AC005154.6	annotated	0.0244
clu_122540_+	2	chr11:65629686-65630351	PCNX3	cryptic	0.0248
clu_38084_+	7	chr12:69470530-69530865	FRS2	annotated	0.0248
clu_112337_+	4	chr2:24492188-24564295	NCOA1	cryptic	0.0249
clu_115469_+	2	chr2:206788903-206790577	FASTKD2	cryptic	0.0249
clu_20172_-	4	chr5:731961-825164	ZDHHC11	cryptic	0.0249
clu_51896_+	4	chrX:135552146-135569337	INTS6L	cryptic	0.0249
clu_107524_+	6	chr10:38094415-38095538	ZNF37A	cryptic	0.025
clu_27846_-	7	chr16:70860901-70866169	HYDIN	cryptic	0.025
clu_126482_+	3	chr17:20351398-20357879	CCDC144CP	cryptic	0.025
clu_114408_+	5	chr2:131490775-131497210	AC093838.4	cryptic	0.0251
clu_100739_+	2	chr19:49887834-49888231	TBC1D17	annotated	0.0252
clu_128079_+	2	chr17:59673772-59674701	CLTC	cryptic	0.0254
clu_133547_-	4	chr4:107701285-107720120	PAPSS1	cryptic	0.0254
clu_50610_+	5	chrX:19257367-19349312	PDHA1	cryptic	0.0254
clu_50489_+	3	chrX:11760937-11762130	MSL3	annotated	0.0256
clu_91499_+	2	chr4:157361124-157362799	GRIA2	annotated	0.0258
clu_134461_-	9	chr21:9811082-9823767	.	annotated	0.026
clu_47045_+	7	chr1:109659110-109681809	GSTM4	annotated	0.0261
clu_12799_-	3	chr8:132572480-132583694	LRRC6	annotated	0.0261
clu_16255_-	3	chr3:123640504-123648971	MYLK	annotated	0.0264
clu_65010_+	3	chr9:2647592-2648669	VLDLR	cryptic	0.0264
clu_47469_+	10	chr1:121661775-121937259	.	annotated	0.0275
clu_87390_+	3	chr6:25556850-25580924	CARMIL1	annotated	0.0279
clu_106661_-	2	chr1:236566045-236566689	HEATR1	cryptic	0.028
clu_51264_+	3	chrX:72196904-72298982	PIN4	annotated	0.0291
clu_122331_+	3	chr11:64229571-64230183	NUDT22	annotated	0.0296
clu_109260_+	3	chr15:22671607-22672690	WHAMMP3	annotated	0.0296
clu_14908_-	3	chr3:47745993-47772817	SMARCC1	cryptic	0.0296
clu_142779_+	2	chr7:65676983-65685602	INTS4P2	cryptic	0.0296
clu_125946_+	2	chr17:7705720-7707958	EFNB3	cryptic	0.0297
clu_132290_-	2	chr4:2273289-2274079	ZFYVE28	cryptic	0.0297
clu_133306_-	8	chr4:83416865-83425994	HELQ	cryptic	0.0297
clu_117883_-	2	chr6:110621370-110622096	CDK19	cryptic	0.0297
clu_80115_+	5	chr13:99891437-99905270	CLYBL	cryptic	0.0299
clu_40292_-	4	chr2:19960614-19966724	WDR35	cryptic	0.0299
clu_42814_-	7	chr2:144235737-144332878	GTDC1	cryptic	0.0299
clu_112551_+	4	chr2:27642519-27650115	GPN1	cryptic	0.0306
clu_31577_?	4	chr2:97190488-97207811	ANKRD36	cryptic	0.0306
clu_41474_-	4	chr2:74372948-74376742	DCTN1	cryptic	0.0306
clu_56720_+	6	chr22:45310183-45322371	FAM118A	cryptic	0.0306
clu_1737_-	2	chrX:154362148-154362242	FLNA	cryptic	0.0308
clu_48460_+	3	chr1:154344039-154344143	ATP8B2	cryptic	0.031
clu_129770_-	12	chr7:45083435-45084276	.	annotated	0.0312
clu_119380_+	3	chr14:58444175-58450579	KIAA0586	cryptic	0.0313
clu_34564_-	3	chr9:41162377-41166784	CBWD7	annotated	0.0313
clu_109463_+	10	chr15:25064855-25072725	SNHG14	cryptic	0.0315
clu_13633_+	3	chr18:23253936-23257227	CABLES1	cryptic	0.0315
clu_44914_+	2	chr1:17616202-17619339	ARHGEF10L	annotated	0.0317
clu_123560_+	4	chr11:117351988-117361835	CEP164	cryptic	0.0318
clu_4928_-	2	chr11:63652575-63658761	ATL3	cryptic	0.0318
clu_26390_-	5	chr16:4762713-4765565	ZNF500	cryptic	0.0318
clu_24372_+	8	chr20:1266760-1300562	SNPH	cryptic	0.0318
clu_142816_+	3	chr7:66083174-66088807	ASL	cryptic	0.0318
clu_49735_+	3	chr1:218307632-218330948	RRP15	cryptic	0.0319
clu_4573_-	2	chr11:47478940-47482695	CELF1	annotated	0.0319
clu_68730_-	13	chr13:24951488-24968206	TPTE2P1	cryptic	0.0319
clu_104817_-	4	chr1:148533248-148551153	NBPF14	annotated	0.0324
clu_90199_+	3	chr4:27007700-27008428	STIM2	annotated	0.0324
clu_133817_-	3	chr4:139295960-139302416	NDUFC1	annotated	0.0326
clu_104857_-	4	chr1:149188789-149197996	.	annotated	0.033
clu_5025_-	3	chr11:64907890-64909271	ATG2A	cryptic	0.033
clu_48743_+	8	chr1:161099062-161100100	KLHDC9	cryptic	0.0335
clu_95928_-	5	chr12:63560662-63570758	DPY19L2	cryptic	0.0335
clu_33547_+	2	chr21:42559089-42562078	SLC37A1	cryptic	0.0335
clu_27159_-	9	chr16:29566249-29613107	SMG1P2	cryptic	0.0337
clu_77425_?	51	chr5:49613155-49646707	.	annotated	0.0338
clu_128912_+	8	chr17:82893632-82903405	TBCD	cryptic	0.034
clu_75132_-	2	chr17:32767752-32771125	MYO1D	cryptic	0.034
clu_108760_+	8	chr10:110872018-110881275	PDCD4	cryptic	0.0341
clu_103773_-	3	chr1:86376418-86382931	ODF2L	annotated	0.0342
clu_47307_+	3	chr1:120441489-120449193	NBPF8	cryptic	0.0342
clu_33867_-	5	chr9:121569-123217	CBWD1	cryptic	0.0342
clu_64240_-	10	chr14:70052114-70166639	SLC8A3	cryptic	0.0345
clu_113158_+	12	chr2:61071792-61088159	KIAA1841	cryptic	0.0346
clu_94251_+	7	chr8:143379508-143380624	RHPN1	cryptic	0.0347
clu_11367_-	8	chr8:8101218-8220044	FAM85B	cryptic	0.0348
clu_107428_+	4	chr10:28534034-28535562	WAC	annotated	0.0351
clu_76799_-	7	chr17:78997644-79009664	CANT1	annotated	0.0353
clu_108832_+	6	chr10:116871292-116879291	ENO4	cryptic	0.0355
clu_120345_+	2	chr14:100128748-100129567	EVL	cryptic	0.0361
clu_53793_-	4	chr19:23360206-23492944	.	annotated	0.0362
clu_133574_-	3	chr4:109302075-109302474	COL25A1	cryptic	0.0362
clu_59813_+	3	chr5:69566208-69566967	GTF2H2C	annotated	0.0362
clu_45631_+	3	chr1:36320787-36320915	SH3D21	cryptic	0.0365
clu_137739_+	7	chr16:84172375-84175933	DNAAF1	cryptic	0.0365
clu_22218_-	2	chr5:154917124-154917931	GEMIN5	cryptic	0.0365
clu_119966_+	3	chr14:78170674-78242391	NRXN3	cryptic	0.0368
clu_90487_+	2	chr4:55417247-55417803	TMEM165	cryptic	0.0369
clu_67346_+	4	chr9:136349763-136356342	GPSM1	annotated	0.0369
clu_101093_+	3	chr19:56368220-56368866	ZNF542P	annotated	0.0372
clu_26715_-	2	chr16:18350116-18350588	RP11-1212A22.1	cryptic	0.0373
clu_694_-	2	chrX:53217274-53217796	KDM5C	annotated	0.0373
clu_76456_-	3	chr17:69222697-69225325	ABCA10	annotated	0.0374
clu_70901_+	2	chr3:52249322-52249670	PPM1M	annotated	0.0378
clu_54801_-	4	chr19:47484458-47487778	.	annotated	0.0384
clu_14653_-	3	chr3:33576275-33581821	CLASP2	annotated	0.0384
clu_48113_+	5	chr1:149487383-149497531	NBPF19	cryptic	0.0385
clu_65436_+	2	chr9:36110079-36112305	RECK	cryptic	0.0385
clu_98264_+	2	chr19:12847687-12847907	MAST1	cryptic	0.0386
clu_119428_+	5	chr14:60812127-60879714	MNAT1	cryptic	0.0389
clu_96606_-	4	chr12:111679340-111685711	BRAP	cryptic	0.0391
clu_36367_-	3	chr9:137462274-137462685	PNPLA7	cryptic	0.0395
clu_109190_+	13	chr10:133467353-133497829	SCART1	cryptic	0.0397
clu_31581_?	13	chr2:97204096-97211546	ANKRD36	cryptic	0.0397
clu_72104_+	3	chr3:141610066-141621719	RASA2	cryptic	0.0397
clu_49136_+	2	chr1:180037089-180041138	CEP350	cryptic	0.0399
clu_114530_+	7	chr2:137964628-138000918	HNMT	cryptic	0.0399
clu_9082_-	10	chr15:72290255-72319613	CELF6	cryptic	0.0402
clu_19133_-	2	chr10:78022384-78024549	POLR3A	cryptic	0.0403
clu_53360_-	3	chr19:14964361-14971737	SLC1A6	annotated	0.0403
clu_118477_-	4	chr6:152990095-152992857	MTRF1L	annotated	0.0403
clu_44973_+	3	chr1:21473585-21478144	NBPF3	cryptic	0.0404
clu_5333_-	2	chr11:72430363-72434087	CLPB	cryptic	0.0405
clu_126242_+	7	chr17:16439414-16440185	LRRC75A-AS1	annotated	0.0405
clu_92946_+	10	chr8:26590409-26590650	.	annotated	0.0405
clu_105540_-	3	chr1:169310080-169324393	NME7	annotated	0.0406
clu_16257_-	4	chr3:123682310-123700020	MYLK	cryptic	0.0406
clu_22539_-	9	chr5:177713916-177717163	FAM153A	cryptic	0.0406
clu_35115_-	2	chr9:87934056-87938899	.	annotated	0.0406
clu_103794_-	4	chr1:88949277-88953063	KYAT3	cryptic	0.0414
clu_59745_+	2	chr5:65812391-65822781	NLN	annotated	0.0414
clu_116438_-	2	chr6:5999204-6002353	NRN1	cryptic	0.0414
clu_70870_+	3	chr3:51638274-51639419	RAD54L2	cryptic	0.0417
clu_122073_+	2	chr11:60930659-60931689	TMEM132A	annotated	0.0418
clu_16510_-	2	chr3:132704371-132705740	NPHP3	cryptic	0.0423
clu_95010_-	3	chr12:30719225-30723259	CAPRIN2	annotated	0.0425
clu_117149_-	2	chr6:43528925-43530688	XPO5	cryptic	0.0425
clu_3721_-	2	chr22:50777981-50782188	RABL2B	cryptic	0.0426
clu_87645_+	9	chr6:34970166-34983324	ANKS1A	cryptic	0.0433
clu_26763_-	2	chr16:18830369-18832940	SMG1	cryptic	0.0437
clu_90783_+	3	chr4:88065879-88074812	PKD2	cryptic	0.0437
clu_4512_-	2	chr11:46679776-46680205	ARHGAP1	annotated	0.044
clu_106733_-	3	chr1:243563848-243572926	AKT3	cryptic	0.0444
clu_48118_+	3	chr1:149523037-149528496	NBPF19	annotated	0.0444
clu_19437_-	4	chr10:97476744-97477347	MMS19	annotated	0.0444
clu_19653_-	2	chr10:102415127-102416017	PSD	cryptic	0.0446
clu_80369_+	6	chr13:114263014-114272278	CDC16	cryptic	0.0446
clu_103984_-	4	chr1:103669209-103688958	AMY1B	cryptic	0.0455
clu_60805_+	6	chr5:134738792-134750759	CAMLG	cryptic	0.0457
clu_111336_+	7	chr15:101973047-101973905	WASH3P	cryptic	0.0458
clu_22106_-	11	chr5:150151881-150265950	.	annotated	0.046
clu_79193_-	3	chr18:67515492-67516361	DSEL	cryptic	0.0461
clu_42149_-	3	chr2:97507657-97509581	ANKRD36B	cryptic	0.0462
clu_12162_-	13	chr8:68304801-68331546	C8orf34-AS1	cryptic	0.0462
clu_3053_-	6	chr22:36233455-36239441	APOL2	cryptic	0.0467
clu_51663_+	2	chrX:115727971-115736995	.	annotated	0.0467
clu_24738_+	4	chr20:16041278-16049833	MACROD2	annotated	0.0468
clu_21083_-	3	chr5:71060930-71061688	GTF2H2	annotated	0.0468
clu_53766_-	9	chr19:21971064-21973717	.	annotated	0.0471
clu_105579_-	11	chr1:173043969-173188521	TNFSF4	cryptic	0.0479
clu_132191_-	2	chr4:877809-881907	GAK	cryptic	0.0479
clu_114594_+	18	chr2:149038084-149205253	LYPD6B	cryptic	0.0483
clu_42025_-	7	chr2:95897342-95908502	ANKRD36C	cryptic	0.0483
clu_75241_-	4	chr17:37628672-37632113	DDX52	cryptic	0.0485
clu_112310_+	6	chr2:24164335-24174551	FAM228B	cryptic	0.0485
clu_105320_-	2	chr1:156015069-156018270	SSR2	annotated	0.0488
clu_131420_-	2	chr7:132298222-132489292	PLXNA4	annotated	0.0488
clu_36260_-	14	chr9:136802854-136803262	.	annotated	0.0488
clu_46515_+	3	chr1:74236210-74249459	FPGT-TNNI3K	annotated	0.0493
clu_47330_+	2	chr1:120823850-120838621	.	annotated	0.0493
clu_17774_-	7	chr10:5883167-5887847	ANKRD16	cryptic	0.0494
clu_115149_+	19	chr2:190535121-190659277	NAB1	cryptic	0.0498
