""	gene_id	Symbol	gene_type	chr	start	end	strand	length	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000370647.8	ENSG00000241935.8	HOGA1	protein_coding	chr10	97584343	97612802	+	1999	-0.231764047015462	2.40005020007192	-4.50718891570328	1.12762579867066e-05	0.00124712526097644	2.72618022729511	0.0758666552572399
ENST00000231461.9	ENSG00000113532.12	ST8SIA4	protein_coding	chr5	100806935	100903266	-	6303	0.127536997117008	4.11656620122957	4.50612260576515	1.13276864640427e-05	0.00125103355480017	2.41165420623376	0.0658527817453067
ENST00000595810.5	ENSG00000125648.14	SLC25A23	protein_coding	chr19	6436079	6454009	-	734	-1.39233931513218	-0.147531057885583	-4.50494887884634	1.13845565418868e-05	0.00125553088103788	3.06854775287572	0.03896641509108
ENST00000322357.8	ENSG00000178951.8	ZBTB7A	protein_coding	chr19	4044364	4066945	-	5422	-0.158758426394967	5.29695792642153	-4.50288074870629	1.14854316754478e-05	0.00126486163281313	2.1963267791256	0.04825613501935
ENST00000472297.2	ENSG00000233836.7	RP11-255H23.2	transcribed_unprocessed_pseudogene	chr19	23790772	23833314	+	1931	0.299233039133928	1.94697079095698	4.50160474950143	1.1548098082094e-05	0.00126879649353326	2.76873066058348	0.51368236556731
ENST00000570641.1	ENSG00000183018.8	SPNS2	protein_coding	chr17	4534385	4536817	+	783	0.561045853946489	-0.468725266758214	4.50148898760583	1.15537995809846e-05	0.00126879649353326	3.07159463111833	0.338725836546891
ENST00000396193.5	ENSG00000154678.16	PDE1C	protein_coding	chr7	31751179	32299329	-	5109	0.300396987077031	3.41685924466146	4.49931782587075	1.16612364497442e-05	0.00127822396352425	2.50476279324648	0.0484332110686739
ENST00000477992.1	ENSG00000163466.15	ARPC2	protein_coding	chr2	218235341	218254108	+	2221	0.277541843349088	1.86799641248311	4.49909076621448	1.16725275125687e-05	0.00127822396352425	2.77485441283008	0.0460530305257745
ENST00000617928.4	ENSG00000273749.4	CYFIP1	protein_coding	chr15	22867052	22980335	-	6793	-0.401434262893028	2.49591101742903	-4.49806843062279	1.17234958795421e-05	0.00128199972522419	2.67152729867554	0.298583211727716
ENST00000376811.5	ENSG00000106733.20	NMRK1	protein_coding	chr9	75060573	75088190	-	2050	-0.311883579307221	2.33597208580167	-4.49761880465841	1.17459796128584e-05	0.00128265437485918	2.68554749856625	0.0385372586197864
ENST00000202917.9	ENSG00000089127.12	OAS1	protein_coding	chr12	112906777	112919903	+	1816	-0.625190364182728	0.562141052583731	-4.49354804073836	1.19514360632615e-05	0.00130325968291526	2.94027366074049	0.038132462866007
ENST00000619423.4	ENSG00000270629.5	NBPF14	protein_coding	chr1	148531385	148596011	-	10779	0.280420836534792	4.2934773313817	4.4925072193558	1.20045198242708e-05	0.00130644503720457	2.33079518998043	0.0811975989799335
ENST00000583712.2	ENSG00000264985.2	RP11-449L23.2	antisense	chr17	73513612	73521407	+	4315	-0.771659121979379	-1.18559272767692	-4.49231685202504	1.20142533968009e-05	0.00130644503720457	3.04160717233068	0.0515857743327023
ENST00000559291.5	ENSG00000128891.15	C15orf57	protein_coding	chr15	40534343	40564989	-	6131	-0.158738841836635	3.39714445358221	-4.49066846671999	1.20988541057765e-05	0.00131380713229626	2.48549238452808	0.0368056047790017
ENST00000611060.4	ENSG00000196126.10	HLA-DRB1	protein_coding	chr6	32552990	32589805	-	920	1.79291800898753	-2.48943176178286	4.48989892207817	1.21385456124578e-05	0.00131456459272048	2.552595980109	0.0796756880651203
ENST00000251081.6	ENSG00000134755.14	DSC2	protein_coding	chr18	31065974	31102004	-	4826	0.446534379788552	0.986388747093317	4.4898776467234	1.21396447276309e-05	0.00131456459272048	2.86382478497256	0.559937971290215
ENST00000460219.2	ENSG00000137409.19	MTCH1	protein_coding	chr6	36969466	36986125	-	1572	0.423681228480296	2.82173641622273	4.48917114999003	1.21761977605659e-05	0.00131564323398666	2.57290427770694	0.111033820334102
ENST00000534116.1	ENSG00000180773.14	SLC36A4	protein_coding	chr11	93154157	93182894	-	888	-0.362197554064464	1.24112037933282	-4.48903124830526	1.218344859769e-05	0.00131564323398666	2.83051517682195	0.0344651402026523
ENST00000269221.7	ENSG00000141452.9	C18orf8	protein_coding	chr18	23503509	23531782	+	2162	-0.166304704857739	3.3934109514985	-4.4879917005289	1.22374565726344e-05	0.00131964250835274	2.46937972342846	0.296494726848858
ENST00000398022.6	ENSG00000101337.15	TM9SF4	protein_coding	chr20	32109506	32167258	+	3978	-0.113297328221688	5.43157523764957	-4.48162634802793	1.25732126698351e-05	0.00135397130897463	2.08601179938375	0.463283909283444
ENST00000519689.1	ENSG00000253535.5	RP11-624C23.1	antisense	chr8	24300885	24912073	-	651	-0.842969618733425	-1.2975260861226	-4.47851106067121	1.27407472113525e-05	0.00136711780903669	2.97273057615545	0.237497645383046
ENST00000569591.2	ENSG00000260314.2	MRC1	protein_coding	chr10	17809344	17911170	+	5198	0.539508372655933	2.6055166243729	4.47850428511973	1.27411139166851e-05	0.00136711780903669	2.54030392003503	0.067935016177088
ENST00000552624.5	ENSG00000067715.13	SYT1	protein_coding	chr12	79045705	79296124	+	726	-1.09373752153035	2.5123605553416	-4.478376276643	1.27480438784771e-05	0.00136711780903669	2.54618119218416	0.398711761304469
ENST00000434296.2	ENSG00000227502.2	LINC01268	lincRNA	chr6	113868013	113873351	-	2755	0.463941437029384	0.511832189210067	4.47737172608994	1.28025529162329e-05	0.00137107229922467	2.86841829882235	0.0722905197328405
ENST00000361716.7	ENSG00000139190.16	VAMP1	protein_coding	chr12	6462237	6470987	-	3449	-0.22992869838231	5.46321486034606	-4.47502385050055	1.29308288922109e-05	0.00138290501563878	2.04874050532407	0.133065618548436
ENST00000614571.1	ENSG00000276550.4	HERC2P2	transcribed_unprocessed_pseudogene	chr15	22579679	22587876	+	578	0.306660457240502	1.53997250736639	4.47430674230534	1.29702537455777e-05	0.00138521597351465	2.72026866129707	0.0524692945691142
ENST00000567540.1	ENSG00000260077.1	RP11-254F7.2	lincRNA	chr2	10039092	10040663	-	1572	0.259972278349364	0.943359235621011	4.47273538153858	1.30570477485973e-05	0.00139257265082777	2.80442253590493	0.135579217401745
ENST00000412260.5	ENSG00000233327.10	USP32P2	transcribed_unprocessed_pseudogene	chr17	18511262	18520806	-	4329	-0.497913242316385	4.03446580021054	-4.47079950912065	1.31647433358695e-05	0.00140041183807679	2.29537348968247	0.0227764261981593
ENST00000512908.2	ENSG00000251634.2	RP11-1280N14.3	unprocessed_pseudogene	chr5	71102898	71128753	-	2851	0.603047415453699	2.97682288164006	4.47076675118392	1.3166573037095e-05	0.00140041183807679	2.46511506263926	0.111135704151805
ENST00000473401.5	ENSG00000065621.14	GSTO2	protein_coding	chr10	104274898	104299414	+	669	1.09545880890407	-1.59353840149151	4.46920406909517	1.32541415077863e-05	0.00140779986643495	2.93538889756087	0.0348980987692021
ENST00000381990.6	ENSG00000136235.15	GPNMB	protein_coding	chr7	23246697	23275107	+	2763	1.61535194841161	0.705308414433869	4.46834479812879	1.33025310003606e-05	0.00141017805857703	2.80169602580988	0.116050146213014
ENST00000397075.7	ENSG00000157326.18	DHRS4	protein_coding	chr14	23953779	23969009	+	727	1.0811378072803	-1.15130745979057	4.46802874059703	1.33203723335419e-05	0.00141017805857703	2.95428610069153	0.149329116597407
ENST00000586064.3	ENSG00000267629.3	AC138430.4	processed_transcript	chr19	19254748	19273369	-	5409	-0.159677459214852	5.79115289293878	-4.46784166168304	1.33309437048761e-05	0.00141017805857703	1.96795199760593	0.067159160255949
ENST00000562850.1	ENSG00000103479.15	RBL2	protein_coding	chr16	53464291	53466109	+	745	0.319280786818487	1.17696047781361	4.46497318938188	1.34940473469916e-05	0.0014254920940606	2.73926502548414	0.412483528544127
ENST00000612531.1	ENSG00000273824.1	RP11-81H14.1	lincRNA	chr12	68426331	68427737	-	1407	-0.169919655829104	2.29730737516847	-4.46084763029845	1.37319970655423e-05	0.00144866047740287	2.55449812240399	0.0965136946152276
ENST00000273077.8	ENSG00000127838.13	PNKD	protein_coding	chr2	218270485	218346793	+	3021	-0.216617251505859	4.63377733695534	-4.45670650305402	1.39748976393524e-05	0.0014722876578044	2.12291510552964	0.0983675872081768
ENST00000414190.6	ENSG00000230373.8	GOLGA6L5P	transcribed_unprocessed_pseudogene	chr15	84507885	84511468	-	2337	0.362333222510997	1.53365937805982	4.45613889640233	1.40085110486576e-05	0.00147383184578231	2.65167177891898	0.488209203166335
ENST00000431305.1	ENSG00000150175.13	FRMPD2B	unprocessed_pseudogene	chr10	46870858	46894562	+	1347	0.547286633111673	2.38726066024055	4.45559403415242	1.40408506267777e-05	0.00147523802193509	2.50133632890282	0.216539355215971
ENST00000270458.2	ENSG00000142408.3	CACNG8	protein_coding	chr19	53963040	53990215	+	8747	-0.175725915549595	6.44630685115409	-4.45494764731369	1.40793091133307e-05	0.00147728243395609	1.78234352704712	0.0660561411634333
ENST00000491761.1	ENSG00000162804.13	SNED1	protein_coding	chr2	241071406	241075605	+	4125	-0.240095703054535	1.9774451431466	-4.45412352467831	1.41284892899329e-05	0.001480444800933	2.58167831063164	0.090690711477518
ENST00000270625.6	ENSG00000142534.6	RPS11	protein_coding	chr19	49496374	49499689	+	614	0.0794884793632452	7.1734438504384	4.45320747682336	1.41833489130709e-05	0.00148419297172445	1.64045754315669	0.0254634430292872
ENST00000419784.1	ENSG00000236485.1	RP1-156L9.1	lincRNA	chr2	131983937	131994161	-	840	1.00362882432679	-1.24702446092206	4.45165188427047	1.42769784160469e-05	0.00148873027279352	2.89007119262693	0.165337666389982
ENST00000508954.3	ENSG00000273841.4	TAF9	protein_coding	chr5	69365432	69369465	-	1057	0.299743004657509	1.05799263870231	4.45153154856542	1.42842459951633e-05	0.00148873027279352	2.69916027035799	0.0517215953471641
ENST00000443450.1	ENSG00000177306.4	OR7E125P	unprocessed_pseudogene	chr8	7246726	7247571	-	846	1.84137497397186	-1.45731089898089	4.4512938237424	1.4298613646554e-05	0.00148873027279352	2.84378105945063	0.10832039468678
ENST00000314666.10	ENSG00000178921.13	PFAS	protein_coding	chr17	8249286	8270485	+	5371	-0.159473664958911	3.88644498649312	-4.45121634676313	1.43032992125628e-05	0.00148873027279352	2.23758852997507	0.10673125764191
ENST00000558252.5	ENSG00000074803.17	SLC12A1	protein_coding	chr15	48222328	48304076	+	8614	-0.71008739141616	-0.0428986262610774	-4.44930359353075	1.44194455274645e-05	0.00149881268684541	2.83168980492786	0.0511294815044999
ENST00000423505.5	ENSG00000131828.13	PDHA1	protein_coding	chrX	19343922	19353164	+	731	2.9171886519061	-3.27126939958808	4.44793174164796	1.45033047164228e-05	0.00150551661108394	1.80274151883087	0.197611670943736
ENST00000416931.1	ENSG00000225972.1	MTND1P23	unprocessed_pseudogene	chr1	629062	629433	+	372	-10.7982285495911	-0.33675930664762	-4.44372083742748	1.47636477886879e-05	0.00153049815409398	2.61838926769072	0.0719308906353298
ENST00000367537.7	ENSG00000116698.20	SMG7	protein_coding	chr1	183472478	183554193	+	5970	-0.323531941710484	4.05677186223529	-4.44148074201305	1.49039675126784e-05	0.00154149106355327	2.17026622993448	0.0873030992631537
ENST00000451342.5	ENSG00000188674.10	C2orf80	protein_coding	chr2	208165343	208181286	-	816	0.589335835023805	0.114398605363204	4.44139535838931	1.49093412191905e-05	0.00154149106355327	2.77390181461871	0.0791451509223177
ENST00000263038.8	ENSG00000107537.13	PHYH	protein_coding	chr10	13277800	13300101	-	1577	-0.160887521723342	3.72433790097315	-4.43212877827037	1.55037390187198e-05	0.00160081767424364	2.18346014317797	0.142743662836181
ENST00000273221.8	ENSG00000144711.13	IQSEC1	protein_coding	chr3	12897220	12967668	-	5279	-0.120323150408392	7.17460200171252	-4.42597609552662	1.59109027231891e-05	0.00164067995587262	1.53228806783223	0.0512963647967181
ENST00000502889.1	ENSG00000215237.6	RP11-54D18.2	unprocessed_pseudogene	chr9	14993312	15019729	+	1188	0.479807004724536	-0.745094623954098	4.42211279561229	1.61717910748762e-05	0.00166537318684983	2.77745964521336	0.0559007778536831
ENST00000457381.1	ENSG00000182667.14	NTM	protein_coding	chr11	132310196	132335451	+	664	0.338952657958036	0.993555451094289	4.41891593594044	1.63907765867308e-05	0.00168417564930201	2.58253191010866	0.0773685037003609
ENST00000309190.9	ENSG00000153113.23	CAST	protein_coding	chr5	96702801	96774683	+	4282	-0.672329780681443	4.41872093280778	-4.41881557368177	1.6397697318606e-05	0.00168417564930201	2.01484215079877	0.0790470956195573
ENST00000286317.5	ENSG00000155868.7	MED7	protein_coding	chr5	157137412	157143184	-	2402	0.149335779692878	3.78031714707979	4.41767067549965	1.64768455239034e-05	0.00169007221567743	2.11401646311844	0.0835573648049626
ENST00000257192.4	ENSG00000134760.5	DSG1	protein_coding	chr18	31318089	31357029	+	5045	0.671569222271635	-1.59327645253243	4.41704464169234	1.65202790246871e-05	0.00169190982225951	2.70563328087279	0.0976902220597799
ENST00000564214.1	ENSG00000260409.1	RP11-403B2.7	lincRNA	chr15	20729747	20756183	-	1602	0.719339059231235	1.02185825914224	4.41678560967113	1.6538282506974e-05	0.00169190982225951	2.56835193937762	0.390588488777417
ENST00000553116.5	ENSG00000111540.15	RAB5B	protein_coding	chr12	55973913	55994706	+	3322	-0.107067766927673	6.59654076741129	-4.4161547709965	1.65822064903588e-05	0.00169417418479027	1.60589883180996	0.0831606334334008
ENST00000310164.2	ENSG00000174460.3	ZCCHC12	protein_coding	chrX	118823790	118826968	+	2231	0.222330723654758	4.53421677039176	4.41491828302596	1.66686257846356e-05	0.00170030405750167	1.95774575405288	0.0578687145878163
ENST00000354955.4	ENSG00000122176.10	FMOD	protein_coding	chr1	203340628	203351489	-	3310	0.531366948163021	0.67983144697297	4.41467126200732	1.66859420691161e-05	0.00170030405750167	2.6075603327185	0.532002616791936
ENST00000515156.2	ENSG00000250138.4	RP11-848G14.5	unprocessed_pseudogene	chr5	69631963	69636399	+	4437	1.08569255004279	0.161850345131606	4.40781787481004	1.71733142787063e-05	0.00174767694393903	2.64773795209392	0.0717024325204088
ENST00000556687.5	ENSG00000100461.17	RBM23	protein_coding	chr14	22905585	22919149	-	1124	0.343352938224862	0.105265998628476	4.40658258923777	1.7262602166234e-05	0.00175446708290809	2.64483570561249	0.128176529489401
ENST00000367272.4	ENSG00000229238.3	PPP1R12BP1	unprocessed_pseudogene	chrY	26277923	26354418	-	1671	0.890112889238472	-2.5824577051347	4.40573293413744	1.7324274777227e-05	0.00175843650643525	2.60980968293773	0.107304690185658
ENST00000395957.6	ENSG00000164924.17	YWHAZ	protein_coding	chr8	100916525	100952983	-	5248	0.127175866928906	5.65979278484884	4.40496131645394	1.73804662577896e-05	0.00176183996289849	1.72665934360393	0.0947751905600376
ENST00000564550.1	ENSG00000179965.11	ZNF771	protein_coding	chr16	30408031	30414609	+	1187	-0.286760940048446	0.541218628756958	-4.40261399968981	1.75524826989199e-05	0.00177696032531383	2.58604413408403	0.119886472612832
ENST00000447012.7	ENSG00000249437.7	NAIP	protein_coding	chr5	71002930	71011772	-	894	0.494045923485805	0.733453575825212	4.40098662681373	1.76726982386489e-05	0.00178680401567615	2.54723377860541	0.322255239297589
ENST00000361640.4	ENSG00000162482.4	AKR7A3	protein_coding	chr1	19282558	19289250	-	1710	0.275981220332232	0.351904198523652	4.39846778117171	1.78603276195949e-05	0.00180342918496559	2.58830911450051	0.38749754079157
ENST00000359204.4	ENSG00000148690.11	FRA10AC1	protein_coding	chr10	93667883	93702572	-	3089	-0.186005309903308	4.79663266472671	-4.39671049582634	1.79923591002514e-05	0.00181440456555713	1.85418821138843	0.182557053918338
ENST00000477997.5	ENSG00000102103.15	PQBP1	protein_coding	chrX	48897952	48903143	+	938	-1.35099801899174	0.89378955947342	-4.39618271656883	1.80321957677623e-05	0.00181606634837244	2.52154749612996	0.179444260028962
ENST00000507665.5	ENSG00000151247.12	EIF4E	protein_coding	chr4	98886351	98929128	-	1143	0.31375817627298	0.765540227340987	4.39553115572255	1.80814922378652e-05	0.00181867531887972	2.52161441420471	0.0443705700056167
ENST00000614167.1	ENSG00000128408.8	RIBC2	protein_coding	chr22	45413691	45432496	+	1479	0.916175761927176	-1.95442610585651	4.3937433431547	1.8217421815191e-05	0.00182998003376112	2.51031241503901	0.0817085294984374
ENST00000374018.5	ENSG00000124562.9	SNRPC	protein_coding	chr6	34757525	34773714	+	600	0.82111297525954	0.0992189134820145	4.39309106688619	1.82672589754452e-05	0.00183261856173015	2.58482234186902	0.747634844029428
ENST00000261024.6	ENSG00000138449.10	SLC40A1	protein_coding	chr2	189560579	189580887	-	3442	0.244278070777556	3.29527859451992	4.3911888895484	1.84133432406119e-05	0.00184489360432677	2.09694353588132	0.224231602388346
ENST00000324684.8	ENSG00000161542.16	PRPSAP1	protein_coding	chr17	76310934	76354198	-	1678	0.21632145750785	3.49709625126769	4.39065143658015	1.84548215534751e-05	0.00184524171819807	2.05040037546647	0.13603352354114
ENST00000431388.2	ENSG00000224877.3	C17orf89	protein_coding	chr17	81239239	81241281	+	615	0.243353056587128	1.66460860842084	4.39052899391684	1.8464283688207e-05	0.00184524171819807	2.36870434166989	0.0616953559367601
ENST00000264235.12	ENSG00000082701.14	GSK3B	protein_coding	chr3	119821323	120094417	-	7711	-0.095031313262031	7.09572725199684	-4.39019120564678	1.84904114690447e-05	0.001845480733913	1.3984102478574	0.0686143866246494
ENST00000320736.10	ENSG00000176945.16	MUC20	protein_coding	chr3	195720995	195733504	+	1916	-0.962769767142244	-0.0158366384444127	-4.38803341228021	1.86581551952296e-05	0.00185983534157577	2.59818495703817	0.105808322508837
ENST00000418141.2	ENSG00000188013.6	MEIS3P2	processed_pseudogene	chr17	20589293	20590367	+	1075	-0.357919846567176	0.673574590595956	-4.38483708602814	1.89093197969889e-05	0.001882457892722	2.49330285675198	0.0246527909981665
ENST00000439362.5	ENSG00000172965.14	MIR4435-2HG	lincRNA	chr2	111207776	111495048	-	1522	0.266476915882351	0.936182103741483	4.38349765390376	1.90155332485365e-05	0.00189061088244721	2.44296285766904	0.119471159331551
ENST00000570248.5	ENSG00000103034.14	NDRG4	protein_coding	chr16	58500143	58513618	+	3207	0.484834659446057	6.42368767310343	4.3796113456051	1.93269578769638e-05	0.00191912001907272	1.46481463499018	0.514654181375907
ENST00000590088.5	ENSG00000167384.10	ZNF180	protein_coding	chr19	44475639	44500524	-	3131	-2.22692815405604	-0.0127177988993883	-4.37666560562814	1.95662661656191e-05	0.0019404045846644	2.5624323637502	0.194848094475442
ENST00000511324.5	ENSG00000150471.16	ADGRL3	protein_coding	chr4	61497121	62071138	+	5042	-3.94181604898377	0.608614469300134	-4.37545592050655	1.96653608572653e-05	0.00194774752439793	2.45914227291248	0.103159658144896
ENST00000498281.1	ENSG00000124313.12	IQSEC2	protein_coding	chrX	53266329	53281594	-	727	-2.28925808257365	-3.17878396825144	-4.37410095776637	1.97769281698005e-05	0.0019563055536921	1.5352432874834	0.0797993592137686
ENST00000597199.1	ENSG00000270164.1	LINC01480	lincRNA	chr19	41535183	41536900	+	1718	0.829590862636928	-2.21239825810263	4.36955344490182	2.01558262319013e-05	0.00199125221033078	2.31981306657044	0.119407011504009
ENST00000395787.3	ENSG00000149089.12	APIP	protein_coding	chr11	34882295	34916499	-	1366	-0.30793795406214	2.9280045878695	-4.36924689331016	2.01816171005461e-05	0.00199126996138002	2.07586035129034	0.276218184709532
ENST00000621371.4	ENSG00000178104.19	PDE4DIP	protein_coding	chr1	148868544	148942309	+	819	0.211139114084172	1.75716554172227	4.36610616129401	2.04476844149284e-05	0.00201496509918972	2.26274720138871	0.0570823823085144
ENST00000590661.1	ENSG00000129968.15	ABHD17A	protein_coding	chr19	1876979	1881585	-	1079	-1.90077885054555	-3.06411981817319	-4.36291073789764	2.07218370842733e-05	0.00203939599152183	1.55188480909883	0.276688704571887
ENST00000635993.1	ENSG00000273312.2	RP11-425A6.5	antisense	chr10	35604485	35608022	-	1768	0.328689710329801	0.255169062110917	4.36256150741636	2.07520123247919e-05	0.00203978376517391	2.45345731838839	0.0375378429446305
ENST00000512932.5	ENSG00000251022.6	THAP9-AS1	antisense	chr4	82894250	82900559	-	971	1.01770110601784	0.464798143063014	4.36221779452732	2.07817519764714e-05	0.00204012779819527	2.42971319225102	0.0309791276855742
ENST00000419277.5	ENSG00000231389.7	HLA-DPA1	protein_coding	chr6	33064569	33080710	-	1704	0.597239176049903	2.59538965591497	4.36087878472247	2.08979997616509e-05	0.00204895268785417	2.08522606453484	0.0535076637706195
ENST00000262096.12	ENSG00000104219.12	ZDHHC2	protein_coding	chr8	17156029	17224799	+	6377	-0.124112204722905	5.99990656285934	-4.35902004421883	2.10604030392026e-05	0.00205957206041901	1.49122424023563	0.0604059316683619
ENST00000616721.4	ENSG00000275395.4	FCGBP	protein_coding	chr19	39863323	39934626	-	12787	-0.850175447824942	2.66620848588309	-4.35874484270591	2.10845508095881e-05	0.00205957206041901	2.09752427746395	0.116337410418092
ENST00000626847.2	ENSG00000205571.12	SMN2	protein_coding	chr5	70049654	70077592	+	1440	2.53995005670078	0.661302912338659	4.35873084736536	2.10857795510422e-05	0.00205957206041901	2.35427219162061	0.318750234779688
ENST00000357232.8	ENSG00000197410.12	DCHS2	protein_coding	chr4	154232037	154391296	-	11249	-0.31835950787822	4.78267488946045	-4.35687689614261	2.12491585832279e-05	0.00207292607257963	1.70074735157809	0.14833076198803
ENST00000409519.5	ENSG00000128699.13	ORMDL1	protein_coding	chr2	189774725	189784318	-	1223	0.269163943927494	1.35129045402734	4.35525621931736	2.1392974490424e-05	0.0020843405596873	2.27997438408961	0.125395749887503
ENST00000497464.5	ENSG00000144034.14	TPRKB	protein_coding	chr2	73730264	73737340	-	798	-0.579960401828056	-0.723883786553751	-4.35463341052383	2.14484893614083e-05	0.00208713397728347	2.52460041661973	0.0390784060623474
ENST00000559024.5	ENSG00000184277.12	TM2D3	protein_coding	chr15	101646385	101652382	-	863	0.395743228633119	0.371925852476591	4.35226342888287	2.1661006813918e-05	0.00210368229111334	2.39981864771966	0.292882889724984
ENST00000395743.7	ENSG00000174808.11	BTC	protein_coding	chr4	74744759	74794686	-	2816	-0.24663328073732	0.622457305548118	-4.35213409057735	2.16726625746853e-05	0.00210368229111334	2.36867571037195	0.105005177060895
ENST00000257572.5	ENSG00000135116.9	HRK	protein_coding	chr12	116856144	116881441	-	5789	-0.172264491961796	4.56432279788487	-4.35171730192105	2.1710263841774e-05	0.00210470450585777	1.71433999344699	0.111111904586874
ENST00000602414.5	ENSG00000269893.6	SNHG8	lincRNA	chr4	118278709	118279823	+	672	-0.213653389778017	2.54336888449919	-4.34648045090122	2.21880794867698e-05	0.00214591804493234	2.04908706298423	0.0556255516317848
ENST00000422223.6	ENSG00000164946.19	FREM1	protein_coding	chr9	14734666	14910995	-	10086	-0.407132741805408	1.7106949798114	-4.34645325929127	2.21905865996862e-05	0.00214591804493234	2.19186031885188	0.0773667385530845
ENST00000521789.5	ENSG00000141698.16	NT5C3B	protein_coding	chr17	41825200	41836260	-	993	-0.913626207202119	-0.0738717365604381	-4.34604435124473	2.22283213988339e-05	0.00214689688044638	2.43872448323466	0.489256710691775
ENST00000357495.3	ENSG00000139675.11	HNRNPA1L2	protein_coding	chr13	52640786	52643796	+	3011	-0.160152463941916	2.59643408467134	-4.345373196259	2.22903902665191e-05	0.00215022064915863	2.04191431429405	0.0592315771213801
ENST00000431581.5	ENSG00000127952.16	STYXL1	protein_coding	chr7	75996409	76047953	-	1147	0.516633971462033	0.233342771624221	4.33692501510546	2.30860372013608e-05	0.00222421238216332	2.36107778358277	0.380240185276389
ENST00000361390.2	ENSG00000198888.2	MT-ND1	protein_coding	chrM	3307	4262	+	956	0.258379141240327	8.79928405527379	4.33544392077946	2.32283030017572e-05	0.00223514920592404	0.817917182862399	0.0314655187468253
ENST00000425215.1	ENSG00000233121.1	VN1R20P	unitary_pseudogene	chr3	13926813	13927778	+	966	0.468260266061412	-0.983103073503969	4.33233685314308	2.35294872481517e-05	0.00226133205629641	2.44523267534768	0.101700620755406
ENST00000450589.5	ENSG00000234741.7	GAS5	processed_transcript	chr1	173863901	173867987	-	632	-0.275158725864543	3.28736789099406	-4.33188511742825	2.35735868950854e-05	0.00226277330999122	1.86679482184972	0.0639129620790254
ENST00000526790.1	ENSG00000177030.16	DEAF1	protein_coding	chr11	674372	678779	-	498	-0.44216279424596	-0.214148671829886	-4.33054807095327	2.3704577810955e-05	0.00227254121430549	2.39248397718892	0.0188587088880651
ENST00000616321.4	ENSG00000172725.13	CORO1B	protein_coding	chr11	67435510	67443484	-	4464	0.415987715714474	0.703201163576001	4.32736965032075	2.40187759306542e-05	0.00229982737513346	2.2611002890639	0.0748173853463703
ENST00000535979.5	ENSG00000111328.6	CDK2AP1	protein_coding	chr12	123261003	123271141	-	1281	0.602949380655466	1.2166596620271	4.32700161004819	2.40554148816351e-05	0.00230050246869265	2.18483341612465	0.0681643222088764
ENST00000473314.6	ENSG00000117616.17	RSRP1	protein_coding	chr1	25242256	25338165	-	3034	-0.234710180410897	2.46333480934843	-4.32648294166178	2.4107140056374e-05	0.00230261687884899	1.99562593837396	0.0430775170535505
ENST00000473516.1	ENSG00000101444.12	AHCY	protein_coding	chr20	34295429	34302675	-	488	0.446102287651657	-1.62615663897832	4.32262618668889	2.44951201736214e-05	0.00233530340056698	2.34749141917287	0.116730329133867
ENST00000439399.6	ENSG00000065609.14	SNAP91	protein_coding	chr6	83552885	83709408	-	4452	-0.355232220539406	5.37685074796111	-4.32248513791886	2.45094221847287e-05	0.00233530340056698	1.44626623940327	0.197612446824518
ENST00000348066.7	ENSG00000108509.20	CAMTA2	protein_coding	chr17	4967998	4987652	-	4491	-0.186290210826196	5.59346534064473	-4.32174634775444	2.45844646214053e-05	0.00233958644346911	1.41567950268026	0.0900197286606648
ENST00000314565.8	ENSG00000165714.10	BORCS5	protein_coding	chr12	12357121	12469694	+	4840	-0.121302455746598	4.8465570330785	-4.31904866234432	2.486035619483e-05	0.00236294950384845	1.53739044464986	0.0482163676147811
ENST00000582047.1	ENSG00000131885.16	KRT17P1	transcribed_unprocessed_pseudogene	chr17	16841539	16842449	-	726	0.698176007789071	0.5643633585775	4.31836741064765	2.49304955666469e-05	0.0023630057545971	2.23495935363063	0.0994117494784708
ENST00000262370.11	ENSG00000102858.12	MGRN1	protein_coding	chr16	4624790	4690974	+	3968	-0.316545692227593	3.58865798214934	-4.31836462338219	2.49307829233084e-05	0.0023630057545971	1.76404140241495	0.0467625456787813
ENST00000568311.1	ENSG00000141012.12	GALNS	protein_coding	chr16	88855128	88856970	-	703	-0.475514327680269	-0.830473112756372	-4.31815769753758	2.49521250742664e-05	0.0023630057545971	2.39011389988327	0.110552142069476
ENST00000423137.1	ENSG00000198466.11	ZNF587	protein_coding	chr19	57849860	57860210	+	1974	0.51049765298603	2.79098932875666	4.31498825364504	2.52812151705243e-05	0.0023889600435229	1.87543986394349	0.069267472440781
ENST00000434851.1	ENSG00000233426.3	EIF3FP3	processed_pseudogene	chr2	58251440	58252525	+	1086	1.44204431829119	-1.85671428040511	4.31492675790839	2.52876413610206e-05	0.0023889600435229	2.2629995008129	0.02959473393591
ENST00000318787.13	ENSG00000111906.17	HDDC2	protein_coding	chr6	125275350	125301974	-	1350	0.285636396893244	2.85932888396423	4.31405118590164	2.53793070177488e-05	0.0023947100978519	1.86705470577123	0.0455024194631983
ENST00000607058.1	ENSG00000272163.1	GS1-72M22.1	antisense	chr8	24912165	24914717	-	2553	-0.190047949214078	3.29395770268795	-4.31274435580252	2.55167147021117e-05	0.00240475705222931	1.78514300720484	0.119651016645248
